﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025022006,   1018.4,   1022.0,     17.5,     14.2,       81,      1.4,    120.0,      4.5,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022007,   1019.3,   1022.9,     17.4,     14.3,       82,      1.0,    140.0,      3.1,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022008,   1019.7,   1023.3,     17.9,     14.6,       81,      1.6,    140.0,      3.5,    100.0,      0.0,      0.0,      0.0,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022009,   1019.9,   1023.5,     19.2,     15.1,       77,      2.9,    130.0,      4.7,    140.0,      0.0,      0.0,      0.1,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022010,   1019.6,   1023.2,     20.7,     15.5,       72,      1.8,    100.0,      6.0,    100.0,      0.0,      0.0,      1.0,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022011,   1018.6,   1022.2,     20.4,     15.6,       74,      2.6,    100.0,      7.3,    100.0,      0.0,      0.0,      0.3,     1.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022012,   1017.6,   1021.2,     21.9,     16.0,       69,      2.9,    100.0,      8.6,     90.0,      0.0,      0.0,      0.5,     2.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022013,   1016.6,   1020.2,     21.3,     15.6,       70,      3.5,     60.0,      9.2,     90.0,      0.0,      0.0,      0.9,     2.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022014,   1015.6,   1019.2,     21.9,     16.0,       69,      3.7,    100.0,      9.7,    100.0,      0.0,      0.0,      0.9,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022015,   1015.6,   1019.2,     21.7,     16.0,       70,      2.3,     90.0,      8.9,     80.0,      0.0,      0.0,      0.2,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022016,   1015.6,   1019.2,     20.4,     15.8,       75,      3.0,     80.0,      8.8,    100.0,      0.0,      0.0,      0.0,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022017,   1016.2,   1019.8,     19.6,     15.9,       79,      3.1,    100.0,      6.9,     90.0,      0.0,      0.0,      0.0,     0.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022018,   1016.7,   1020.3,     19.7,     16.0,       79,      1.6,    100.0,      7.2,     90.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022019,   1017.4,   1021.0,     19.4,     16.3,       82,      2.9,    100.0,      7.1,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022020,   1018.1,   1021.7,     19.1,     15.4,       79,      2.6,    100.0,      7.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022021,   1018.6,   1022.2,     18.6,     14.7,       78,      2.8,    100.0,      6.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022022,   1018.7,   1022.3,     17.9,     15.4,       85,      1.9,    100.0,      6.6,     80.0,     -9.8,      0.5,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022023,   1018.9,   1022.5,     18.1,     14.8,       81,      1.2,    100.0,      5.7,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022024,   1019.0,   1022.6,     17.9,     14.8,       82,      1.2,    110.0,      4.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022101,   1019.1,   1022.7,     17.9,     14.6,       81,      0.7,    330.0,      3.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022102,   1019.0,   1022.6,     17.5,     14.6,       83,      1.5,    320.0,      3.9,    300.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022103,   1018.9,   1022.5,     16.6,     15.1,       91,      0.6,    180.0,      2.4,    360.0,     -9.8,      0.6,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022104,   1019.4,   1023.1,     16.4,     14.1,       86,      1.5,    100.0,      5.4,    130.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022105,   1019.9,   1023.6,     16.0,     14.5,       91,      0.4,    240.0,      4.1,    100.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022106,   1020.9,   1024.6,     15.8,     14.7,       93,      1.0,    230.0,      2.3,    290.0,     -9.8,      0.4,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022107,   1021.4,   1025.1,     15.5,     13.9,       90,      1.0,    200.0,      2.3,    190.0,     -9.8,      0.2,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022108,   1021.8,   1025.5,     15.8,     12.9,       83,      2.6,    120.0,      6.5,    100.0,      0.0,      0.0,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022109,   1022.2,   1025.9,     15.7,     13.4,       86,      1.4,    110.0,      5.7,     90.0,     -9.8,      0.1,      0.0,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022110,   1022.2,   1025.9,     16.0,     13.5,       85,      1.8,     90.0,      5.7,    100.0,     -9.8,      0.3,      0.0,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022111,   1021.7,   1025.3,     17.6,     13.3,       76,      3.5,    100.0,      8.9,     80.0,      0.0,      0.0,      0.1,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022112,   1021.7,   1025.4,     17.0,     12.6,       75,      3.0,    100.0,     10.4,     80.0,      0.0,      0.0,      0.0,     1.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022113,   1020.7,   1024.3,     17.8,     12.5,       71,      2.8,     90.0,      9.8,    100.0,      0.0,      0.0,      0.2,     1.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022114,   1020.5,   1024.2,     16.8,     12.6,       76,      3.7,    100.0,     10.0,    100.0,      0.0,      0.0,      0.0,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022115,   1020.8,   1024.5,     16.5,     12.9,       79,      3.1,     90.0,      9.8,     90.0,      0.0,      0.0,      0.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022116,   1020.8,   1024.5,     15.9,     12.7,       81,      4.1,    100.0,     10.6,     80.0,      0.0,      0.0,      0.0,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022117,   1021.5,   1025.2,     15.4,     12.4,       82,      2.8,    110.0,      9.3,     80.0,      0.0,      0.0,      0.0,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022118,   1022.3,   1026.0,     15.2,     12.2,       82,      3.6,    110.0,     10.1,     80.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022119,   1022.7,   1026.4,     14.9,     12.2,       84,      3.4,    100.0,      8.7,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022120,   1023.3,   1027.0,     14.7,     12.2,       85,      3.0,    110.0,     10.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022121,   1023.8,   1027.5,     14.8,     12.3,       85,      3.0,    110.0,      8.7,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022122,   1024.0,   1027.7,     14.5,     12.5,       88,      3.1,    110.0,      9.3,    120.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022123,   1023.7,   1027.4,     14.4,     12.4,       88,      3.0,    110.0,      8.9,    100.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022124,   1023.5,   1027.2,     14.6,     12.3,       86,      3.5,    110.0,      8.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022201,   1023.1,   1026.8,     14.7,     12.2,       85,      3.3,    120.0,      9.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022202,   1022.5,   1026.2,     14.9,     12.2,       84,      3.3,    110.0,      9.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022203,   1022.0,   1025.7,     15.0,     12.3,       84,      3.5,    100.0,      8.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022204,   1021.5,   1025.2,     15.0,     12.3,       84,      3.5,    110.0,     10.1,     70.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022205,   1021.6,   1025.3,     15.1,     12.4,       84,      3.2,    120.0,      8.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022206,   1022.1,   1025.8,     15.3,     12.6,       84,      3.1,    110.0,      9.0,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022207,   1022.6,   1026.3,     15.2,     12.9,       86,      2.9,    110.0,      8.2,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022208,   1022.8,   1026.5,     15.3,     13.0,       86,      4.3,    120.0,     10.7,    120.0,      0.0,      0.0,      0.0,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022209,   1022.4,   1026.1,     16.6,     12.8,       78,      4.0,    120.0,     10.4,    120.0,      0.0,      0.0,      0.1,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022210,   1022.0,   1025.6,     17.9,     12.6,       71,      4.7,    120.0,     11.9,    110.0,      0.0,      0.0,      0.6,     1.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022211,   1021.7,   1025.3,     17.5,     12.8,       74,      4.7,     90.0,     11.3,     90.0,      0.0,      0.0,      0.1,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022212,   1020.9,   1024.6,     16.6,     13.3,       81,      5.0,    100.0,     13.8,     90.0,      0.0,      0.0,      0.0,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022213,   1020.3,   1024.0,     16.4,     13.7,       84,      5.0,    100.0,     12.3,    110.0,      0.0,      0.0,      0.0,     0.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022214,   1019.5,   1023.2,     16.2,     13.7,       85,      4.3,    100.0,     12.7,    120.0,      0.0,      0.0,      0.0,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022215,   1019.2,   1022.9,     15.8,     13.1,       84,      4.2,    100.0,     12.0,     90.0,      0.0,      0.0,      0.0,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022216,   1019.5,   1023.2,     15.6,     13.3,       86,      4.2,    110.0,     11.2,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022217,   1019.9,   1023.6,     15.6,     13.1,       85,      3.7,    100.0,     10.1,     90.0,      0.0,      0.0,      0.0,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022218,   1020.8,   1024.5,     15.6,     13.3,       86,      3.1,    110.0,     11.6,     80.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022219,   1021.2,   1024.9,     15.5,     13.4,       87,      3.6,    110.0,      9.9,    130.0,     -9.8,      0.2,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022220,   1021.6,   1025.3,     15.7,     13.5,       87,      3.5,    110.0,      8.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022221,   1022.0,   1025.7,     15.7,     13.9,       89,      3.0,    100.0,      9.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022222,   1022.5,   1026.2,     15.6,     14.0,       90,      3.6,    100.0,      8.6,     90.0,     -9.8,      0.5,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022223,   1022.3,   1026.0,     15.6,     13.8,       89,      3.6,    120.0,      8.5,    110.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022224,   1022.2,   1025.9,     15.2,     13.9,       92,      2.6,    100.0,      9.1,     90.0,     -9.8,      0.6,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022301,   1021.7,   1025.4,     14.8,     13.5,       92,      2.9,    120.0,      7.5,     90.0,     -9.8,      0.7,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022302,   1021.7,   1025.4,     15.0,     13.7,       92,      1.7,    110.0,      7.1,    110.0,     -9.8,      0.5,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022303,   1021.3,   1025.0,     15.0,     14.2,       95,      1.3,    120.0,      5.0,    130.0,      1.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022304,   1021.2,   1024.9,     15.0,     14.4,       96,      1.6,    100.0,      4.0,    100.0,      1.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022305,   1021.7,   1025.4,     15.1,     14.6,       97,      0.8,     40.0,      2.8,    100.0,      1.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022306,   1022.6,   1026.3,     15.1,     14.5,       96,      0.1,      0.0,      3.0,    110.0,      0.5,      0.6,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022307,   1023.8,   1027.5,     15.0,     14.4,       96,      1.1,    250.0,      3.2,    310.0,      4.0,      0.9,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022308,   1024.5,   1028.2,     15.2,     14.7,       97,      1.2,    190.0,      2.4,    190.0,      2.5,      1.0,      0.0,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022309,   1025.3,   1029.0,     15.7,     15.1,       96,      0.5,    250.0,      2.3,    220.0,      2.0,      1.0,      0.0,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022310,   1025.2,   1028.9,     15.6,     15.0,       96,      1.1,    200.0,      2.5,    260.0,      3.5,      1.0,      0.0,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022311,   1025.0,   1028.7,     15.9,     13.9,       88,      1.7,    100.0,      4.6,     90.0,     -9.8,      0.4,      0.0,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022312,   1024.2,   1027.9,     15.9,     13.4,       85,      3.4,    100.0,      7.8,     70.0,     -9.8,      0.1,      0.0,     0.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022313,   1023.8,   1027.5,     15.7,     13.2,       85,      2.9,    110.0,      9.4,     90.0,     -9.8,      0.6,      0.0,     0.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022314,   1023.1,   1026.8,     16.1,     13.0,       82,      3.5,    100.0,     10.1,    120.0,     -9.8,      0.1,      0.0,     0.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022315,   1023.5,   1027.2,     15.9,     12.7,       81,      3.2,    100.0,      8.0,    100.0,      0.0,      0.0,      0.0,     0.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022316,   1023.9,   1027.6,     15.7,     12.3,       80,      2.2,    100.0,      6.9,     70.0,      0.0,      0.0,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022317,   1024.8,   1028.5,     15.1,     11.9,       81,      3.1,    100.0,      7.5,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022318,   1025.5,   1029.2,     14.7,     11.7,       82,      2.8,    100.0,      7.9,    100.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022319,   1026.1,   1029.8,     14.2,     11.2,       82,      2.9,    100.0,      8.1,    140.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022320,   1026.6,   1030.3,     13.9,     11.6,       86,      2.1,    110.0,      8.8,     80.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022321,   1027.3,   1031.0,     13.8,     11.2,       84,      2.8,    110.0,      8.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022322,   1027.6,   1031.3,     13.8,     11.0,       83,      2.8,    110.0,      8.1,    110.0,      0.5,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022323,   1027.8,   1031.5,     13.7,     11.4,       86,      2.8,    100.0,      7.6,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022324,   1027.4,   1031.1,     13.7,     11.1,       84,      2.7,    100.0,      7.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022401,   1027.3,   1031.0,     13.4,     11.5,       88,      2.9,    130.0,      7.8,    130.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022402,   1026.9,   1030.6,     13.2,     11.3,       88,      2.9,    100.0,      7.6,    100.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022403,   1026.5,   1030.2,     13.3,     10.7,       84,      2.5,    100.0,      7.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022404,   1026.4,   1030.1,     13.1,     10.5,       84,      2.4,    100.0,      7.4,    100.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022405,   1027.1,   1030.8,     13.0,     11.2,       89,      2.8,    110.0,      7.9,    100.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022406,   1028.0,   1031.7,     12.8,     10.5,       86,      2.9,    110.0,      8.5,     90.0,     -9.8,      0.2,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022407,   1028.9,   1032.6,     12.5,      9.9,       84,      2.9,    110.0,      8.4,     90.0,     -9.8,      0.1,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022408,   1029.5,   1033.2,     12.8,      9.8,       82,      2.7,    100.0,      8.1,     90.0,     -9.8,      0.1,      0.0,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022409,   1030.0,   1033.7,     12.8,      9.8,       82,      2.1,    100.0,      8.6,    100.0,      0.0,      0.0,      0.0,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022410,   1030.0,   1033.7,     12.9,      9.2,       78,      3.3,    100.0,     10.1,    100.0,     -9.8,      0.1,      0.0,     0.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022411,   1029.4,   1033.1,     13.3,      8.8,       74,      3.3,    100.0,      9.7,    120.0,      0.0,      0.0,      0.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022412,   1028.5,   1032.2,     13.6,      8.5,       71,      3.2,    100.0,      8.7,     90.0,      0.0,      0.0,      0.0,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022413,   1027.5,   1031.2,     13.5,      8.6,       72,      3.8,     90.0,     10.6,     90.0,      0.0,      0.0,      0.0,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022414,   1027.0,   1030.7,     13.1,      9.2,       77,      2.4,    110.0,     12.6,     70.0,     -9.8,      0.1,      0.0,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022415,   1026.7,   1030.4,     12.9,      8.8,       76,      3.7,    100.0,      8.3,    100.0,     -9.8,      0.2,      0.0,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022416,   1026.5,   1030.2,     12.6,      9.1,       79,      2.9,    110.0,      9.9,     90.0,      0.0,      0.0,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022417,   1026.5,   1030.2,     12.4,      9.4,       82,      3.2,    110.0,      9.9,    120.0,      0.0,      0.0,      0.0,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022418,   1026.3,   1030.0,     12.8,      8.9,       77,      4.0,    120.0,     10.9,    130.0,      0.0,      0.0,      0.0,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022419,   1026.7,   1030.4,     12.8,      8.9,       77,      4.1,    100.0,     11.0,     70.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022420,   1027.4,   1031.1,     12.5,      9.2,       80,      3.8,    110.0,     12.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022421,   1027.3,   1031.0,     12.8,      9.3,       79,      4.0,    100.0,     10.5,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022422,   1027.6,   1031.3,     13.1,      9.4,       78,      3.5,    100.0,      8.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022423,   1027.2,   1030.9,     13.3,      9.4,       77,      3.5,    110.0,      9.7,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022424,   1026.2,   1029.9,     13.5,      9.0,       74,      4.3,    100.0,      9.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022501,   1025.4,   1029.1,     13.2,      9.5,       78,      4.2,    120.0,     10.1,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022502,   1024.5,   1028.2,     13.5,      9.2,       75,      2.8,    120.0,      9.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022503,   1023.6,   1027.3,     13.8,      8.9,       72,      3.6,    120.0,      9.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022504,   1022.8,   1026.5,     14.0,      8.8,       71,      3.7,    100.0,     10.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022505,   1022.9,   1026.6,     14.3,      9.1,       71,      4.3,    100.0,      9.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022506,   1023.5,   1027.2,     14.7,      9.3,       70,      3.3,    100.0,     10.4,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022507,   1024.0,   1027.7,     14.9,      9.5,       70,      3.0,    100.0,      8.6,     80.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022508,   1024.8,   1028.5,     15.2,     10.2,       72,      3.5,    100.0,      8.5,     80.0,      0.0,      0.0,      0.0,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022509,   1025.1,   1028.8,     15.6,     10.8,       73,      2.4,    100.0,      8.3,    100.0,      0.0,      0.0,      0.0,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022510,   1024.1,   1027.8,     16.9,     11.2,       69,      3.5,     90.0,      7.8,     80.0,      0.0,      0.0,      0.0,     0.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022511,   1023.0,   1026.6,     19.3,     11.6,       61,      2.1,     90.0,      9.0,     80.0,      0.0,      0.0,      0.6,     2.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022512,   1021.7,   1025.3,     21.1,     11.2,       53,      2.4,     80.0,      7.0,     80.0,      0.0,      0.0,      0.6,     2.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022513,   1020.5,   1024.1,     22.4,     12.4,       53,      1.2,    120.0,      7.0,    100.0,      0.0,      0.0,      0.9,     2.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022514,   1019.7,   1023.3,     21.8,     11.2,       51,      1.2,     90.0,      5.8,     80.0,      0.0,      0.0,      0.6,     2.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025022515,   1019.1,   1022.7,     21.4,     11.7,       54,      1.9,    130.0,      5.7,    100.0,      0.0,      0.0,      0.1,     1.23,     None,     None,     None,     None,     None,     None,     None,     None
