﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025082714,   1005.9,   1009.3,     31.9,     21.8,       55,      2.7,    130.0,      7.7,    120.0,      0.0,      0.0,      0.3,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082715,   1006.5,   1009.9,     30.2,     22.9,       65,      2.8,    230.0,      7.4,    110.0,      0.0,      0.0,      0.0,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082716,   1006.6,   1010.1,     28.8,     22.8,       70,      3.5,    230.0,      6.8,    270.0,      0.0,      0.0,      0.0,     0.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082717,   1006.2,   1009.6,     29.9,     22.6,       65,      1.1,     20.0,      4.3,    220.0,      0.0,      0.0,      0.0,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082718,   1005.8,   1009.2,     30.2,     22.9,       65,      3.5,    120.0,      6.4,    110.0,      0.0,      0.0,      0.0,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082719,   1006.0,   1009.4,     29.6,     23.1,       68,      4.2,    120.0,      8.0,    120.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082720,   1006.2,   1009.7,     29.4,     22.4,       66,      3.3,    100.0,      8.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082721,   1006.4,   1009.9,     29.4,     22.4,       66,      4.0,    110.0,      9.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082722,   1006.4,   1009.8,     29.7,     22.2,       64,      3.7,    100.0,     10.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082723,   1006.0,   1009.4,     29.6,     22.6,       66,      3.5,    100.0,     11.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082724,   1005.5,   1008.9,     29.7,     22.4,       65,      3.9,    100.0,     11.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082801,   1005.2,   1008.6,     29.8,     22.3,       64,      3.6,    100.0,     10.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082802,   1005.1,   1008.5,     29.6,     22.1,       64,      2.8,    110.0,     11.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082803,   1004.6,   1008.0,     29.7,     21.7,       62,      2.9,    100.0,      8.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082804,   1004.1,   1007.5,     29.6,     21.3,       61,      2.8,    100.0,      7.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082805,   1004.1,   1007.5,     29.4,     21.4,       62,      2.3,    100.0,      7.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082806,   1004.7,   1008.1,     29.7,     21.1,       60,      1.4,    100.0,      7.0,    110.0,      0.0,      0.0,      0.2,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082807,   1004.8,   1008.2,     30.5,     21.6,       59,      3.0,    110.0,      7.0,    110.0,      0.0,      0.0,      0.9,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082808,   1004.9,   1008.3,     31.8,     22.0,       56,      2.9,     90.0,      6.9,     80.0,      0.0,      0.0,      1.0,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082809,   1005.2,   1008.6,     32.8,     22.3,       54,      3.4,    120.0,      7.3,    110.0,      0.0,      0.0,      1.0,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082810,   1005.3,   1008.7,     33.6,     22.7,       53,      4.7,    120.0,     10.5,    100.0,      0.0,      0.0,      1.0,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082811,   1005.1,   1008.5,     34.0,     23.1,       53,      3.7,    130.0,     10.5,    120.0,      0.0,      0.0,      1.0,     3.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082812,   1004.9,   1008.3,     34.9,     23.0,       50,      3.6,    150.0,      9.0,    150.0,      0.0,      0.0,      1.0,     3.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082813,   1004.6,   1008.0,     35.1,     23.5,       51,      2.7,    120.0,      8.5,    110.0,      0.0,      0.0,      1.0,     3.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082814,   1004.9,   1008.3,     34.6,     23.0,       51,      5.1,    120.0,     10.0,    130.0,      0.0,      0.0,      1.0,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082815,   1004.9,   1008.3,     33.7,     23.1,       54,      5.0,    130.0,     13.8,    130.0,      0.0,      0.0,      1.0,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082816,   1004.9,   1008.3,     33.2,     23.0,       55,      4.7,    130.0,     12.2,    130.0,      0.0,      0.0,      1.0,     2.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082817,   1004.8,   1008.2,     32.6,     23.0,       57,      3.2,    130.0,     12.0,    120.0,      0.0,      0.0,      0.7,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082818,   1005.3,   1008.7,     31.8,     22.8,       59,      3.8,    130.0,     10.9,    130.0,      0.0,      0.0,      1.0,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082819,   1005.7,   1009.1,     31.1,     23.0,       62,      2.9,    120.0,     10.0,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082820,   1006.2,   1009.6,     30.7,     22.1,       60,      3.2,    100.0,     10.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082821,   1006.6,   1010.0,     30.5,     22.2,       61,      3.8,    110.0,     11.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082822,   1006.9,   1010.3,     30.4,     21.8,       60,      3.5,    120.0,     11.1,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082823,   1006.8,   1010.2,     30.4,     22.1,       61,      3.7,    110.0,     10.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082824,   1006.8,   1010.2,     30.2,     22.1,       62,      3.3,    120.0,     10.0,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082901,   1006.4,   1009.8,     30.0,     22.2,       63,      3.0,    120.0,      9.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082902,   1006.6,   1010.0,     29.8,     22.5,       65,      3.3,    120.0,      9.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082903,   1006.6,   1010.0,     29.6,     22.6,       66,      2.7,    120.0,      7.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082904,   1006.9,   1010.4,     29.3,     22.8,       68,      2.3,    100.0,      6.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082905,   1007.2,   1010.7,     29.1,     22.8,       69,      2.1,    100.0,      6.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082906,   1007.5,   1011.0,     28.7,     22.9,       71,      2.0,     80.0,      7.0,     90.0,      0.0,      0.0,      0.1,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082907,   1007.9,   1011.4,     29.7,     22.7,       66,      2.4,    100.0,      5.9,     50.0,      0.0,      0.0,      0.8,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082908,   1008.1,   1011.5,     31.3,     22.6,       60,      2.3,    120.0,      6.9,    110.0,      0.0,      0.0,      1.0,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082909,   1008.2,   1011.6,     32.8,     22.3,       54,      3.3,    120.0,      9.7,    120.0,      0.0,      0.0,      1.0,     2.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082910,   1008.0,   1011.4,     34.1,     22.2,       50,      3.8,    140.0,      9.4,    120.0,      0.0,      0.0,      1.0,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082911,   1008.0,   1011.4,     34.4,     22.5,       50,      5.1,    150.0,      9.8,    150.0,      0.0,      0.0,      1.0,     3.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082912,   1007.4,   1010.8,     34.5,     21.9,       48,      4.7,    140.0,     10.5,    150.0,      0.0,      0.0,      1.0,     3.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082913,   1006.6,   1010.0,     34.6,     22.0,       48,      5.3,    140.0,     11.7,    140.0,      0.0,      0.0,      1.0,     3.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082914,   1006.4,   1009.8,     34.0,     22.5,       51,      4.4,    140.0,     10.9,     90.0,      0.0,      0.0,      1.0,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082915,   1006.5,   1009.9,     34.2,     22.3,       50,      4.4,    140.0,     11.7,    130.0,      0.0,      0.0,      1.0,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082916,   1006.9,   1010.3,     33.1,     22.0,       52,      4.8,    140.0,     10.3,    110.0,      0.0,      0.0,      1.0,     2.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082917,   1006.4,   1009.8,     32.6,     21.8,       53,      4.2,    140.0,     11.0,    120.0,      0.0,      0.0,      1.0,     1.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082918,   1006.6,   1010.0,     31.6,     22.1,       57,      3.7,    120.0,     10.8,    130.0,      0.0,      0.0,      1.0,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082919,   1007.2,   1010.6,     30.6,     22.8,       63,      2.7,    120.0,      8.2,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082920,   1007.8,   1011.2,     30.3,     22.8,       64,      3.6,    100.0,      9.0,     50.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082921,   1008.4,   1011.8,     30.4,     22.8,       64,      2.9,    110.0,      9.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082922,   1008.5,   1012.0,     30.0,     23.2,       67,      2.5,    100.0,      8.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082923,   1008.5,   1012.0,     29.9,     23.4,       68,      2.9,    100.0,      7.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082924,   1008.5,   1012.0,     29.8,     23.0,       67,      2.6,    110.0,      6.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083001,   1008.4,   1011.9,     29.6,     22.8,       67,      2.1,    120.0,      6.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083002,   1008.3,   1011.8,     29.4,     22.9,       68,      2.6,    110.0,      7.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083003,   1008.4,   1011.9,     29.1,     23.1,       70,      1.6,     80.0,      5.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083004,   1008.1,   1011.6,     28.7,     22.9,       71,      2.3,    100.0,      6.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083005,   1008.3,   1011.8,     28.7,     22.9,       71,      2.5,    120.0,      6.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083006,   1008.3,   1011.8,     28.5,     22.7,       71,      2.0,    100.0,      6.5,    110.0,      0.0,      0.0,      0.2,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083007,   1008.6,   1012.1,     29.3,     22.6,       67,      1.9,    120.0,      6.2,    100.0,      0.0,      0.0,      1.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083008,   1008.9,   1012.3,     30.6,     23.0,       64,      2.0,    130.0,      5.2,    120.0,      0.0,      0.0,      1.0,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083009,   1009.0,   1012.4,     31.8,     22.5,       58,      1.2,     90.0,      4.3,     90.0,      0.0,      0.0,      1.0,     2.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083010,   1008.6,   1012.0,     33.1,     22.9,       55,      1.0,    200.0,      3.4,    220.0,      0.0,      0.0,      1.0,     2.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083011,   1007.8,   1011.2,     34.2,     21.7,       48,      1.1,    220.0,      3.3,    220.0,      0.0,      0.0,      1.0,     3.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083012,   1007.0,   1010.4,     34.9,     21.9,       47,      1.1,    260.0,      3.6,    280.0,      0.0,      0.0,      0.9,     3.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083013,   1006.6,   1010.0,     35.5,     24.2,       52,      1.8,    290.0,      6.1,    330.0,      0.0,      0.0,      0.5,     2.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083014,   1006.2,   1009.6,     33.7,     24.0,       57,      2.4,    310.0,      7.1,    330.0,      0.0,      0.0,      0.5,     1.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083015,   1006.0,   1009.4,     33.3,     23.7,       57,      1.3,    290.0,      6.7,    310.0,      0.0,      0.0,      0.4,     1.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083016,   1006.1,   1009.5,     32.4,     23.1,       58,      1.0,    280.0,      5.0,    340.0,      0.0,      0.0,      0.0,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083017,   1006.2,   1009.6,     32.0,     23.3,       60,      0.8,    230.0,      3.4,    290.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083018,   1006.0,   1009.4,     31.5,     23.9,       64,      1.8,    240.0,      4.3,    230.0,      0.0,      0.0,      0.2,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083019,   1006.9,   1010.3,     30.7,     21.8,       59,      3.2,    140.0,      5.9,    110.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083020,   1007.5,   1010.9,     30.3,     22.2,       62,      2.3,    140.0,      5.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083021,   1007.8,   1011.3,     29.8,     22.3,       64,      1.9,    110.0,      4.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083022,   1008.1,   1011.6,     29.7,     21.7,       62,      2.2,    110.0,      4.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083023,   1008.1,   1011.6,     29.0,     22.5,       68,      2.2,    110.0,      5.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083024,   1007.7,   1011.2,     29.0,     22.5,       68,      1.7,    120.0,      5.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083101,   1007.2,   1010.7,     28.6,     22.4,       69,      1.9,    110.0,      4.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083102,   1006.9,   1010.4,     28.4,     22.7,       71,      1.2,    120.0,      3.1,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083103,   1006.5,   1010.0,     28.1,     23.0,       74,      1.7,    180.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083104,   1006.7,   1010.2,     27.8,     22.8,       74,      1.5,    190.0,      3.1,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083105,   1006.8,   1010.3,     27.7,     23.1,       76,      0.7,    200.0,      2.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083106,   1006.9,   1010.4,     27.4,     23.0,       77,      1.8,    180.0,      2.9,    190.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083107,   1007.0,   1010.5,     27.8,     23.2,       76,      0.6,    120.0,      3.2,    200.0,      0.0,      0.0,      0.9,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083108,   1007.2,   1010.7,     29.6,     23.8,       71,      0.9,    160.0,      3.0,    140.0,      0.0,      0.0,      1.0,     1.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083109,   1007.2,   1010.6,     31.2,     24.1,       66,      0.7,    240.0,      2.9,    280.0,      0.0,      0.0,      0.9,     1.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083110,   1007.2,   1010.6,     32.4,     24.2,       62,      1.4,    350.0,      3.6,    350.0,      0.0,      0.0,      0.8,     2.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083111,   1006.6,   1010.0,     32.4,     24.2,       62,      1.3,    360.0,      3.7,    340.0,      0.0,      0.0,      0.4,     1.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083112,   1006.0,   1009.4,     33.0,     24.2,       60,      1.4,    320.0,      5.0,    140.0,      0.0,      0.0,      0.4,     2.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083113,   1005.4,   1008.8,     33.2,     24.1,       59,      2.2,    360.0,      5.5,    340.0,      0.0,      0.0,      0.2,     1.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083114,   1004.9,   1008.3,     32.2,     24.5,       64,      2.3,     90.0,      6.2,     60.0,      0.0,      0.0,      0.1,     0.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083115,   1004.5,   1007.9,     32.2,     25.1,       66,      1.5,    100.0,      6.2,    100.0,      0.0,      0.0,      0.0,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083116,   1004.6,   1008.0,     31.8,     24.2,       64,      2.0,    120.0,      5.5,    110.0,      0.0,      0.0,      0.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083117,   1004.0,   1007.4,     31.3,     23.2,       62,      1.2,    130.0,      5.0,    150.0,     -9.8,      0.1,      0.0,     0.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083118,   1004.1,   1007.5,     31.3,     23.2,       62,      1.3,    150.0,      3.0,    140.0,      0.0,      0.0,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083119,   1004.6,   1008.0,     30.6,     22.8,       63,      1.6,    120.0,      4.5,    190.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083120,   1005.5,   1008.9,     30.2,     23.2,       66,      0.9,    130.0,      3.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083121,   1005.7,   1009.1,     30.1,     23.6,       68,      1.7,    180.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083122,   1005.5,   1008.9,     29.5,     23.5,       70,      1.8,    160.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083123,   1005.4,   1008.9,     29.2,     23.2,       70,      1.5,    180.0,      5.9,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025083124,   1005.2,   1008.7,     28.8,     23.0,       71,      2.8,    180.0,      4.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
