﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025110814,   1009.7,   1013.2,     28.6,     21.4,       65,      4.0,    100.0,     11.1,    100.0,      0.0,      0.0,      1.0,     2.28,     None,     4.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110815,   1009.7,   1013.2,     28.0,     21.3,       67,      4.4,    100.0,     10.7,     90.0,      0.0,      0.0,      1.0,     1.74,     None,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110816,   1009.9,   1013.4,     27.5,     20.8,       67,      3.8,    100.0,     10.4,     90.0,      0.0,      0.0,      1.0,     1.02,     None,     1.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110817,   1010.5,   1014.0,     26.9,     21.0,       70,      3.4,    100.0,     10.3,     90.0,      0.0,      0.0,      0.8,     0.30,     None,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110818,   1010.9,   1014.4,     26.1,     21.1,       74,      4.1,     90.0,     10.6,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110819,   1011.8,   1015.3,     25.7,     21.2,       76,      3.3,    100.0,      8.6,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110820,   1012.3,   1015.8,     25.5,     21.4,       78,      3.1,    100.0,      9.0,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110821,   1012.2,   1015.7,     25.4,     21.5,       79,      4.2,     90.0,     10.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110822,   1011.9,   1015.4,     25.3,     21.4,       79,      3.3,    100.0,     10.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110823,   1011.4,   1014.9,     25.2,     21.5,       80,      3.6,    100.0,      8.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110824,   1010.8,   1014.3,     25.2,     21.7,       81,      2.7,    100.0,      8.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110901,   1010.6,   1014.1,     24.8,     21.9,       84,      2.8,    100.0,      7.2,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110902,   1009.8,   1013.3,     24.5,     22.0,       86,      3.1,    100.0,      9.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110903,   1009.6,   1013.1,     24.4,     22.1,       87,      3.5,    100.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110904,   1009.2,   1012.7,     24.6,     22.5,       88,      3.6,    100.0,      8.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110905,   1008.8,   1012.3,     24.7,     22.2,       86,      3.0,    100.0,      8.8,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110906,   1009.5,   1013.0,     24.8,     22.1,       85,      2.7,     90.0,      8.1,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110907,   1010.2,   1013.7,     25.3,     22.0,       82,      3.6,    100.0,      8.2,     90.0,      0.0,      0.0,      0.3,     0.14,     None,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110908,   1010.6,   1014.1,     26.3,     21.1,       73,      3.3,    100.0,      8.2,     70.0,      0.0,      0.0,      0.0,     0.37,     None,     0.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110909,   1010.4,   1013.9,     27.8,     21.4,       68,      3.2,    110.0,      8.7,     90.0,      0.0,      0.0,      0.3,     0.98,     None,     1.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110910,   1010.3,   1013.8,     28.3,     20.3,       62,      5.1,    120.0,     11.8,    110.0,      0.0,      0.0,      0.9,     2.20,     None,     4.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110911,   1009.2,   1012.7,     29.9,     19.9,       55,      3.3,    120.0,     12.0,    150.0,      0.0,      0.0,      1.0,     2.56,     None,     6.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110912,   1008.8,   1012.3,     28.3,     21.6,       67,      4.3,    100.0,     11.7,     80.0,      0.0,      0.0,      0.9,     2.53,     None,     7.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110913,   1008.2,   1011.7,     28.2,     21.3,       66,      4.8,     90.0,     14.0,     90.0,      0.0,      0.0,      0.7,     2.36,     None,     5.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110914,   1007.7,   1011.2,     27.2,     22.2,       74,      4.3,    100.0,     11.6,    120.0,     -9.8,      0.1,      0.3,     1.53,     None,     3.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110915,   1007.5,   1011.0,     27.3,     21.8,       72,      4.1,    100.0,     14.4,     80.0,      0.0,      0.0,      0.8,     1.72,     None,     2.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110916,   1007.6,   1011.1,     26.4,     21.8,       76,      4.2,    100.0,     14.1,     80.0,      0.0,      0.0,      0.7,     0.93,     None,     0.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110917,   1008.3,   1011.8,     25.4,     22.3,       83,      3.9,    100.0,     13.6,     80.0,     -9.8,      0.1,      0.2,     0.27,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110918,   1008.5,   1012.0,     24.9,     22.0,       84,      5.0,    100.0,     13.5,     80.0,     -9.8,      0.2,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110919,   1009.2,   1012.7,     25.0,     21.5,       81,      4.7,    100.0,     13.3,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110920,   1009.4,   1012.9,     25.0,     21.3,       80,      5.1,     90.0,     13.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110921,   1009.7,   1013.2,     25.1,     21.4,       80,      5.4,    100.0,     15.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110922,   1009.5,   1013.0,     24.8,     21.5,       82,      3.6,    100.0,     12.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110923,   1009.5,   1013.0,     24.7,     21.4,       82,      4.7,    100.0,     13.3,     80.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025110924,   1009.2,   1012.7,     24.3,     21.4,       84,      4.4,    110.0,     12.6,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111001,   1008.8,   1012.3,     23.9,     21.0,       84,      3.4,    100.0,     11.6,    100.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111002,   1008.4,   1011.9,     23.9,     21.2,       85,      3.6,    100.0,     12.4,    100.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111003,   1008.6,   1012.1,     23.5,     21.4,       88,      3.4,    100.0,     11.3,     80.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111004,   1008.5,   1012.0,     24.1,     21.0,       83,      2.9,    100.0,      8.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111005,   1008.5,   1012.0,     24.0,     21.3,       85,      2.9,    100.0,      8.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111006,   1009.5,   1013.0,     22.8,     21.6,       93,      3.8,    100.0,     10.7,    120.0,      0.5,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111007,   1010.1,   1013.6,     22.4,     20.9,       91,      5.3,    100.0,     11.8,     90.0,     -9.8,      0.4,      0.0,     0.05,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111008,   1010.3,   1013.8,     22.5,     21.3,       93,      3.7,    100.0,     13.1,    100.0,      0.5,      0.5,      0.0,     0.18,     None,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111009,   1009.9,   1013.4,     22.6,     21.1,       91,      4.1,    100.0,     11.5,     90.0,     -9.8,      0.3,      0.0,     0.32,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111010,   1009.4,   1012.9,     22.7,     21.0,       90,      3.9,    100.0,     11.2,     70.0,     -9.8,      0.2,      0.0,     0.40,     None,     1.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111011,   1008.8,   1012.3,     22.9,     20.6,       87,      5.1,    100.0,     11.7,     70.0,      0.5,      0.2,      0.0,     0.43,     None,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111012,   1008.2,   1011.7,     22.8,     20.5,       87,      4.3,    100.0,     11.6,     80.0,     -9.8,      0.2,      0.0,     0.37,     None,     1.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111013,   1007.1,   1010.6,     22.7,     21.0,       90,      4.6,    100.0,     11.6,    120.0,     -9.8,      0.4,      0.0,     0.44,     None,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111014,   1006.8,   1010.3,     22.5,     21.0,       91,      3.7,    100.0,     10.9,    100.0,      0.5,      0.6,      0.0,     0.41,     None,     1.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111015,   1006.6,   1010.1,     22.3,     20.6,       90,      4.2,    100.0,     11.0,     80.0,     -9.8,      0.4,      0.0,     0.26,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111016,   1006.3,   1009.8,     22.0,     20.8,       93,      2.9,    100.0,      9.3,    120.0,      0.5,      0.6,      0.0,     0.17,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111017,   1005.9,   1009.4,     22.2,     21.2,       94,      3.5,    100.0,     11.5,    140.0,      1.5,      0.8,      0.0,     0.03,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111018,   1005.7,   1009.2,     22.5,     21.1,       92,      4.2,    100.0,     11.6,    100.0,      1.0,      0.8,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111019,   1005.8,   1009.3,     23.1,     21.4,       90,      3.7,    100.0,     12.1,     80.0,     -9.8,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111020,   1005.8,   1009.3,     22.9,     21.5,       92,      5.1,    100.0,     15.2,    120.0,      0.5,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111021,   1005.9,   1009.4,     23.1,     21.6,       91,      4.5,    100.0,     15.2,     90.0,      1.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111022,   1006.1,   1009.6,     22.8,     21.6,       93,      4.5,    100.0,     12.8,    140.0,      0.5,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111023,   1005.2,   1008.7,     23.1,     21.6,       91,      5.2,    100.0,     14.5,    110.0,      1.0,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111024,   1004.7,   1008.2,     22.9,     21.4,       91,      5.2,    100.0,     13.2,     80.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111101,   1004.0,   1007.5,     23.2,     22.0,       93,      4.2,    100.0,     11.3,     80.0,      0.5,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111102,   1003.5,   1007.0,     23.6,     22.2,       92,      3.7,    110.0,     12.7,     90.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111103,   1002.6,   1006.1,     23.6,     22.4,       93,      4.4,    100.0,     11.6,    100.0,      2.0,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111104,   1002.4,   1005.9,     23.8,     22.6,       93,      4.2,    100.0,     11.9,     90.0,      1.0,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111105,   1003.1,   1006.6,     23.7,     22.3,       92,      2.6,    100.0,     13.0,    120.0,      0.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111106,   1004.2,   1007.7,     23.5,     22.1,       92,      3.3,    100.0,     10.4,     90.0,     -9.8,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111107,   1004.2,   1007.7,     23.7,     22.3,       92,      3.2,    100.0,     10.0,     90.0,      0.5,      0.3,      0.0,     0.03,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111108,   1004.7,   1008.2,     23.7,     22.3,       92,      3.3,    100.0,     10.3,    100.0,     -9.8,      0.3,      0.0,     0.12,     None,     0.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111109,   1004.9,   1008.4,     23.9,     22.5,       92,      4.1,    100.0,     10.6,    100.0,      0.5,      0.7,      0.0,     0.44,     None,     1.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111110,   1004.1,   1007.6,     24.0,     22.6,       92,      4.0,    100.0,     12.0,    100.0,      1.0,      0.8,      0.0,     0.39,     None,     1.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111111,   1004.4,   1007.9,     23.8,     22.4,       92,      3.2,     90.0,     10.6,     80.0,      1.5,      0.8,      0.0,     0.21,     None,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111112,   1004.1,   1007.6,     23.6,     22.0,       91,      2.4,    120.0,     12.5,     90.0,      4.0,      1.0,      0.0,     0.15,     None,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111113,   1003.0,   1006.5,     23.6,     22.0,       91,      2.9,     70.0,     10.4,     50.0,      1.0,      0.8,      0.0,     0.15,     None,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111114,   1002.9,   1006.4,     23.9,     21.8,       88,      2.8,    100.0,      9.1,    140.0,      0.5,      0.4,      0.0,     0.58,     None,     1.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111115,   1003.1,   1006.6,     23.4,     21.3,       88,      2.4,     70.0,     10.5,    120.0,     -9.8,      0.1,      0.0,     0.56,     None,     1.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111116,   1003.7,   1007.2,     23.5,     21.0,       86,      2.9,     70.0,      9.2,    100.0,     -9.8,      0.1,      0.0,     0.37,     None,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111117,   1003.6,   1007.1,     23.4,     20.7,       85,      3.8,    100.0,     11.3,    100.0,     -9.8,      0.1,      0.0,     0.06,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111118,   1004.0,   1007.5,     22.8,     20.7,       88,      4.3,    100.0,     11.0,    100.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111119,   1005.0,   1008.5,     23.1,     21.0,       88,      3.6,    100.0,     13.8,     90.0,     -9.8,      0.2,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111120,   1004.7,   1008.2,     22.9,     21.2,       90,      3.3,     90.0,     11.9,    120.0,      0.5,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111121,   1004.4,   1007.9,     22.7,     21.0,       90,      2.7,     90.0,     15.2,     80.0,      0.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111122,   1004.3,   1007.8,     22.7,     21.2,       91,      4.5,     90.0,     15.3,    100.0,      0.5,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111123,   1004.5,   1008.0,     22.8,     21.3,       91,      4.0,    110.0,     13.1,     90.0,      1.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111124,   1003.8,   1007.3,     22.7,     21.7,       94,      3.1,    100.0,      8.6,     80.0,      3.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111201,   1003.3,   1006.8,     23.4,     21.7,       90,      3.0,    100.0,     10.4,     90.0,      0.5,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111202,   1002.8,   1006.3,     23.6,     22.2,       92,      3.0,     90.0,     10.6,    100.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111203,   1002.5,   1006.0,     23.9,     22.5,       92,      4.4,    100.0,     12.1,     90.0,      0.5,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111204,   1002.1,   1005.6,     24.1,     22.7,       92,      4.4,    100.0,     13.9,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111205,   1001.6,   1005.1,     24.2,     22.6,       91,      4.1,     90.0,     13.7,    110.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111206,   1001.6,   1005.1,     24.7,     23.1,       91,      3.0,    100.0,     11.6,     90.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111207,   1001.4,   1004.9,     26.1,     23.4,       85,      2.2,     90.0,     11.4,     90.0,      0.0,      0.0,      0.2,     0.17,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111208,   1001.6,   1005.1,     26.7,     23.6,       83,      4.1,     60.0,     12.8,     40.0,      0.0,      0.0,      0.4,     0.65,     None,     0.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111209,   1002.4,   1005.9,     27.2,     23.5,       80,      3.0,    100.0,     11.4,     80.0,      0.0,      0.0,      0.0,     0.84,     None,     1.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111210,   1002.3,   1005.7,     28.3,     23.7,       76,      2.4,     80.0,     13.3,     80.0,      0.0,      0.0,      0.7,     1.72,     None,     3.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111211,   1001.7,   1005.1,     29.1,     23.6,       72,      3.9,     90.0,     11.6,     90.0,      0.0,      0.0,      0.9,     2.29,     None,     5.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111212,   1001.0,   1004.4,     29.1,     23.1,       70,      3.1,     90.0,     10.9,     60.0,      0.0,      0.0,      0.2,     1.55,     None,     4.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111213,   1000.7,   1004.1,     29.2,     23.4,       71,      1.8,     80.0,      9.0,     90.0,      0.0,      0.0,      0.0,     1.35,     None,     4.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111214,   1000.7,   1004.1,     28.4,     23.1,       73,      2.6,     70.0,      8.9,     40.0,      0.0,      0.0,      0.0,     0.76,     None,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111215,   1001.0,   1004.5,     27.7,     23.5,       78,      2.2,    100.0,      8.8,    130.0,      0.0,      0.0,      0.0,     0.26,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111216,   1001.7,   1005.2,     25.9,     22.6,       82,      2.6,     50.0,      7.0,    100.0,     -9.8,      0.2,      0.0,     0.14,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111217,   1002.0,   1005.5,     25.1,     22.0,       83,      1.1,    220.0,      5.5,     50.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111218,   1002.4,   1005.9,     25.8,     22.7,       83,      1.2,    100.0,      4.8,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111219,   1003.0,   1006.5,     25.2,     23.4,       90,      1.8,     90.0,      5.5,    100.0,     -9.8,      0.2,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111220,   1002.7,   1006.2,     25.5,     23.7,       90,      1.3,     80.0,      7.1,     60.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111221,   1002.5,   1006.0,     25.9,     23.8,       88,      2.7,    100.0,      9.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111222,   1002.6,   1006.1,     25.9,     23.6,       87,      2.9,    100.0,     10.2,    100.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111223,   1002.5,   1006.0,     25.9,     23.6,       87,      3.9,     60.0,      9.2,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111224,   1002.2,   1005.7,     26.0,     23.3,       85,      3.4,    100.0,      7.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111301,   1002.0,   1005.5,     24.7,     23.7,       94,      2.0,     50.0,      6.7,     90.0,      0.5,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111302,   1002.2,   1005.7,     24.3,     23.3,       94,      0.7,     60.0,      4.3,     60.0,     -9.8,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111303,   1002.4,   1005.9,     23.9,     22.9,       94,      1.9,    230.0,      3.0,    230.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111304,   1003.3,   1006.8,     23.4,     22.4,       94,      2.2,    250.0,      4.1,    230.0,      1.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111305,   1004.4,   1007.9,     23.0,     22.3,       96,      1.7,    220.0,      4.3,    240.0,      3.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111306,   1005.7,   1009.2,     22.6,     21.2,       92,      1.7,    240.0,      3.5,    210.0,      0.5,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111307,   1007.6,   1011.1,     22.5,     21.3,       93,      2.5,    190.0,      5.4,    200.0,     -9.8,      0.4,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111308,   1009.1,   1012.6,     22.5,     20.6,       89,      1.6,    270.0,      8.9,     10.0,     -9.8,      0.3,      0.0,     0.07,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111309,   1010.0,   1013.5,     22.2,     20.5,       90,      1.9,    200.0,      5.1,    180.0,     -9.8,      0.2,      0.0,     0.16,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111310,   1010.4,   1014.0,     22.1,     20.2,       89,      2.1,    180.0,      5.2,    110.0,     -9.8,      0.3,      0.0,     0.23,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111311,   1010.6,   1014.2,     21.9,     20.9,       94,      1.0,    210.0,      4.2,    220.0,      1.0,      0.4,      0.0,     0.32,     None,     1.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111312,   1009.9,   1013.5,     21.9,     20.9,       94,      2.0,    210.0,      3.8,    190.0,      4.5,      0.6,      0.0,     0.47,     None,     1.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025111313,   1009.0,   1012.5,     22.2,     20.5,       90,      0.5,    150.0,      4.6,     60.0,      1.0,      0.4,      0.0,     0.57,     None,     1.84,     None,     None,     None,     None,     None,     None,     None,     None
