﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025062204,   1005.5,   1009.0,     27.4,     24.3,       83,      1.4,    180.0,      4.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062205,   1005.7,   1009.2,     27.1,     24.2,       84,      1.4,    180.0,      4.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062206,   1006.2,   1009.7,     27.4,     24.1,       82,      1.2,    200.0,      3.4,    180.0,      0.0,      0.0,      0.4,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062207,   1006.7,   1010.2,     28.0,     24.4,       81,      0.7,    200.0,      3.2,    190.0,      0.0,      0.0,      0.5,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062208,   1006.9,   1010.4,     29.6,     24.7,       75,      0.7,    180.0,      2.4,     30.0,      0.0,      0.0,      0.9,     1.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062209,   1006.6,   1010.0,     31.6,     22.9,       60,      2.6,    270.0,      5.7,    270.0,      0.0,      0.0,      1.0,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062210,   1006.1,   1009.5,     32.5,     23.2,       58,      1.9,    240.0,      7.9,    280.0,      0.0,      0.0,      1.0,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062211,   1005.6,   1009.0,     33.5,     23.8,       57,      2.2,    220.0,      5.2,    230.0,      0.0,      0.0,      1.0,     3.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062212,   1005.1,   1008.5,     34.3,     24.0,       55,      1.8,    320.0,      5.1,    300.0,      0.0,      0.0,      0.6,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062213,   1004.3,   1007.7,     33.1,     25.4,       64,      2.5,    350.0,      5.4,     10.0,      0.0,      0.0,      0.1,     1.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062214,   1003.9,   1007.3,     31.3,     24.9,       69,      3.6,     50.0,      9.9,     50.0,      0.0,      0.0,      0.0,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062215,   1003.9,   1007.3,     30.6,     24.3,       69,      1.9,     60.0,      6.5,     50.0,     -9.8,      0.1,      0.0,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062216,   1003.2,   1006.6,     32.2,     24.8,       65,      1.8,     50.0,      4.3,    100.0,      0.0,      0.0,      0.3,     0.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062217,   1003.1,   1006.5,     32.3,     24.6,       64,      1.0,    230.0,      3.4,     40.0,      0.0,      0.0,      0.2,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062218,   1003.6,   1007.0,     32.6,     23.6,       59,      1.1,    310.0,      4.7,    280.0,      0.0,      0.0,      0.1,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062219,   1004.3,   1007.7,     31.9,     23.5,       61,      0.4,    240.0,      4.6,    310.0,      0.0,      0.0,      0.0,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062220,   1004.8,   1008.2,     31.3,     23.7,       64,      1.4,    280.0,      5.1,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062221,   1005.2,   1008.6,     30.9,     23.6,       65,      0.9,    250.0,      3.9,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062222,   1005.3,   1008.7,     30.3,     24.0,       69,      1.2,    220.0,      3.1,    240.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062223,   1005.1,   1008.5,     29.7,     25.2,       77,      1.5,    180.0,      3.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062224,   1004.7,   1008.1,     29.2,     25.2,       79,      2.0,    170.0,      4.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062301,   1004.3,   1007.7,     28.9,     25.1,       80,      1.7,    180.0,      2.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062302,   1004.2,   1007.7,     28.5,     25.1,       82,      0.9,    220.0,      2.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062303,   1004.1,   1007.6,     28.5,     24.5,       79,      1.1,    190.0,      3.0,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062304,   1004.0,   1007.5,     28.2,     24.2,       79,      1.3,    180.0,      3.5,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062305,   1004.1,   1007.6,     27.7,     24.2,       81,      1.3,    180.0,      3.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062306,   1004.3,   1007.8,     27.8,     24.2,       81,      1.7,    190.0,      3.8,    170.0,      0.0,      0.0,      0.4,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062307,   1004.7,   1008.2,     28.5,     23.9,       76,      1.4,    200.0,      2.9,    180.0,      0.0,      0.0,      1.0,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062308,   1004.7,   1008.1,     30.1,     23.8,       69,      1.0,    210.0,      3.4,    220.0,      0.0,      0.0,      1.0,     1.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062309,   1004.1,   1007.5,     31.2,     24.1,       66,      0.9,    240.0,      2.4,    190.0,      0.0,      0.0,      1.0,     2.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062310,   1003.9,   1007.3,     32.3,     24.6,       64,      1.1,     10.0,      3.1,    360.0,      0.0,      0.0,      0.6,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062311,   1003.9,   1007.3,     32.8,     24.8,       63,      0.7,    300.0,      4.1,    350.0,      0.0,      0.0,      0.1,     1.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062312,   1003.2,   1006.6,     33.8,     24.1,       57,      1.6,    360.0,      5.2,    330.0,      0.0,      0.0,      1.0,     2.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062313,   1002.3,   1005.7,     35.6,     22.9,       48,      1.7,    340.0,      5.3,    350.0,      0.0,      0.0,      1.0,     3.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062314,   1002.0,   1005.4,     34.0,     24.6,       58,      1.2,    340.0,      6.5,     50.0,      0.0,      0.0,      0.7,     2.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062315,   1001.6,   1005.0,     32.6,     25.2,       65,      2.2,    130.0,      5.6,     20.0,      0.0,      0.0,      0.1,     0.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062316,   1001.4,   1004.8,     31.4,     26.0,       73,      3.5,     90.0,      9.0,    110.0,     -9.8,      0.1,      0.0,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062317,   1001.8,   1005.2,     29.4,     27.0,       87,      1.8,    110.0,      7.9,     50.0,      1.5,      0.5,      0.0,     0.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062318,   1002.1,   1005.5,     30.0,     25.8,       78,      1.3,    140.0,      5.0,     90.0,      0.0,      0.0,      0.0,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062319,   1002.8,   1006.2,     29.9,     25.2,       76,      1.3,    110.0,      3.5,     90.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062320,   1003.5,   1006.9,     29.9,     26.1,       80,      0.8,    150.0,      2.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062321,   1004.0,   1007.4,     30.1,     25.6,       77,      1.1,    160.0,      2.6,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062322,   1004.5,   1007.9,     29.8,     24.5,       73,      0.8,    200.0,      2.9,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062323,   1004.4,   1007.8,     29.3,     25.7,       81,      2.1,    180.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062324,   1003.9,   1007.3,     29.0,     25.4,       81,      2.3,    140.0,      4.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062401,   1003.7,   1007.1,     28.8,     25.2,       81,      0.9,    180.0,      4.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062402,   1003.4,   1006.9,     28.3,     25.3,       84,      0.9,    210.0,      2.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062403,   1003.4,   1006.9,     28.3,     24.7,       81,      1.4,    210.0,      3.1,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062404,   1003.6,   1007.1,     28.0,     24.9,       83,      1.2,    180.0,      3.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062405,   1003.9,   1007.4,     27.7,     24.6,       83,      1.0,    160.0,      2.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062406,   1004.6,   1008.1,     27.8,     24.2,       81,      1.3,    170.0,      3.3,    170.0,      0.0,      0.0,      0.2,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062407,   1005.1,   1008.6,     28.7,     24.7,       79,      0.7,    160.0,      3.1,    180.0,      0.0,      0.0,      1.0,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062408,   1005.2,   1008.6,     29.9,     24.8,       74,      1.3,    150.0,      2.4,    150.0,      0.0,      0.0,      0.9,     1.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062409,   1005.3,   1008.7,     31.3,     24.5,       67,      0.8,    180.0,      2.8,     20.0,      0.0,      0.0,      0.5,     1.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062410,   1005.2,   1008.6,     32.9,     23.9,       59,      0.6,    290.0,      3.5,    350.0,      0.0,      0.0,      0.9,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062411,   1005.0,   1008.4,     34.3,     23.7,       54,      0.6,    320.0,      4.5,    280.0,      0.0,      0.0,      0.8,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062412,   1004.5,   1007.9,     35.5,     23.8,       51,      1.1,    290.0,      4.7,    300.0,      0.0,      0.0,      1.0,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062413,   1003.9,   1007.3,     35.6,     23.3,       49,      1.8,    320.0,      4.4,    300.0,      0.0,      0.0,      0.7,     3.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062414,   1003.8,   1007.2,     35.4,     24.7,       54,      2.3,    330.0,      7.6,    350.0,      0.0,      0.0,      0.8,     3.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062415,   1003.7,   1007.1,     34.7,     25.0,       57,      1.8,    340.0,      6.6,    320.0,      0.0,      0.0,      0.6,     1.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062416,   1003.8,   1007.2,     33.8,     24.7,       59,      0.8,    999.9,      6.1,    350.0,      0.0,      0.0,      0.5,     1.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062417,   1003.9,   1007.3,     31.9,     24.3,       64,      3.1,    120.0,      7.3,    130.0,      0.0,      0.0,      0.0,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062418,   1004.4,   1007.8,     30.7,     24.1,       68,      3.1,    180.0,      6.3,    180.0,      0.0,      0.0,      0.0,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062419,   1004.7,   1008.1,     31.0,     24.7,       69,      2.3,    150.0,      5.3,    190.0,      0.0,      0.0,      0.0,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062420,   1005.5,   1008.9,     30.0,     23.5,       68,      2.2,    200.0,      3.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062421,   1006.0,   1009.4,     29.7,     23.9,       71,      1.7,    200.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062422,   1006.4,   1009.9,     29.1,     23.8,       73,      2.2,    180.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062423,   1006.7,   1010.2,     28.7,     23.2,       72,      1.6,    180.0,      4.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062424,   1006.6,   1010.1,     28.4,     22.7,       71,      2.5,    180.0,      5.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062501,   1006.5,   1010.0,     28.1,     22.4,       71,      1.4,    170.0,      4.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062502,   1006.1,   1009.6,     27.6,     22.3,       73,      1.4,    180.0,      4.1,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062503,   1005.9,   1009.4,     27.5,     22.0,       72,      1.4,    160.0,      3.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062504,   1006.0,   1009.5,     27.2,     22.4,       75,      1.4,    170.0,      3.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062505,   1006.2,   1009.7,     26.9,     22.5,       77,      1.1,    140.0,      4.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062506,   1006.3,   1009.8,     27.2,     22.4,       75,      0.6,    200.0,      3.0,    180.0,      0.0,      0.0,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062507,   1007.1,   1010.6,     27.5,     22.9,       76,      1.8,    180.0,      3.9,    180.0,      0.0,      0.0,      0.0,     0.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062508,   1007.5,   1011.0,     29.1,     22.8,       69,      1.3,    190.0,      3.5,    180.0,      0.0,      0.0,      0.9,     1.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062509,   1007.3,   1010.7,     31.5,     23.9,       64,      1.1,     20.0,      3.2,     20.0,      0.0,      0.0,      1.0,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062510,   1007.4,   1010.8,     31.8,     23.9,       63,      0.5,    200.0,      3.5,    330.0,      0.0,      0.0,      0.3,     1.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062511,   1007.4,   1010.8,     33.3,     24.2,       59,      1.3,    270.0,      4.0,     10.0,      0.0,      0.0,      0.6,     2.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062512,   1006.9,   1010.3,     34.2,     23.6,       54,      1.1,    190.0,      3.7,    300.0,      0.0,      0.0,      0.9,     3.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062513,   1006.4,   1009.8,     34.9,     25.7,       59,      1.4,    310.0,      5.7,    360.0,      0.0,      0.0,      0.8,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062514,   1005.9,   1009.3,     34.2,     25.6,       61,      3.9,    360.0,      7.6,     10.0,      0.0,      0.0,      0.9,     2.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062515,   1006.0,   1009.5,     29.1,     27.9,       93,      1.2,     60.0,      8.8,     70.0,      5.5,      0.8,      0.0,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062516,   1005.7,   1009.2,     28.8,     26.0,       85,      1.3,    290.0,      4.8,    290.0,      1.0,      0.4,      0.0,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062517,   1006.0,   1009.5,     29.0,     27.6,       92,      1.0,     20.0,      3.9,    360.0,      0.5,      0.1,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062518,   1006.6,   1010.1,     29.4,     26.4,       84,      1.2,    180.0,      4.0,    200.0,      0.0,      0.0,      0.0,     0.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062519,   1007.6,   1011.1,     29.1,     25.5,       81,      1.1,    240.0,      4.5,    180.0,      0.0,      0.0,      0.0,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062520,   1008.0,   1011.5,     28.7,     25.1,       81,      1.8,    180.0,      3.3,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062521,   1008.9,   1012.4,     28.7,     25.3,       82,      1.3,    180.0,      4.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062522,   1008.7,   1012.2,     28.6,     25.2,       82,      1.0,    170.0,      4.0,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062523,   1008.7,   1012.2,     28.2,     25.0,       83,      1.6,    160.0,      5.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062524,   1008.3,   1011.8,     28.1,     25.1,       84,      1.2,    160.0,      2.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062601,   1007.6,   1011.1,     27.7,     24.8,       84,      1.2,    190.0,      2.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062602,   1007.2,   1010.7,     27.6,     24.5,       83,      1.7,    190.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062603,   1006.9,   1010.4,     27.2,     23.9,       82,      1.0,    200.0,      3.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062604,   1006.7,   1010.2,     27.1,     23.8,       82,      1.3,    200.0,      3.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062605,   1007.0,   1010.5,     26.9,     23.6,       82,      1.1,    210.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062606,   1007.4,   1010.9,     27.1,     23.6,       81,      1.0,    180.0,      3.5,    200.0,      0.0,      0.0,      0.4,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062607,   1007.7,   1011.2,     27.9,     23.9,       79,      1.4,    180.0,      2.3,    180.0,      0.0,      0.0,      1.0,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062608,   1007.7,   1011.2,     29.7,     24.4,       73,      1.0,    170.0,      2.7,    180.0,      0.0,      0.0,      1.0,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062609,   1007.7,   1011.1,     30.9,     24.3,       68,      1.1,    170.0,      2.5,    180.0,      0.0,      0.0,      0.7,     1.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062610,   1007.7,   1011.1,     32.7,     22.8,       56,      0.9,     20.0,      3.1,    350.0,      0.0,      0.0,      0.6,     2.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062611,   1007.5,   1010.9,     32.1,     23.9,       62,      1.7,    320.0,      5.4,    300.0,      0.0,      0.0,      0.5,     1.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062612,   1007.3,   1010.7,     33.3,     24.2,       59,      1.5,    340.0,      6.8,    340.0,      0.0,      0.0,      0.4,     2.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062613,   1007.1,   1010.5,     33.9,     24.2,       57,      3.1,    330.0,      7.2,    340.0,      0.0,      0.0,      0.5,     2.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062614,   1006.8,   1010.2,     33.5,     23.8,       57,      1.5,    310.0,      6.2,    340.0,      0.0,      0.0,      0.5,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062615,   1006.3,   1009.7,     33.5,     23.2,       55,      1.5,    300.0,      5.3,    320.0,      0.0,      0.0,      0.5,     2.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062616,   1005.8,   1009.2,     32.8,     23.5,       58,      0.5,    250.0,      4.2,    340.0,      0.0,      0.0,      0.0,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062617,   1005.7,   1009.1,     31.6,     25.0,       68,      1.8,    110.0,      6.1,     90.0,      0.0,      0.0,      0.2,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062618,   1005.8,   1009.2,     31.1,     25.2,       71,      2.3,     80.0,      6.7,    100.0,      0.0,      0.0,      0.0,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062619,   1006.2,   1009.6,     30.7,     25.1,       72,      2.1,    110.0,      6.3,     90.0,      0.0,      0.0,      0.0,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062620,   1007.0,   1010.4,     30.4,     24.1,       69,      1.6,    110.0,      5.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062621,   1007.7,   1011.1,     30.2,     23.2,       66,      1.6,    150.0,      4.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062622,   1008.3,   1011.8,     29.9,     23.1,       67,      1.7,    170.0,      3.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062623,   1008.3,   1011.8,     29.5,     23.5,       70,      1.0,    190.0,      2.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062624,   1007.5,   1011.0,     29.0,     23.7,       73,      1.8,    170.0,      3.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062701,   1006.8,   1010.3,     28.2,     23.8,       77,      1.4,    160.0,      4.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062702,   1006.0,   1009.5,     27.8,     23.8,       79,      1.2,    180.0,      4.3,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062703,   1005.8,   1009.3,     27.8,     23.2,       76,      1.8,    170.0,      4.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062704,   1006.0,   1009.5,     27.6,     23.4,       78,      1.1,    210.0,      3.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062705,   1006.3,   1009.8,     27.4,     22.8,       76,      1.7,    160.0,      3.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062706,   1006.2,   1009.7,     27.3,     22.9,       77,      1.9,    180.0,      4.0,    160.0,      0.0,      0.0,      0.5,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062707,   1006.5,   1010.0,     28.0,     23.2,       75,      1.3,    180.0,      2.9,    180.0,      0.0,      0.0,      1.0,     0.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062708,   1006.7,   1010.1,     30.0,     23.2,       67,      0.6,    120.0,      2.3,    140.0,      0.0,      0.0,      1.0,     1.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062709,   1006.9,   1010.3,     32.0,     23.0,       59,      0.9,    150.0,      3.4,    200.0,      0.0,      0.0,      1.0,     2.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062710,   1006.6,   1010.0,     33.1,     23.8,       58,      0.4,    140.0,      3.1,    220.0,      0.0,      0.0,      1.0,     2.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062711,   1006.2,   1009.6,     34.0,     23.1,       53,      1.2,    330.0,      4.0,    350.0,      0.0,      0.0,      0.6,     2.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062712,   1005.9,   1009.3,     32.9,     23.9,       59,      1.7,    340.0,      6.1,    340.0,      0.0,      0.0,      0.2,     1.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025062713,   1005.2,   1008.6,     33.7,     24.0,       57,      2.5,     30.0,      5.4,     30.0,      0.0,      0.0,      0.6,     3.02,     None,     None,     None,     None,     None,     None,     None,     None
