﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025100819,   1010.1,   1013.6,     28.7,     23.8,       75,      3.3,    110.0,      9.4,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100820,   1010.5,   1014.0,     28.4,     23.6,       75,      3.6,    100.0,      9.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100821,   1011.0,   1014.5,     28.4,     22.7,       71,      2.0,    120.0,      7.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100822,   1010.8,   1014.3,     27.9,     23.3,       76,      1.9,    100.0,      6.0,    140.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100823,   1010.6,   1014.1,     27.9,     23.3,       76,      1.9,    110.0,      5.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100824,   1010.3,   1013.8,     27.7,     23.7,       79,      2.8,    100.0,      6.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100901,   1009.8,   1013.3,     27.6,     23.4,       78,      1.9,    110.0,      6.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100902,   1009.9,   1013.4,     27.4,     22.8,       76,      1.9,    120.0,      5.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100903,   1009.6,   1013.1,     27.6,     23.8,       80,      2.6,    110.0,      5.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100904,   1009.6,   1013.1,     27.7,     23.5,       78,      2.4,    130.0,      6.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100905,   1009.8,   1013.3,     27.8,     23.0,       75,      2.5,    120.0,      5.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100906,   1010.0,   1013.5,     27.9,     22.6,       73,      1.9,    130.0,      5.3,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100907,   1010.4,   1013.9,     28.0,     23.6,       77,      2.3,    100.0,      5.7,     70.0,     -9.8,      0.1,      0.0,     0.13,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100908,   1010.8,   1014.3,     27.3,     24.4,       84,      3.3,    110.0,      7.7,     90.0,     -9.8,      0.3,      0.1,     0.28,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100909,   1010.7,   1014.2,     28.2,     23.6,       76,      3.5,     90.0,      8.1,     90.0,      0.5,      0.2,      0.3,     1.01,     None,     1.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100910,   1010.5,   1014.0,     30.6,     23.0,       64,      2.1,     90.0,      9.0,     90.0,      0.0,      0.0,      0.4,     1.73,     None,     4.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100911,   1009.8,   1013.2,     31.4,     22.7,       60,      3.2,     90.0,      9.1,    100.0,      0.0,      0.0,      1.0,     3.02,     None,     8.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100912,   1009.2,   1012.6,     31.5,     22.8,       60,      3.6,     80.0,     10.2,     40.0,      0.0,      0.0,      1.0,     3.38,     None,     9.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100913,   1008.5,   1011.9,     31.7,     22.7,       59,      4.6,     50.0,      9.5,    100.0,      0.0,      0.0,      1.0,     3.12,     None,     8.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100914,   1008.1,   1011.5,     31.4,     22.7,       60,      4.1,    110.0,     10.2,    110.0,      0.0,      0.0,      1.0,     2.61,     None,     6.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100915,   1007.9,   1011.3,     31.0,     22.6,       61,      4.7,     60.0,     10.3,     70.0,      0.0,      0.0,      1.0,     2.16,     None,     4.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100916,   1008.0,   1011.5,     29.8,     22.5,       65,      3.3,     90.0,     10.1,     50.0,      0.0,      0.0,      1.0,     1.43,     None,     1.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100917,   1008.4,   1011.9,     29.1,     22.6,       68,      2.8,     80.0,     10.2,    130.0,      0.0,      0.0,      0.7,     0.57,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100918,   1008.8,   1012.3,     28.7,     22.7,       70,      3.4,    100.0,     10.5,    100.0,      0.0,      0.0,      0.1,     0.04,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100919,   1009.3,   1012.8,     28.2,     23.6,       76,      2.9,    100.0,      9.8,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100920,   1009.7,   1013.2,     28.1,     23.5,       76,      3.4,    110.0,     10.0,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100921,   1009.9,   1013.4,     28.0,     22.9,       74,      3.7,    120.0,      8.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100922,   1010.0,   1013.5,     27.9,     23.7,       78,      4.1,    100.0,      9.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100923,   1009.8,   1013.3,     28.0,     23.6,       77,      2.3,    110.0,      8.1,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025100924,   1009.7,   1013.2,     27.8,     23.4,       77,      2.3,    110.0,      7.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101001,   1009.2,   1012.7,     27.5,     24.0,       81,      2.6,    110.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101002,   1009.1,   1012.6,     27.5,     24.2,       82,      2.4,    100.0,      7.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101003,   1008.8,   1012.3,     27.4,     24.7,       85,      2.4,     90.0,      7.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101004,   1008.6,   1012.1,     27.2,     24.5,       85,      2.1,    110.0,      7.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101005,   1008.9,   1012.4,     27.0,     23.9,       83,      2.0,    110.0,      5.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101006,   1009.0,   1012.5,     26.9,     23.4,       81,      1.6,    120.0,      4.4,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101007,   1009.2,   1012.7,     27.4,     23.2,       78,      1.8,    100.0,      5.4,    100.0,      0.0,      0.0,      0.9,     0.32,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101008,   1009.2,   1012.7,     29.1,     23.1,       70,      1.8,    100.0,      4.8,     70.0,      0.0,      0.0,      1.0,     1.09,     None,     1.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101009,   1009.3,   1012.7,     31.1,     22.7,       61,      2.3,    100.0,      6.5,    100.0,      0.0,      0.0,      1.0,     1.86,     None,     3.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101010,   1009.1,   1012.5,     31.8,     23.1,       60,      2.5,    100.0,      7.5,     90.0,      0.0,      0.0,      1.0,     2.52,     None,     5.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101011,   1008.5,   1011.9,     33.3,     23.4,       56,      2.6,    100.0,      6.9,     80.0,      0.0,      0.0,      1.0,     2.87,     None,     7.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101012,   1007.7,   1011.1,     33.3,     23.4,       56,      2.7,     90.0,      8.6,     90.0,      0.0,      0.0,      1.0,     3.17,     None,     9.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101013,   1007.1,   1010.5,     33.3,     23.1,       55,      3.3,    100.0,     11.8,    110.0,      0.0,      0.0,      1.0,     3.06,     None,     8.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101014,   1006.5,   1009.9,     33.5,     23.2,       55,      2.7,     50.0,      9.5,     60.0,      0.0,      0.0,      1.0,     2.71,     None,     6.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101015,   1006.5,   1009.9,     33.2,     23.3,       56,      3.1,     70.0,      9.8,     50.0,      0.0,      0.0,      1.0,     2.14,     None,     4.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101016,   1006.7,   1010.1,     31.5,     23.1,       61,      3.5,    100.0,     10.2,     60.0,      0.0,      0.0,      1.0,     1.37,     None,     1.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101017,   1007.2,   1010.6,     30.2,     23.2,       66,      3.3,    100.0,      9.4,    110.0,      0.0,      0.0,      1.0,     0.53,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101018,   1007.7,   1011.2,     29.1,     24.0,       74,      3.8,    100.0,      9.4,     90.0,      0.0,      0.0,      0.3,     0.05,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101019,   1008.4,   1011.9,     28.9,     24.3,       76,      2.2,    100.0,      8.5,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101020,   1009.1,   1012.6,     28.7,     25.1,       81,      1.8,     90.0,      8.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101021,   1009.4,   1012.9,     28.5,     24.5,       79,      3.0,     80.0,      7.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101022,   1009.2,   1012.7,     28.2,     24.4,       80,      2.3,     90.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101023,   1008.8,   1012.3,     28.1,     24.1,       79,      2.3,    110.0,      6.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101024,   1008.4,   1011.9,     27.7,     23.9,       80,      2.5,    110.0,      5.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101101,   1007.7,   1011.2,     27.6,     23.6,       79,      3.3,    100.0,      7.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101102,   1007.2,   1010.7,     27.6,     23.6,       79,      3.2,    100.0,      7.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101103,   1007.5,   1011.0,     27.4,     23.2,       78,      3.0,    100.0,      6.5,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101104,   1007.7,   1011.2,     27.2,     23.5,       80,      2.2,    120.0,      5.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101105,   1008.3,   1011.8,     27.2,     23.3,       79,      1.5,    160.0,      4.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101106,   1008.7,   1012.2,     26.7,     21.5,       73,      2.1,    180.0,      3.4,    180.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101107,   1009.3,   1012.8,     26.8,     21.3,       72,      2.2,    170.0,      3.9,    180.0,      0.0,      0.0,      0.3,     0.21,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101108,   1009.8,   1013.3,     28.2,     22.2,       70,      0.9,    170.0,      3.5,    170.0,      0.0,      0.0,      1.0,     0.93,     None,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101109,   1009.7,   1013.2,     29.7,     22.4,       65,      0.6,    220.0,      2.4,    260.0,      0.0,      0.0,      1.0,     1.51,     None,     2.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101110,   1009.2,   1012.6,     31.6,     22.6,       59,      0.6,    130.0,      2.1,    170.0,      0.0,      0.0,      1.0,     2.24,     None,     5.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101111,   1008.4,   1011.8,     32.9,     22.4,       54,      1.4,    100.0,      3.8,    130.0,      0.0,      0.0,      1.0,     2.80,     None,     7.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101112,   1007.6,   1011.0,     33.7,     21.2,       48,      0.6,    360.0,      3.5,     90.0,      0.0,      0.0,      0.9,     2.74,     None,     7.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101113,   1006.8,   1010.2,     34.1,     21.2,       47,      1.2,    310.0,      6.1,    350.0,      0.0,      0.0,      0.9,     2.73,     None,     6.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101114,   1006.5,   1009.9,     34.0,     23.7,       55,      1.9,     10.0,      5.8,    350.0,      0.0,      0.0,      0.8,     2.16,     None,     4.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101115,   1006.9,   1010.3,     31.9,     24.0,       63,      2.8,     90.0,      6.4,    100.0,      0.0,      0.0,      0.1,     0.70,     None,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101116,   1007.2,   1010.6,     31.3,     24.5,       67,      2.7,    100.0,      7.7,    100.0,      0.0,      0.0,      1.0,     1.16,     None,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101117,   1007.7,   1011.1,     30.4,     24.8,       72,      2.6,    100.0,      7.3,    120.0,      0.0,      0.0,      0.1,     0.38,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101118,   1008.1,   1011.5,     30.2,     22.7,       64,      2.3,    110.0,      6.3,     80.0,      0.0,      0.0,      0.0,     0.04,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101119,   1008.5,   1012.0,     29.8,     22.0,       63,      1.9,    110.0,      6.2,    140.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101120,   1009.0,   1012.5,     29.5,     22.2,       65,      2.3,    100.0,      6.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101121,   1009.2,   1012.7,     29.2,     22.2,       66,      2.0,    100.0,      5.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101122,   1009.3,   1012.8,     28.9,     22.2,       67,      2.8,    120.0,      5.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101123,   1009.2,   1012.7,     28.6,     21.9,       67,      1.5,    150.0,      3.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101124,   1009.0,   1012.5,     28.1,     21.9,       69,      0.7,    180.0,      2.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101201,   1008.6,   1012.1,     28.0,     22.0,       70,      1.4,    180.0,      2.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101202,   1008.3,   1011.8,     27.4,     21.2,       69,      1.7,    170.0,      4.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101203,   1008.4,   1011.9,     27.2,     21.0,       69,      2.1,    180.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101204,   1008.3,   1011.8,     26.6,     21.2,       72,      1.2,    170.0,      3.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101205,   1008.7,   1012.2,     26.3,     21.1,       73,      1.4,    180.0,      3.6,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101206,   1009.2,   1012.7,     26.1,     21.3,       75,      1.9,    180.0,      4.4,    160.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101207,   1009.8,   1013.3,     26.4,     20.7,       71,      1.2,    160.0,      3.8,    170.0,      0.0,      0.0,      0.9,     0.30,     None,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101208,   1010.1,   1013.6,     27.9,     21.2,       67,      0.5,    180.0,      3.4,    190.0,      0.0,      0.0,      1.0,     1.02,     None,     1.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101209,   1010.0,   1013.5,     30.3,     21.4,       59,      0.3,    130.0,      2.1,    280.0,      0.0,      0.0,      1.0,     1.81,     None,     2.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101210,   1009.9,   1013.3,     32.1,     21.3,       53,      0.3,    130.0,      2.0,    170.0,      0.0,      0.0,      1.0,     2.48,     None,     5.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101211,   1009.5,   1012.9,     33.4,     20.9,       48,      0.9,    280.0,      3.6,    340.0,      0.0,      0.0,      1.0,     2.90,     None,     7.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101212,   1009.0,   1012.4,     35.0,     20.6,       43,      1.3,    340.0,      4.3,    330.0,      0.0,      0.0,      1.0,     3.09,     None,     8.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101213,   1008.5,   1011.9,     34.2,     23.0,       52,      3.3,    340.0,      8.2,    350.0,      0.0,      0.0,      1.0,     3.01,     None,     7.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101214,   1008.3,   1011.7,     34.0,     23.1,       53,      3.4,    330.0,      7.7,    340.0,      0.0,      0.0,      1.0,     2.53,     None,     5.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101215,   1008.3,   1011.7,     32.9,     22.1,       53,      2.8,    330.0,      7.1,    340.0,      0.0,      0.0,      0.8,     2.00,     None,     2.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101216,   1008.8,   1012.2,     32.5,     21.7,       53,      2.4,    320.0,      5.5,     10.0,      0.0,      0.0,      0.7,     1.24,     None,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101217,   1009.0,   1012.4,     31.5,     21.7,       56,      2.0,    340.0,      4.8,    300.0,      0.0,      0.0,      1.0,     0.58,     None,     0.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101218,   1009.4,   1012.8,     30.8,     22.2,       60,      1.4,    350.0,      4.2,    320.0,      0.0,      0.0,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101219,   1009.9,   1013.4,     30.1,     23.1,       66,      1.2,     80.0,      4.1,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101220,   1010.6,   1014.1,     29.8,     23.0,       67,      0.9,     90.0,      4.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101221,   1011.0,   1014.5,     29.2,     23.4,       71,      1.4,    130.0,      3.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101222,   1011.1,   1014.6,     28.9,     23.6,       73,      1.2,    140.0,      3.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101223,   1010.9,   1014.4,     28.7,     23.6,       74,      0.8,    190.0,      2.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101224,   1010.5,   1014.0,     28.1,     23.7,       77,      1.0,    170.0,      3.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101301,   1010.3,   1013.8,     27.9,     23.7,       78,      1.4,    180.0,      2.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101302,   1009.9,   1013.4,     27.6,     23.6,       79,      1.6,    180.0,      3.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101303,   1009.7,   1013.2,     27.3,     23.3,       79,      1.1,    180.0,      2.7,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101304,   1009.8,   1013.3,     27.3,     23.1,       78,      1.3,    220.0,      2.1,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101305,   1010.2,   1013.7,     26.9,     22.3,       76,      0.7,    210.0,      3.2,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101306,   1010.7,   1014.2,     26.6,     22.2,       77,      1.2,    170.0,      2.6,    160.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101307,   1011.0,   1014.5,     26.8,     22.0,       75,      2.3,    170.0,      3.8,    180.0,      0.0,      0.0,      0.9,     0.29,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101308,   1011.4,   1014.9,     28.7,     22.7,       70,      0.5,    220.0,      4.0,    180.0,      0.0,      0.0,      1.0,     1.03,     None,     1.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101309,   1011.6,   1015.1,     30.9,     23.1,       63,      0.8,    130.0,      2.9,    140.0,      0.0,      0.0,      1.0,     1.77,     None,     2.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101310,   1011.3,   1014.7,     33.0,     23.1,       56,      0.8,     50.0,      3.4,     10.0,      0.0,      0.0,      1.0,     2.40,     None,     5.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101311,   1010.4,   1013.8,     33.9,     22.7,       52,      0.8,    180.0,      3.5,    350.0,      0.0,      0.0,      1.0,     2.86,     None,     7.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101312,   1009.8,   1013.2,     35.4,     24.1,       52,      2.3,    340.0,      5.3,    320.0,      0.0,      0.0,      1.0,     3.09,     None,     7.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101313,   1009.3,   1012.7,     35.0,     24.6,       55,      3.0,    330.0,      7.4,    350.0,      0.0,      0.0,      1.0,     2.95,     None,     7.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101314,   1008.9,   1012.3,     34.2,     24.2,       56,      4.2,    340.0,      8.2,    330.0,      0.0,      0.0,      1.0,     2.61,     None,     5.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101315,   1008.9,   1012.3,     34.0,     23.1,       53,      2.3,    330.0,      6.6,    330.0,      0.0,      0.0,      1.0,     1.96,     None,     3.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101316,   1009.0,   1012.4,     32.9,     22.1,       53,      3.2,    340.0,      6.1,    350.0,      0.0,      0.0,      0.8,     1.17,     None,     1.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101317,   1009.1,   1012.5,     32.2,     22.3,       56,      1.1,    330.0,      5.3,    340.0,      0.0,      0.0,      0.5,     0.47,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025101318,   1009.4,   1012.8,     31.2,     23.6,       64,      0.9,    230.0,      3.6,    350.0,      0.0,      0.0,      0.0,     0.05,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
