﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025091602,   1008.9,   1012.4,     29.9,     22.4,       64,      1.8,    110.0,      4.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091603,   1008.6,   1012.1,     29.8,     22.5,       65,      2.4,    120.0,      5.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091604,   1008.5,   1012.0,     29.7,     22.4,       65,      2.0,    150.0,      7.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091605,   1008.3,   1011.8,     29.2,     22.7,       68,      0.8,     90.0,      3.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091606,   1008.6,   1012.1,     29.2,     22.5,       67,      1.2,     90.0,      3.4,     80.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091607,   1009.0,   1012.5,     30.0,     23.0,       66,      2.8,    120.0,      5.7,    110.0,      0.0,      0.0,      1.0,     0.40,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091608,   1009.3,   1012.7,     31.5,     23.1,       61,      2.8,    120.0,      6.2,     80.0,      0.0,      0.0,      1.0,     1.04,     None,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091609,   1009.4,   1012.8,     32.5,     22.0,       54,      4.8,    140.0,      9.0,    140.0,      0.0,      0.0,      1.0,     1.93,     None,     3.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091610,   1009.1,   1012.5,     33.7,     22.8,       53,      4.0,    140.0,      9.2,    110.0,      0.0,      0.0,      1.0,     2.71,     None,     6.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091611,   1009.0,   1012.4,     34.2,     23.6,       54,      4.2,    130.0,     10.3,    140.0,      0.0,      0.0,      1.0,     3.18,     None,     9.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091612,   1008.2,   1011.6,     34.5,     23.2,       52,      4.6,    140.0,     10.9,    150.0,      0.0,      0.0,      1.0,     3.34,     None,    10.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091613,   1007.4,   1010.8,     34.4,     23.2,       52,      3.2,    130.0,      9.6,    140.0,      0.0,      0.0,      1.0,     2.62,     None,     8.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091614,   1006.9,   1010.3,     33.6,     22.7,       53,      4.8,    130.0,      9.9,    120.0,      0.0,      0.0,      0.9,     2.23,     None,     6.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091615,   1006.8,   1010.2,     32.9,     23.0,       56,      3.3,    130.0,     11.4,    120.0,      0.0,      0.0,      0.3,     1.39,     None,     3.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091616,   1007.0,   1010.4,     32.2,     22.9,       58,      3.9,    130.0,     10.2,    120.0,      0.0,      0.0,      0.0,     1.00,     None,     1.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091617,   1006.8,   1010.2,     31.9,     22.3,       57,      1.9,    120.0,      8.8,    130.0,      0.0,      0.0,      0.0,     0.54,     None,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091618,   1007.0,   1010.4,     31.2,     22.8,       61,      3.7,    120.0,      9.8,    110.0,      0.0,      0.0,      0.0,     0.16,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091619,   1007.3,   1010.7,     30.9,     22.8,       62,      3.1,    120.0,      9.6,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091620,   1007.7,   1011.1,     30.9,     22.3,       60,      3.6,    130.0,      9.3,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091621,   1008.2,   1011.6,     30.8,     22.7,       62,      4.2,    130.0,      8.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091622,   1008.1,   1011.5,     30.8,     23.0,       63,      4.6,    120.0,     11.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091623,   1007.9,   1011.3,     30.7,     22.9,       63,      3.8,    120.0,     10.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091624,   1007.9,   1011.3,     30.5,     23.2,       65,      2.7,    140.0,      9.5,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091701,   1007.9,   1011.3,     30.2,     23.4,       67,      2.4,    130.0,      7.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091702,   1007.3,   1010.7,     30.1,     23.1,       66,      3.3,    130.0,      6.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091703,   1006.8,   1010.2,     29.9,     23.4,       68,      2.5,    130.0,      6.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091704,   1007.0,   1010.4,     29.7,     23.2,       68,      1.7,    140.0,      5.7,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091705,   1007.1,   1010.6,     29.4,     23.4,       70,      1.6,    130.0,      3.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091706,   1007.1,   1010.6,     29.4,     23.4,       70,      1.5,    120.0,      4.1,    140.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091707,   1007.5,   1011.0,     29.7,     23.7,       70,      1.5,    120.0,      4.6,     80.0,      0.0,      0.0,      1.0,     0.42,     None,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091708,   1007.7,   1011.1,     31.5,     23.4,       62,      3.0,    140.0,      6.5,    130.0,      0.0,      0.0,      1.0,     1.22,     None,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091709,   1007.9,   1011.3,     32.3,     23.8,       61,      3.4,    130.0,      8.1,    120.0,      0.0,      0.0,      1.0,     1.97,     None,     3.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091710,   1007.5,   1010.9,     33.6,     23.3,       55,      4.0,    140.0,      9.2,    110.0,      0.0,      0.0,      1.0,     2.70,     None,     6.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091711,   1007.1,   1010.5,     33.9,     23.6,       55,      4.2,    130.0,     11.0,    140.0,      0.0,      0.0,      1.0,     3.16,     None,     9.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091712,   1006.2,   1009.6,     34.3,     23.1,       52,      5.2,    130.0,     11.1,    120.0,      0.0,      0.0,      1.0,     3.37,     None,    10.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091713,   1005.9,   1009.3,     35.3,     23.0,       49,      4.3,    160.0,     11.4,    140.0,      0.0,      0.0,      1.0,     3.32,     None,    10.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091714,   1005.6,   1009.0,     34.7,     23.1,       51,      4.4,    150.0,     11.0,    100.0,      0.0,      0.0,      1.0,     3.04,     None,     8.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091715,   1005.4,   1008.8,     34.0,     22.8,       52,      3.8,    120.0,     10.5,    120.0,      0.0,      0.0,      1.0,     2.49,     None,     5.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091716,   1005.4,   1008.8,     33.5,     22.9,       54,      4.4,    150.0,      9.3,    140.0,      0.0,      0.0,      1.0,     1.79,     None,     2.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091717,   1005.6,   1009.0,     32.1,     22.8,       58,      4.2,    140.0,     10.2,    140.0,      0.0,      0.0,      0.5,     0.53,     None,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091718,   1006.2,   1009.6,     31.5,     22.8,       60,      4.1,    120.0,      9.9,    100.0,      0.0,      0.0,      0.3,     0.12,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091719,   1006.6,   1010.0,     31.1,     22.7,       61,      3.2,    110.0,     11.1,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091720,   1007.5,   1010.9,     30.8,     22.7,       62,      3.8,    110.0,      9.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091721,   1008.1,   1011.5,     30.5,     22.9,       64,      3.6,    110.0,      9.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091722,   1008.0,   1011.4,     30.6,     22.8,       63,      4.4,    120.0,     11.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091723,   1008.2,   1011.6,     30.4,     22.6,       63,      3.7,    120.0,     11.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091724,   1007.8,   1011.2,     30.3,     22.5,       63,      3.1,    110.0,     10.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091801,   1007.5,   1010.9,     30.2,     22.1,       62,      2.2,    140.0,     10.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091802,   1006.8,   1010.2,     30.0,     22.2,       63,      4.0,    120.0,      8.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091803,   1006.6,   1010.0,     29.6,     22.6,       66,      1.7,    100.0,      7.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091804,   1006.2,   1009.7,     29.4,     22.7,       67,      2.1,    100.0,      5.6,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091805,   1006.6,   1010.1,     29.0,     23.0,       70,      2.9,     90.0,      8.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091806,   1007.1,   1010.6,     28.9,     23.4,       72,      2.0,     90.0,      7.5,     80.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091807,   1007.3,   1010.8,     29.4,     23.4,       70,      2.2,    100.0,      6.9,     90.0,      0.0,      0.0,      0.7,     0.42,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091808,   1007.5,   1010.9,     30.9,     23.6,       65,      4.2,    110.0,     12.0,    120.0,      0.0,      0.0,      1.0,     1.24,     None,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091809,   1007.8,   1011.2,     32.1,     23.4,       60,      4.1,    120.0,     10.8,    130.0,      0.0,      0.0,      1.0,     1.99,     None,     3.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091810,   1007.7,   1011.1,     32.8,     23.2,       57,      4.1,    130.0,     13.4,    140.0,      0.0,      0.0,      1.0,     2.35,     None,     6.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091811,   1007.4,   1010.8,     33.5,     22.6,       53,      4.8,    140.0,     14.9,    170.0,      0.0,      0.0,      1.0,     3.26,     None,     9.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091812,   1006.8,   1010.2,     33.7,     22.8,       53,      5.2,    140.0,     15.2,    150.0,      0.0,      0.0,      1.0,     3.49,     None,    10.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091813,   1006.4,   1009.8,     34.0,     22.8,       52,      5.1,    140.0,     15.3,    130.0,      0.0,      0.0,      1.0,     3.41,     None,    10.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091814,   1006.2,   1009.6,     33.7,     22.2,       51,      5.2,    140.0,     12.6,    160.0,      0.0,      0.0,      1.0,     3.07,     None,     8.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091815,   1005.9,   1009.3,     33.7,     22.5,       52,      4.0,    140.0,     12.3,    130.0,      0.0,      0.0,      0.8,     1.94,     None,     4.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091816,   1006.0,   1009.4,     32.8,     22.9,       56,      4.4,    130.0,     11.6,    180.0,      0.0,      0.0,      1.0,     1.47,     None,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091817,   1006.3,   1009.7,     31.3,     22.6,       60,      3.8,    130.0,     11.1,    100.0,      0.0,      0.0,      0.1,     0.36,     None,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091818,   1006.8,   1010.2,     31.1,     22.7,       61,      3.6,    130.0,     10.2,    110.0,      0.0,      0.0,      0.0,     0.07,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091819,   1007.2,   1010.6,     30.8,     23.0,       63,      3.9,    120.0,      9.8,    140.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091820,   1007.5,   1010.9,     30.8,     22.7,       62,      3.5,    120.0,     10.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091821,   1008.4,   1011.8,     30.7,     22.3,       61,      4.0,    120.0,     13.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091822,   1008.5,   1011.9,     30.3,     21.7,       60,      3.0,    130.0,      9.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091823,   1008.7,   1012.1,     30.4,     21.5,       59,      2.3,    140.0,      8.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091824,   1008.4,   1011.8,     30.3,     22.0,       61,      3.3,    150.0,     10.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091901,   1007.7,   1011.1,     30.1,     22.0,       62,      1.9,    140.0,     10.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091902,   1007.5,   1011.0,     29.8,     22.3,       64,      1.5,    120.0,      5.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091903,   1007.3,   1010.8,     29.7,     21.9,       63,      1.6,    130.0,      4.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091904,   1007.2,   1010.6,     29.8,     21.0,       59,      1.5,    130.0,      6.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091905,   1007.2,   1010.6,     29.9,     20.8,       58,      1.7,    120.0,     10.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091906,   1007.5,   1010.9,     30.0,     20.6,       57,      2.4,    120.0,      8.0,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091907,   1007.9,   1011.3,     30.1,     21.8,       61,      2.7,    140.0,      8.6,    100.0,      0.0,      0.0,      0.0,     0.17,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091908,   1007.9,   1011.3,     30.3,     22.2,       62,      3.4,    120.0,     10.8,     90.0,      0.0,      0.0,      0.0,     0.49,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091909,   1007.4,   1010.8,     30.7,     22.3,       61,      5.3,    140.0,     10.3,    140.0,      0.0,      0.0,      0.0,     0.75,     None,     2.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091910,   1007.6,   1011.0,     31.4,     22.7,       60,      2.6,    130.0,     12.1,    130.0,      0.0,      0.0,      0.1,     1.45,     None,     4.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091911,   1006.7,   1010.1,     32.4,     22.5,       56,      3.5,    120.0,      8.5,    130.0,      0.0,      0.0,      0.2,     1.73,     None,     6.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091912,   1006.0,   1009.4,     35.3,     23.0,       49,      3.5,    140.0,      9.0,    160.0,      0.0,      0.0,      0.8,     3.03,     None,    10.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091913,   1005.3,   1008.7,     35.4,     22.4,       47,      3.2,    110.0,      8.4,    130.0,      0.0,      0.0,      1.0,     3.40,     None,    11.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091914,   1004.7,   1008.1,     34.3,     22.4,       50,      4.4,    130.0,      9.9,    120.0,      0.0,      0.0,      0.9,     2.83,     None,     8.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091915,   1003.8,   1007.2,     34.5,     22.9,       51,      1.7,    120.0,      8.0,    150.0,      0.0,      0.0,      1.0,     2.27,     None,     5.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091916,   1004.6,   1008.0,     33.0,     22.5,       54,      2.2,    140.0,      5.9,    100.0,      0.0,      0.0,      0.0,     0.29,     None,     1.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091917,   1005.8,   1009.2,     31.5,     23.1,       61,      1.4,    110.0,      6.3,    140.0,      0.0,      0.0,      0.1,     0.26,     None,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091918,   1006.8,   1010.2,     30.7,     24.4,       69,      4.0,    210.0,      7.8,    230.0,      0.0,      0.0,      0.0,     0.06,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091919,   1007.4,   1010.9,     29.0,     23.0,       70,      1.8,    230.0,      6.4,    280.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091920,   1007.5,   1011.0,     29.4,     23.8,       72,      0.8,    220.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091921,   1007.7,   1011.1,     29.9,     23.6,       69,      0.6,    110.0,      2.5,     50.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091922,   1007.9,   1011.3,     30.1,     23.8,       69,      1.2,     70.0,      3.7,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091923,   1007.7,   1011.1,     29.9,     23.6,       69,      1.2,    110.0,      4.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025091924,   1007.2,   1010.7,     29.7,     23.9,       71,      1.7,    120.0,      4.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092001,   1006.7,   1010.2,     29.5,     23.7,       71,      0.6,    180.0,      3.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092002,   1006.5,   1010.0,     28.5,     24.3,       78,      1.6,    240.0,      3.1,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092003,   1006.3,   1009.8,     28.4,     24.0,       77,      1.9,    240.0,      3.6,    290.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092004,   1005.9,   1009.4,     28.5,     23.9,       76,      1.5,    220.0,      2.6,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092005,   1006.1,   1009.6,     28.3,     24.1,       78,      1.6,    210.0,      2.6,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092006,   1006.5,   1010.0,     28.1,     24.1,       79,      1.4,    220.0,      2.9,    230.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092007,   1007.1,   1010.6,     28.3,     23.9,       77,      0.9,    210.0,      2.1,    180.0,      0.0,      0.0,      0.2,     0.18,     None,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092008,   1007.5,   1011.0,     29.8,     24.5,       73,      1.1,    220.0,      2.4,    230.0,      0.0,      0.0,      0.9,     0.96,     None,     1.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092009,   1007.5,   1010.9,     31.0,     23.9,       66,      1.0,    150.0,      3.2,    170.0,      0.0,      0.0,      1.0,     1.94,     None,     3.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092010,   1007.3,   1010.7,     32.3,     23.6,       60,      0.9,    120.0,      2.6,    240.0,      0.0,      0.0,      1.0,     2.71,     None,     6.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092011,   1006.7,   1010.1,     32.9,     23.6,       58,      0.8,    140.0,      2.9,    140.0,      0.0,      0.0,      0.3,     1.70,     None,     5.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092012,   1005.9,   1009.3,     33.5,     24.1,       58,      1.7,    100.0,      4.7,    100.0,      0.0,      0.0,      0.8,     2.19,     None,     6.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092013,   1005.2,   1008.6,     33.7,     23.4,       55,      1.8,     40.0,      5.4,     90.0,      0.0,      0.0,      0.3,     1.68,     None,     5.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092014,   1004.6,   1008.0,     32.9,     24.4,       61,      2.9,     40.0,      6.1,    350.0,      0.0,      0.0,      0.0,     0.97,     None,     3.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092015,   1004.5,   1007.9,     32.4,     23.7,       60,      1.2,     70.0,      4.7,     70.0,      0.0,      0.0,      0.0,     0.53,     None,     1.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092016,   1004.8,   1008.2,     32.6,     23.8,       60,      1.3,     20.0,      5.5,     50.0,      0.0,      0.0,      0.0,     0.46,     None,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092017,   1005.2,   1008.6,     32.1,     23.7,       61,      2.0,    110.0,      4.9,     80.0,      0.0,      0.0,      0.0,     0.37,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092018,   1005.5,   1008.9,     31.7,     23.8,       63,      2.6,    130.0,      5.3,     60.0,      0.0,      0.0,      0.1,     0.08,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092019,   1006.1,   1009.5,     31.0,     22.6,       61,      1.8,    130.0,      5.0,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092020,   1006.8,   1010.2,     30.4,     23.1,       65,      2.3,    120.0,      6.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092021,   1007.3,   1010.7,     30.2,     23.2,       66,      1.7,     90.0,      5.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092022,   1007.0,   1010.4,     29.7,     23.9,       71,      1.9,     90.0,      6.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092023,   1006.4,   1009.8,     29.6,     24.0,       72,      2.2,     90.0,      5.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092024,   1006.2,   1009.6,     29.5,     23.7,       71,      2.4,    100.0,      6.3,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025092101,   1005.8,   1009.3,     29.2,     23.9,       73,      2.2,     90.0,      6.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
