﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025071612,   1000.7,   1004.1,     35.4,     25.9,       58,      1.2,    320.0,      4.7,    340.0,      0.0,      0.0,      0.7,     3.04,     None,     9.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071613,   1000.6,   1004.0,     33.4,     26.7,       68,      2.4,     90.0,      5.7,    100.0,      0.0,      0.0,      0.3,     1.61,     None,     5.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071614,   1000.7,   1004.1,     28.3,     25.5,       85,      3.4,    110.0,      8.7,    100.0,      0.5,      0.2,      0.0,     0.21,     None,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071615,   1001.2,   1004.7,     26.4,     25.7,       96,      2.2,    110.0,      8.7,    100.0,     41.5,      0.9,      0.0,     0.05,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071616,   1001.1,   1004.6,     27.8,     26.6,       93,      1.6,    110.0,      4.0,    170.0,      3.0,      0.5,      0.0,     0.15,     None,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071617,   1000.7,   1004.1,     28.1,     26.5,       91,      0.4,    140.0,      3.8,     90.0,      0.0,      0.0,      0.0,     0.26,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071618,   1001.1,   1004.5,     28.6,     26.8,       90,      1.6,    220.0,      2.5,    230.0,      0.0,      0.0,      0.0,     0.28,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071619,   1001.2,   1004.6,     28.3,     25.7,       86,      1.8,    160.0,      3.4,    160.0,      0.0,      0.0,      0.0,     0.06,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071620,   1000.7,   1004.1,     28.3,     25.9,       87,      2.0,    140.0,      3.6,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071621,   1000.8,   1004.2,     28.1,     26.7,       92,      1.1,    180.0,      2.5,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071622,   1000.7,   1004.1,     28.0,     26.0,       89,      1.4,    180.0,      2.5,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071623,   1000.8,   1004.3,     27.7,     25.9,       90,      0.6,    200.0,      3.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071624,   1001.0,   1004.5,     27.5,     26.1,       92,      1.3,    210.0,      1.8,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071701,   1000.9,   1004.4,     27.4,     25.4,       89,      1.4,    240.0,      2.6,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071702,   1000.9,   1004.4,     27.4,     25.4,       89,      1.0,    210.0,      3.5,    250.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071703,   1000.9,   1004.4,     27.5,     25.1,       87,      0.8,    180.0,      2.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071704,   1001.1,   1004.6,     27.1,     24.6,       86,      1.2,    150.0,      2.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071705,   1001.0,   1004.5,     26.9,     24.7,       88,      1.1,    170.0,      2.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071706,   1001.3,   1004.8,     27.2,     24.7,       86,      1.8,    180.0,      3.5,    190.0,      0.0,      0.0,      0.0,     0.08,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071707,   1001.5,   1004.9,     28.2,     24.6,       81,      1.7,    160.0,      3.4,    200.0,      0.0,      0.0,      1.0,     0.56,     None,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071708,   1001.7,   1005.1,     29.5,     25.7,       80,      1.1,    120.0,      2.9,    190.0,      0.0,      0.0,      0.7,     1.10,     None,     1.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071709,   1001.4,   1004.8,     31.6,     26.4,       74,      1.5,    120.0,      2.8,     90.0,      0.0,      0.0,      0.9,     1.88,     None,     3.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071710,   1001.5,   1004.9,     33.1,     26.2,       67,      2.8,     50.0,      6.0,    130.0,      0.0,      0.0,      1.0,     2.67,     None,     6.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071711,   1001.2,   1004.6,     33.6,     25.9,       64,      2.1,     60.0,      6.7,     60.0,      0.0,      0.0,      0.7,     2.83,     None,     7.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071712,   1000.4,   1003.8,     34.4,     25.5,       60,      1.8,    100.0,      6.3,    120.0,      0.0,      0.0,      0.6,     2.57,     None,     8.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071713,    999.3,   1002.7,     34.9,     26.6,       62,      2.5,     50.0,      7.4,    120.0,      0.0,      0.0,      1.0,     3.32,     None,     9.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071714,    999.0,   1002.4,     33.1,     25.7,       65,      1.5,    300.0,      6.8,    310.0,      0.0,      0.0,      0.4,     1.76,     None,     5.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071715,    998.7,   1002.1,     32.8,     25.6,       66,      1.2,    320.0,      6.6,    340.0,      0.0,      0.0,      0.1,     0.83,     None,     1.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071716,    998.5,   1001.9,     33.1,     25.4,       64,      0.4,    210.0,      4.3,    320.0,      0.0,      0.0,      0.3,     1.35,     None,     2.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071717,    998.6,   1002.0,     32.9,     25.7,       66,      1.2,     90.0,      3.6,    140.0,      0.0,      0.0,      0.2,     0.84,     None,     1.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071718,    998.9,   1002.3,     32.1,     25.7,       69,      1.7,    110.0,      3.6,    120.0,      0.0,      0.0,      0.0,     0.23,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071719,    999.4,   1002.8,     32.0,     25.9,       70,      0.9,    140.0,      2.9,    110.0,      0.0,      0.0,      0.0,     0.04,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071720,   1000.0,   1003.4,     31.4,     25.3,       70,      1.7,    140.0,      4.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071721,   1000.5,   1003.9,     30.9,     24.6,       69,      2.5,    120.0,      5.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071722,   1000.4,   1003.8,     30.6,     24.5,       70,      1.3,    120.0,      4.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071723,   1000.2,   1003.6,     30.4,     24.8,       72,      1.3,    100.0,      4.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071724,    999.8,   1003.2,     30.0,     25.1,       75,      2.7,    180.0,      4.3,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071801,    998.6,   1002.0,     29.6,     24.9,       76,      1.1,    130.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071802,    997.8,   1001.2,     29.2,     25.4,       80,      1.5,    140.0,      2.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071803,    997.5,   1000.9,     29.4,     24.7,       76,      1.8,    100.0,      4.2,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071804,    997.2,   1000.6,     29.7,     24.6,       74,      2.2,    100.0,      5.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071805,    997.5,   1000.9,     29.6,     24.3,       73,      1.8,    100.0,      6.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071806,    998.8,   1002.2,     29.0,     25.0,       79,      2.3,    240.0,      4.7,     90.0,      0.0,      0.0,      0.3,     0.12,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071807,    999.1,   1002.5,     29.2,     25.0,       78,      0.5,    170.0,      3.6,    250.0,      0.0,      0.0,      0.6,     0.49,     None,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071808,    999.0,   1002.4,     31.1,     24.3,       67,      2.1,    140.0,      4.2,    160.0,      0.0,      0.0,      0.7,     1.05,     None,     1.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071809,    998.5,   1001.9,     32.7,     23.9,       60,      4.2,    140.0,      8.5,    100.0,      0.0,      0.0,      1.0,     2.19,     None,     4.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071810,    998.0,   1001.4,     33.5,     23.8,       57,      4.0,    120.0,     10.5,     90.0,      0.0,      0.0,      1.0,     2.88,     None,     7.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071811,    997.2,   1000.6,     33.9,     24.2,       57,      3.6,    100.0,      9.3,    110.0,      0.0,      0.0,      1.0,     3.25,     None,    10.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071812,    997.0,   1000.4,     33.6,     23.6,       56,      4.3,    110.0,     10.5,    100.0,      0.0,      0.0,      0.8,     3.02,     None,    10.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071813,    996.3,    999.7,     33.5,     24.4,       59,      3.2,    100.0,     10.6,    120.0,      0.0,      0.0,      0.9,     3.43,     None,    11.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071814,    995.7,    999.1,     33.3,     23.9,       58,      4.5,    100.0,     11.5,     80.0,      0.0,      0.0,      0.7,     2.79,     None,     9.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071815,    995.3,    998.7,     31.5,     24.9,       68,      3.9,    110.0,     11.7,    100.0,     -9.8,      0.1,      0.5,     2.25,     None,     6.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071816,    995.2,    998.6,     30.8,     24.7,       70,      4.3,    120.0,     10.9,     80.0,      0.0,      0.0,      0.6,     1.88,     None,     3.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071817,    994.8,    998.2,     30.2,     24.6,       72,      4.3,    100.0,     11.9,    100.0,      0.0,      0.0,      0.4,     1.20,     None,     1.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071818,    994.8,    998.2,     29.8,     24.0,       71,      4.2,    120.0,     13.3,    100.0,     -9.8,      0.1,      0.1,     0.49,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071819,    995.5,    998.9,     29.3,     23.5,       71,      5.3,    120.0,     12.1,    110.0,      0.0,      0.0,      0.0,     0.07,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071820,    995.7,    999.1,     29.2,     23.2,       70,      3.9,    120.0,     13.5,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071821,    995.3,    998.7,     29.5,     23.7,       71,      5.7,    130.0,     13.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071822,    995.6,    999.0,     29.5,     23.9,       72,      4.5,    120.0,     12.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071823,    996.1,    999.5,     28.0,     24.0,       79,      5.2,    130.0,     13.0,    120.0,      0.5,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071824,    994.9,    998.3,     28.0,     23.4,       76,      5.0,    130.0,     11.7,     90.0,      0.5,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071901,    994.8,    998.2,     28.8,     23.5,       73,      3.1,    120.0,      9.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071902,    993.8,    997.2,     28.8,     24.4,       77,      3.2,    100.0,     12.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071903,    993.6,    997.0,     28.0,     24.4,       81,      4.9,    110.0,     13.1,    110.0,      0.5,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071904,    992.7,    996.1,     29.0,     24.1,       75,      4.0,    110.0,     10.2,    130.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071905,    993.5,    996.9,     27.9,     23.1,       75,      6.3,    130.0,     14.4,    120.0,      0.5,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071906,    993.3,    996.7,     28.2,     23.8,       77,      4.2,    100.0,     11.3,    110.0,     -9.8,      0.1,      0.0,     0.01,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071907,    993.7,    997.1,     28.4,     24.4,       79,      4.0,    120.0,     11.6,    100.0,     -9.8,      0.1,      0.0,     0.07,     None,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071908,    993.7,    997.1,     29.7,     24.6,       74,      5.5,    120.0,     14.9,    120.0,      0.0,      0.0,      0.0,     0.36,     None,     0.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071909,    993.7,    997.1,     28.6,     23.7,       75,      3.2,    100.0,     15.5,    140.0,     -9.8,      0.2,      0.0,     0.35,     None,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071910,    993.8,    997.2,     29.3,     23.5,       71,      5.8,    110.0,     17.2,    110.0,     -9.8,      0.1,      0.0,     0.32,     None,     1.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071911,    993.7,    997.1,     30.0,     23.5,       68,      7.7,    130.0,     16.7,    140.0,     -9.8,      0.1,      0.0,     0.72,     None,     2.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071912,    993.7,    997.1,     29.3,     24.6,       76,      6.3,    120.0,     16.8,    120.0,     -9.8,      0.1,      0.0,     1.11,     None,     4.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071913,    993.6,    997.0,     29.3,     24.6,       76,      4.0,    120.0,     17.6,    100.0,     -9.8,      0.2,      0.0,     0.94,     None,     4.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071914,    993.8,    997.2,     30.2,     24.6,       72,      4.5,    110.0,     13.3,    100.0,     -9.8,      0.1,      0.0,     1.11,     None,     4.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071915,    993.4,    996.8,     29.9,     24.8,       74,      4.8,    100.0,     15.4,     90.0,     -9.8,      0.1,      0.0,     1.24,     None,     4.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071916,    992.8,    996.2,     29.3,     25.5,       80,      5.4,    110.0,     15.0,    100.0,     -9.8,      0.1,      0.1,     1.28,     None,     3.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071917,    993.5,    996.9,     28.3,     25.5,       85,      4.6,    110.0,     13.5,    120.0,      0.5,      0.2,      0.0,     0.46,     None,     1.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071918,    993.8,    997.2,     29.3,     24.6,       76,      5.0,    120.0,     13.3,     90.0,      0.0,      0.0,      0.0,     0.34,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071919,    994.3,    997.7,     28.7,     25.1,       81,      4.0,    120.0,     11.0,    100.0,     -9.8,      0.1,      0.0,     0.05,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071920,    994.8,    998.2,     28.3,     24.3,       79,      5.5,    120.0,     12.0,     90.0,      0.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071921,    995.1,    998.5,     28.3,     24.1,       78,      5.0,    130.0,     11.8,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071922,    995.6,    999.0,     28.7,     24.5,       78,      3.5,    120.0,     13.2,    140.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071923,    995.2,    998.6,     28.6,     24.4,       78,      4.4,    110.0,     10.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071924,    994.8,    998.2,     28.9,     24.0,       75,      4.0,    120.0,     10.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072001,    994.4,    997.8,     29.1,     24.0,       74,      4.0,    120.0,      9.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072002,    994.1,    997.5,     29.3,     24.0,       73,      3.8,    130.0,      8.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072003,    993.9,    997.3,     29.3,     23.3,       70,      4.3,    120.0,     10.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072004,    994.5,    997.9,     29.2,     23.6,       72,      4.9,    130.0,     10.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072005,    994.8,    998.2,     29.2,     23.2,       70,      6.2,    130.0,     15.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072006,    995.8,    999.2,     29.4,     23.6,       71,      4.2,    130.0,     12.3,    130.0,      0.0,      0.0,      0.1,     0.10,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072007,    995.9,    999.3,     29.6,     24.0,       72,      4.2,    120.0,     10.2,     90.0,      0.0,      0.0,      0.4,     0.57,     None,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072008,    996.6,   1000.0,     30.3,     24.5,       71,      3.4,    130.0,     11.3,    120.0,      0.0,      0.0,      0.5,     1.16,     None,     1.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072009,    996.8,   1000.2,     30.1,     24.5,       72,      3.6,    140.0,     10.3,    160.0,      0.0,      0.0,      0.1,     1.08,     None,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072010,    997.1,   1000.5,     29.4,     24.7,       76,      3.5,    110.0,     10.9,    130.0,     -9.8,      0.2,      0.0,     0.89,     None,     3.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072011,    996.7,   1000.1,     30.2,     24.4,       71,      3.8,    120.0,     10.1,    130.0,     -9.8,      0.1,      0.0,     1.36,     None,     5.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072012,    996.4,    999.8,     31.0,     24.2,       67,      3.7,    140.0,      9.4,    140.0,      0.0,      0.0,      0.1,     1.52,     None,     6.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072013,    996.6,   1000.0,     29.7,     25.5,       78,      3.0,    100.0,     10.8,    130.0,      0.5,      0.2,      0.0,     1.32,     None,     5.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072014,    996.3,    999.7,     29.3,     25.3,       79,      2.7,    120.0,      7.1,     90.0,      0.5,      0.4,      0.0,     1.04,     None,     4.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072015,    996.0,    999.4,     29.8,     24.9,       75,      2.6,    120.0,      7.9,    160.0,      0.5,      0.2,      0.0,     1.40,     None,     4.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072016,    996.3,    999.7,     29.5,     24.8,       76,      3.8,    130.0,      9.4,     90.0,     -9.8,      0.1,      0.0,     0.56,     None,     1.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072017,    996.8,   1000.2,     28.8,     24.2,       76,      1.4,    140.0,      9.2,    100.0,     -9.8,      0.2,      0.0,     0.34,     None,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072018,    997.3,   1000.7,     29.0,     23.9,       74,      3.0,    140.0,      6.7,    120.0,      0.0,      0.0,      0.0,     0.13,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072019,    997.8,   1001.2,     28.3,     24.1,       78,      2.0,    120.0,      7.1,    110.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072020,    998.3,   1001.7,     27.9,     24.8,       83,      2.2,    110.0,      5.1,    110.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072021,    998.9,   1002.3,     27.7,     24.6,       83,      2.7,    110.0,      5.7,    100.0,      0.5,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072022,    999.2,   1002.6,     27.5,     24.4,       83,      1.7,    140.0,      4.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072023,    999.1,   1002.6,     27.3,     24.4,       84,      1.4,    150.0,      3.6,    130.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072024,    999.0,   1002.5,     27.1,     24.4,       85,      1.3,    170.0,      3.1,    150.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072101,    999.3,   1002.8,     26.9,     24.4,       86,      0.6,    150.0,      2.8,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072102,    999.7,   1003.2,     25.7,     24.8,       95,      0.7,    160.0,      2.8,    320.0,      2.0,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072103,    999.9,   1003.4,     25.8,     25.1,       96,      0.1,      0.0,      2.9,    360.0,      3.5,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072104,    999.4,   1002.9,     25.7,     25.2,       97,      0.7,    190.0,      2.8,    350.0,      1.0,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072105,   1000.2,   1003.7,     25.7,     25.2,       97,      1.0,    140.0,      2.8,    180.0,      3.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072106,   1001.1,   1004.6,     25.7,     25.0,       96,      1.4,    140.0,      2.4,    140.0,      2.5,      0.6,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072107,   1001.6,   1005.1,     26.0,     25.1,       95,      1.1,    100.0,      2.7,    100.0,      0.5,      0.1,      0.0,     0.08,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072108,   1002.1,   1005.6,     26.1,     25.2,       95,      1.7,    110.0,      4.6,    140.0,      1.5,      0.6,      0.0,     0.15,     None,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072109,   1002.1,   1005.6,     26.4,     25.2,       93,      1.7,    100.0,      5.6,    100.0,      2.5,      0.6,      0.0,     0.24,     None,     0.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072110,   1002.0,   1005.5,     26.7,     25.3,       92,      2.3,    110.0,      5.2,    110.0,      0.5,      0.4,      0.0,     0.48,     None,     1.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072111,   1001.8,   1005.3,     27.8,     25.2,       86,      2.2,    100.0,      5.9,    100.0,     -9.8,      0.1,      0.0,     1.05,     None,     3.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025072112,   1001.4,   1004.8,     28.9,     24.5,       77,      3.2,    120.0,      8.1,    100.0,      0.0,      0.0,      0.0,     1.49,     None,     5.57,     None,     None,     None,     None,     None,     None,     None,     None
