﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025070815,    994.4,    997.8,     34.4,     23.2,       52,      1.9,    260.0,      8.4,    280.0,      0.0,      0.0,      0.0,     1.21,     None,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070816,    993.7,    997.1,     34.1,     23.2,       53,      2.5,    280.0,      8.1,    250.0,      0.0,      0.0,      0.0,     1.15,     None,     2.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070817,    993.4,    996.8,     33.6,     23.0,       54,      1.5,    240.0,      7.7,    290.0,      0.0,      0.0,      0.0,     0.76,     None,     1.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070818,    994.1,    997.5,     32.8,     22.9,       56,      1.2,    210.0,      4.9,    260.0,      0.0,      0.0,      0.0,     0.23,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070819,    994.1,    997.5,     32.1,     22.8,       58,      1.1,    200.0,      3.7,    230.0,      0.0,      0.0,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070820,    995.5,    998.9,     29.8,     24.2,       72,      3.1,    100.0,      8.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070821,    997.1,   1000.5,     29.0,     24.4,       76,      1.9,     50.0,      7.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070822,    997.9,   1001.3,     27.0,     25.0,       89,      2.9,    350.0,      7.6,    340.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070823,    998.7,   1002.2,     26.8,     24.7,       88,      3.1,    270.0,      7.3,    300.0,      1.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070824,    997.9,   1001.4,     25.0,     23.8,       93,      1.0,    210.0,      9.4,    280.0,      2.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070901,    996.8,   1000.3,     25.1,     24.2,       95,      0.5,    320.0,      3.1,    340.0,      1.5,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070902,    997.6,   1001.1,     25.6,     23.1,       86,      4.2,    230.0,      9.7,    260.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070903,    998.8,   1002.3,     24.6,     22.7,       89,      2.9,    260.0,     11.4,    230.0,      2.0,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070904,    998.2,   1001.7,     23.9,     23.1,       95,      1.2,     90.0,      9.8,    280.0,      3.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070905,    997.0,   1000.5,     23.8,     23.0,       95,      0.7,    100.0,      4.2,     60.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070906,    997.2,   1000.7,     24.1,     23.4,       96,      0.1,      0.0,      1.8,    250.0,      0.5,      0.3,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070907,    997.8,   1001.3,     24.4,     23.4,       94,      1.2,    150.0,      3.1,    230.0,      1.0,      0.4,      0.0,     0.12,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070908,    997.5,   1001.0,     24.4,     22.8,       91,      2.2,    180.0,      3.9,    160.0,      0.5,      0.5,      0.0,     0.19,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070909,    998.3,   1001.8,     24.6,     23.2,       92,      1.0,    170.0,      5.0,    180.0,      1.5,      0.6,      0.0,     0.14,     None,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070910,    998.5,   1002.0,     24.6,     23.4,       93,      1.4,    130.0,      3.4,    200.0,      2.0,      0.8,      0.0,     0.24,     None,     0.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070911,    998.1,   1001.6,     25.1,     23.7,       92,      1.1,    100.0,      3.3,     80.0,      1.0,      0.5,      0.0,     0.35,     None,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070912,    998.1,   1001.6,     25.4,     24.2,       93,      1.1,    100.0,      3.2,    120.0,      0.5,      0.5,      0.0,     0.37,     None,     1.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070913,    997.7,   1001.2,     26.4,     23.9,       86,      1.5,    130.0,      2.6,    140.0,      0.5,      0.1,      0.0,     0.69,     None,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070914,    997.5,   1001.0,     26.8,     24.5,       87,      1.6,    180.0,      3.6,    190.0,      0.0,      0.0,      0.0,     0.84,     None,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070915,    996.9,   1000.4,     26.6,     24.5,       88,      1.4,    160.0,      3.3,    180.0,     -9.8,      0.2,      0.0,     0.42,     None,     1.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070916,    996.5,   1000.0,     26.4,     25.0,       92,      0.5,    150.0,      3.0,     80.0,     -9.8,      0.2,      0.0,     0.28,     None,     0.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070917,    997.2,   1000.7,     26.1,     25.2,       95,      1.2,    230.0,      2.9,    130.0,      1.0,      0.6,      0.0,     0.09,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070918,    997.1,   1000.6,     25.6,     24.4,       93,      1.7,    230.0,      3.2,    230.0,      1.0,      0.4,      0.0,     0.07,     None,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070919,    996.5,   1000.0,     25.7,     24.1,       91,      1.5,    150.0,      3.5,     90.0,     -9.8,      0.1,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070920,    996.9,   1000.4,     25.4,     24.2,       93,      1.1,    120.0,      2.6,    160.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070921,    997.4,   1000.9,     25.1,     23.7,       92,      1.1,    150.0,      3.4,    190.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070922,    997.7,   1001.2,     25.2,     23.6,       91,      0.8,    200.0,      3.4,    180.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070923,    998.0,   1001.5,     24.6,     23.2,       92,      1.0,    150.0,      3.2,    180.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025070924,    998.2,   1001.7,     24.5,     22.6,       89,      1.8,    170.0,      3.2,    170.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071001,    998.0,   1001.5,     24.2,     23.0,       93,      0.9,    160.0,      4.5,    180.0,      0.5,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071002,    997.3,   1000.8,     24.0,     23.0,       94,      0.6,    200.0,      3.2,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071003,    996.1,    999.6,     23.7,     22.7,       94,      0.7,    170.0,      2.2,    160.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071004,    996.0,    999.5,     24.0,     23.0,       94,      1.6,    220.0,      2.4,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071005,    996.5,   1000.0,     24.0,     22.6,       92,      1.1,    110.0,      2.6,    170.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071006,    996.7,   1000.2,     24.0,     22.8,       93,      1.5,    190.0,      2.5,    190.0,     -9.8,      0.1,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071007,    997.1,   1000.6,     24.8,     23.1,       90,      1.0,    150.0,      3.7,    170.0,     -9.8,      0.1,      0.0,     0.21,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071008,    996.7,   1000.2,     25.4,     23.6,       90,      0.9,    180.0,      2.3,    130.0,      0.5,      0.1,      0.0,     0.29,     None,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071009,    997.0,   1000.5,     25.9,     23.8,       88,      0.7,    150.0,      3.0,    170.0,     -9.8,      0.3,      0.0,     0.29,     None,     0.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071010,    997.1,   1000.5,     26.8,     24.3,       86,      1.1,    130.0,      3.6,     90.0,      0.5,      0.3,      0.0,     0.55,     None,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071011,    997.1,   1000.5,     27.6,     25.1,       86,      0.7,    150.0,      3.2,     80.0,     -9.8,      0.2,      0.0,     0.76,     None,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071012,    996.8,   1000.2,     27.8,     25.2,       86,      1.0,    230.0,      2.0,    230.0,     -9.8,      0.1,      0.0,     0.77,     None,     2.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071013,    996.7,   1000.1,     27.8,     24.9,       84,      1.5,    240.0,      2.1,    240.0,     -9.8,      0.1,      0.0,     0.57,     None,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071014,    996.8,   1000.2,     27.7,     25.2,       86,      1.4,    240.0,      2.4,    240.0,     -9.8,      0.3,      0.0,     0.67,     None,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071015,    996.6,   1000.0,     27.3,     25.0,       87,      1.8,    230.0,      3.1,    230.0,     -9.8,      0.2,      0.0,     0.53,     None,     1.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071016,    996.5,    999.9,     26.7,     24.4,       87,      1.9,    250.0,      4.2,    250.0,      0.5,      0.3,      0.0,     0.41,     None,     1.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071017,    996.4,    999.9,     26.4,     24.8,       91,      0.1,      0.0,      3.2,    250.0,     -9.8,      0.3,      0.0,     0.23,     None,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071018,    996.6,   1000.1,     26.3,     24.3,       89,      0.7,    210.0,      1.7,    220.0,     -9.8,      0.2,      0.0,     0.16,     None,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071019,    996.9,   1000.4,     26.0,     24.4,       91,      0.4,    150.0,      2.4,    230.0,      0.0,      0.0,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071020,    997.4,   1000.9,     26.2,     25.0,       93,      0.6,    190.0,      1.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071021,    997.9,   1001.4,     26.6,     24.6,       89,      1.4,    130.0,      2.6,    140.0,      0.5,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071022,    998.2,   1001.7,     26.4,     24.1,       87,      2.0,    140.0,      3.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071023,    998.5,   1002.0,     26.0,     23.7,       87,      1.3,    230.0,      2.7,    220.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071024,    998.3,   1001.8,     25.4,     24.2,       93,      1.0,    210.0,      2.9,    230.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071101,    998.1,   1001.6,     25.3,     23.4,       89,      1.0,    200.0,      2.9,    200.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071102,    997.8,   1001.3,     24.7,     23.8,       95,      0.1,      0.0,      2.4,    220.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071103,    997.7,   1001.2,     25.2,     22.9,       87,      2.6,    170.0,      4.4,    180.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071104,    998.1,   1001.6,     24.3,     23.3,       94,      1.0,    140.0,      2.6,    170.0,      0.5,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071105,    998.3,   1001.8,     24.2,     23.5,       96,      0.4,    200.0,      2.2,    180.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071106,    998.9,   1002.4,     24.6,     23.9,       96,      1.1,    210.0,      2.4,    220.0,     -9.8,      0.2,      0.0,     0.04,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071107,    999.4,   1002.9,     25.3,     23.5,       90,      2.6,    180.0,      3.8,    180.0,      0.5,      0.0,      0.0,     0.36,     None,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071108,    999.8,   1003.3,     26.0,     23.5,       86,      0.8,    190.0,      4.3,    160.0,      0.0,      0.0,      0.0,     0.49,     None,     0.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071109,   1000.6,   1004.1,     26.8,     23.1,       80,      1.0,    230.0,      2.7,    230.0,     -9.8,      0.1,      0.0,     0.70,     None,     1.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071110,   1001.0,   1004.5,     27.4,     23.9,       81,      0.6,    200.0,      1.8,    230.0,     -9.8,      0.1,      0.0,     0.88,     None,     2.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071111,   1001.3,   1004.8,     27.6,     24.9,       85,      0.8,    220.0,      2.2,    120.0,     -9.8,      0.3,      0.0,     0.76,     None,     2.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071112,   1001.3,   1004.7,     28.1,     24.5,       81,      0.7,    170.0,      1.8,    130.0,     -9.8,      0.1,      0.0,     1.05,     None,     3.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071113,   1000.7,   1004.1,     28.1,     24.9,       83,      0.4,    160.0,      2.0,    140.0,     -9.8,      0.2,      0.0,     0.64,     None,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071114,   1000.8,   1004.2,     28.8,     23.5,       73,      1.6,    110.0,      3.6,     90.0,      0.0,      0.0,      0.0,     0.90,     None,     3.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071115,   1000.8,   1004.2,     29.2,     23.4,       71,      1.6,    130.0,      5.3,    130.0,      0.0,      0.0,      0.0,     1.18,     None,     3.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071116,   1001.1,   1004.5,     29.1,     23.6,       72,      3.5,     60.0,      5.0,     60.0,      0.0,      0.0,      0.0,     0.85,     None,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071117,   1001.2,   1004.6,     29.1,     23.3,       71,      1.7,     80.0,      4.8,     60.0,      0.0,      0.0,      0.0,     0.52,     None,     1.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071118,   1001.4,   1004.8,     28.8,     23.3,       72,      1.8,    100.0,      4.0,     70.0,     -9.8,      0.1,      0.0,     0.15,     None,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071119,   1001.5,   1004.9,     28.2,     23.4,       75,      3.0,    130.0,      5.7,    130.0,      0.0,      0.0,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071120,   1002.8,   1006.3,     27.7,     23.3,       77,      1.6,     60.0,      5.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071121,   1002.8,   1006.3,     27.8,     23.0,       75,      1.9,     90.0,      4.4,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071122,   1003.1,   1006.6,     27.6,     23.6,       79,      1.7,    120.0,      4.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071123,   1003.1,   1006.6,     27.5,     23.5,       79,      2.2,    120.0,      4.7,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071124,   1003.1,   1006.6,     27.0,     24.1,       84,      1.5,    200.0,      3.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071201,   1002.5,   1006.0,     26.8,     23.9,       84,      1.6,    150.0,      2.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071202,   1002.4,   1005.9,     26.5,     23.6,       84,      0.8,    180.0,      3.5,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071203,   1002.2,   1005.7,     26.1,     23.8,       87,      0.8,    150.0,      1.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071204,   1002.3,   1005.8,     26.1,     23.8,       87,      1.3,    170.0,      2.7,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071205,   1002.7,   1006.2,     25.5,     23.7,       90,      0.2,      0.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071206,   1003.4,   1006.9,     26.2,     23.5,       85,      1.2,    180.0,      2.9,    180.0,      0.0,      0.0,      0.0,     0.14,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071207,   1004.1,   1007.6,     27.1,     23.2,       79,      1.3,    180.0,      3.9,    160.0,      0.0,      0.0,      0.9,     0.71,     None,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071208,   1004.2,   1007.7,     28.3,     23.7,       76,      0.4,    140.0,      2.2,    170.0,      0.0,      0.0,      0.8,     1.36,     None,     1.90,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071209,   1004.3,   1007.7,     29.2,     24.1,       74,      0.8,    160.0,      1.9,    140.0,      0.0,      0.0,      0.0,     1.12,     None,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071210,   1004.5,   1007.9,     30.5,     24.4,       70,      0.4,    200.0,      2.5,    250.0,      0.0,      0.0,      0.0,     1.62,     None,     4.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071211,   1004.5,   1007.9,     31.1,     24.3,       67,      0.9,    130.0,      3.1,     20.0,      0.0,      0.0,      0.2,     2.00,     None,     6.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071212,   1004.2,   1007.6,     33.1,     24.6,       61,      0.5,    240.0,      3.0,    250.0,      0.0,      0.0,      0.8,     2.73,     None,     9.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071213,   1003.8,   1007.2,     32.3,     25.2,       66,      1.5,    340.0,      5.7,     10.0,      0.0,      0.0,      0.6,     2.09,     None,     6.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071214,   1003.4,   1006.8,     31.4,     25.5,       71,      1.7,    350.0,      6.4,    340.0,      0.0,      0.0,      0.0,     1.04,     None,     3.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071215,   1003.1,   1006.5,     31.4,     25.8,       72,      0.8,     70.0,      5.1,    350.0,      0.0,      0.0,      0.0,     0.97,     None,     2.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071216,   1002.8,   1006.2,     30.7,     25.5,       74,      1.7,     80.0,      4.6,    100.0,      0.0,      0.0,      0.0,     0.48,     None,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071217,   1003.2,   1006.7,     27.9,     26.5,       92,      1.7,     80.0,      4.1,     90.0,      6.0,      0.7,      0.0,     0.06,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071218,   1003.8,   1007.3,     27.0,     26.0,       94,      0.6,    140.0,      5.2,    100.0,      6.5,      0.7,      0.0,     0.06,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071219,   1004.3,   1007.8,     26.4,     25.9,       97,      1.8,     90.0,      6.3,    110.0,     17.5,      0.9,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071220,   1004.8,   1008.3,     26.3,     25.6,       96,      1.8,    140.0,      4.9,     60.0,      3.0,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071221,   1005.2,   1008.7,     26.3,     25.4,       95,      1.3,    120.0,      3.8,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071222,   1005.2,   1008.7,     26.6,     25.2,       92,      1.4,    160.0,      3.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071223,   1004.6,   1008.1,     26.5,     25.5,       94,      1.2,    120.0,      3.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071224,   1004.4,   1007.9,     26.5,     25.8,       96,      1.1,    180.0,      2.9,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071301,   1004.0,   1007.5,     26.6,     25.6,       94,      0.7,    160.0,      2.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071302,   1003.4,   1006.9,     26.4,     25.9,       97,      0.4,    190.0,      2.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071303,   1003.2,   1006.7,     26.3,     25.6,       96,      1.2,    160.0,      2.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071304,   1003.1,   1006.6,     26.1,     25.4,       96,      0.6,    190.0,      2.9,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071305,   1003.4,   1006.9,     26.0,     25.3,       96,      0.4,    160.0,      3.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071306,   1003.6,   1007.1,     26.3,     25.3,       94,      0.6,    180.0,      2.3,    120.0,      0.0,      0.0,      0.1,     0.12,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071307,   1003.7,   1007.2,     27.1,     25.3,       90,      0.8,    180.0,      3.2,    180.0,      0.5,      0.0,      0.5,     0.49,     None,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071308,   1003.5,   1006.9,     28.8,     25.6,       83,      0.5,    210.0,      2.3,    190.0,      0.0,      0.0,      1.0,     1.33,     None,     1.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071309,   1003.2,   1006.6,     30.5,     26.5,       79,      1.4,    190.0,      2.9,    180.0,      0.0,      0.0,      0.9,     2.14,     None,     4.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071310,   1002.8,   1006.2,     32.1,     26.0,       70,      1.5,    240.0,      5.4,    290.0,      0.0,      0.0,      0.5,     2.13,     None,     6.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071311,   1002.3,   1005.7,     33.4,     25.4,       63,      2.4,    250.0,      6.0,    260.0,      0.0,      0.0,      0.6,     2.75,     None,     8.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071312,   1001.8,   1005.2,     33.9,     26.7,       66,      2.6,    300.0,      6.6,    320.0,      0.0,      0.0,      0.5,     2.67,     None,     9.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071313,   1001.6,   1005.0,     33.6,     26.1,       65,      3.1,    300.0,      8.8,    310.0,      0.0,      0.0,      0.2,     1.77,     None,     6.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071314,   1001.3,   1004.7,     34.3,     26.0,       62,      3.7,    310.0,      9.7,    290.0,      0.0,      0.0,      0.7,     2.71,     None,     8.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025071315,   1000.9,   1004.3,     34.4,     25.3,       59,      3.7,    300.0,      9.0,    320.0,      0.0,      0.0,      0.8,     2.67,     None,     7.02,     None,     None,     None,     None,     None,     None,     None,     None
