﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025121611,   1017.3,   1020.9,     22.2,     12.5,       54,      1.2,    330.0,      3.3,    350.0,      0.0,      0.0,      1.0,     2.14,     None,     4.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121612,   1016.0,   1019.6,     23.0,     12.6,       52,      0.4,    360.0,      3.3,    330.0,      0.0,      0.0,      1.0,     2.38,     None,     4.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121613,   1015.0,   1018.5,     24.2,     13.8,       52,      0.5,    350.0,      3.2,    340.0,      0.0,      0.0,      1.0,     2.35,     None,     4.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121614,   1014.4,   1017.9,     24.5,     12.8,       48,      0.6,     30.0,      2.4,    330.0,      0.0,      0.0,      1.0,     2.05,     None,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121615,   1014.3,   1017.8,     23.9,     14.3,       55,      3.0,    340.0,      5.3,    350.0,      0.0,      0.0,      1.0,     1.56,     None,     2.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121616,   1014.8,   1018.4,     22.5,     13.6,       57,      3.0,    340.0,      6.1,    330.0,      0.0,      0.0,      1.0,     0.85,     None,     0.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121617,   1015.3,   1018.9,     21.4,     14.3,       64,      1.6,     90.0,      4.9,    100.0,      0.0,      0.0,      0.7,     0.24,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121618,   1015.8,   1019.4,     20.6,     14.5,       68,      2.5,    100.0,      5.9,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121619,   1016.1,   1019.7,     20.2,     14.8,       71,      1.6,    110.0,      5.6,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121620,   1016.4,   1020.0,     19.7,     15.6,       77,      1.1,    100.0,      4.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121621,   1016.6,   1020.2,     19.4,     15.7,       79,      1.2,    100.0,      4.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121622,   1016.7,   1020.3,     18.6,     15.7,       83,      1.1,    210.0,      3.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121623,   1016.9,   1020.5,     18.1,     15.5,       85,      1.4,    220.0,      2.0,    240.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121624,   1016.8,   1020.4,     17.8,     15.1,       84,      1.2,    170.0,      2.1,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121701,   1016.8,   1020.4,     18.1,     14.4,       79,      1.7,    170.0,      3.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121702,   1016.7,   1020.3,     17.9,     14.4,       80,      1.1,    210.0,      2.3,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121703,   1016.8,   1020.4,     17.6,     14.9,       84,      0.7,    210.0,      2.1,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121704,   1016.8,   1020.4,     17.3,     14.9,       86,      1.0,    230.0,      1.6,    240.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121705,   1016.7,   1020.3,     16.8,     15.0,       89,      0.3,    210.0,      1.6,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121706,   1017.7,   1021.3,     16.4,     14.6,       89,      0.7,    220.0,      1.6,    220.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121707,   1017.7,   1021.3,     17.0,     14.8,       87,      1.6,    140.0,      2.1,    130.0,      0.0,      0.0,      0.1,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121708,   1018.0,   1021.6,     18.6,     15.5,       82,      0.9,    150.0,      2.4,    130.0,      0.0,      0.0,      1.0,     0.44,     None,     0.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121709,   1018.6,   1022.2,     21.9,     17.1,       74,      1.6,    110.0,      3.9,    110.0,      0.0,      0.0,      1.0,     1.12,     None,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121710,   1018.7,   1022.3,     23.2,     16.8,       67,      2.8,    120.0,      7.5,    110.0,      0.0,      0.0,      1.0,     1.77,     None,     2.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121711,   1018.2,   1021.8,     24.0,     15.8,       60,      1.5,     80.0,      8.6,     90.0,      0.0,      0.0,      0.7,     1.77,     None,     3.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121712,   1017.3,   1020.9,     24.0,     15.0,       57,      2.5,     90.0,      8.5,     90.0,      0.0,      0.0,      1.0,     2.37,     None,     5.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121713,   1016.8,   1020.4,     23.7,     15.8,       61,      2.7,     60.0,      9.4,     80.0,      0.0,      0.0,      0.3,     1.64,     None,     3.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121714,   1016.7,   1020.2,     24.1,     16.4,       62,      3.4,     80.0,      9.0,     60.0,      0.0,      0.0,      0.5,     1.78,     None,     3.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121715,   1016.7,   1020.3,     23.8,     16.4,       63,      2.8,     90.0,     10.0,     60.0,      0.0,      0.0,      0.9,     1.51,     None,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121716,   1017.0,   1020.6,     22.5,     16.5,       69,      3.5,    100.0,     11.3,     60.0,      0.0,      0.0,      0.7,     0.84,     None,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121717,   1017.5,   1021.1,     21.8,     16.1,       70,      3.1,    100.0,     11.2,    100.0,      0.0,      0.0,      0.4,     0.27,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121718,   1018.2,   1021.8,     21.5,     16.0,       71,      3.1,    100.0,      8.0,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121719,   1019.0,   1022.6,     21.3,     16.7,       75,      2.8,    100.0,      7.9,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121720,   1019.4,   1023.0,     20.8,     16.2,       75,      3.0,    110.0,      9.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121721,   1019.2,   1022.8,     20.4,     15.4,       73,      4.5,    100.0,     10.9,     80.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121722,   1019.6,   1023.2,     20.3,     15.7,       75,      2.6,    100.0,     10.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121723,   1019.3,   1022.9,     19.8,     15.9,       78,      3.3,    100.0,     10.2,     90.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121724,   1019.0,   1022.6,     19.5,     15.6,       78,      3.1,    100.0,     11.0,    110.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121801,   1018.6,   1022.2,     19.4,     15.5,       78,      3.4,    100.0,      9.9,    100.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121802,   1018.3,   1021.9,     19.2,     15.3,       78,      3.2,    100.0,      8.4,     60.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121803,   1017.9,   1021.5,     19.3,     15.2,       77,      2.5,    100.0,      7.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121804,   1017.8,   1021.4,     19.5,     15.0,       75,      2.6,    110.0,      7.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121805,   1018.0,   1021.6,     19.5,     14.8,       74,      2.9,    110.0,      7.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121806,   1018.4,   1022.0,     19.6,     14.6,       73,      3.7,    100.0,      8.3,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121807,   1018.9,   1022.5,     19.8,     15.0,       74,      3.6,    120.0,      7.6,    130.0,      0.0,      0.0,      0.0,     0.01,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121808,   1019.4,   1023.0,     20.1,     15.1,       73,      2.3,    120.0,      7.5,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121809,   1019.5,   1023.1,     20.4,     14.8,       70,      3.5,    120.0,      9.5,    130.0,      0.0,      0.0,      0.0,     0.39,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121810,   1019.4,   1023.0,     21.4,     15.0,       67,      3.3,    110.0,      9.9,    130.0,      0.0,      0.0,      0.1,     1.14,     None,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121811,   1018.7,   1022.3,     21.5,     14.9,       66,      3.3,    120.0,     10.8,    140.0,      0.0,      0.0,      0.0,     1.13,     None,     2.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121812,   1017.8,   1021.4,     20.8,     15.1,       70,      4.4,    130.0,      9.9,    120.0,      0.0,      0.0,      0.0,     0.71,     None,     2.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121813,   1016.5,   1020.1,     21.3,     15.6,       70,      3.7,    110.0,     10.3,     90.0,      0.0,      0.0,      0.0,     1.34,     None,     3.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121814,   1015.9,   1019.5,     20.8,     16.6,       77,      3.4,    120.0,     12.4,    100.0,      0.0,      0.0,      0.1,     1.12,     None,     2.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121815,   1015.6,   1019.2,     19.8,     16.8,       83,      3.9,    100.0,     13.9,     90.0,      0.0,      0.0,      0.1,     0.62,     None,     1.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121816,   1015.5,   1019.1,     20.0,     16.8,       82,      3.3,    100.0,      9.8,     80.0,      0.0,      0.0,      0.0,     0.20,     None,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121817,   1015.4,   1019.0,     19.8,     17.0,       84,      3.1,    110.0,     12.4,    110.0,      0.0,      0.0,      0.0,     0.13,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121818,   1015.4,   1019.0,     19.8,     17.6,       87,      2.9,    110.0,     10.8,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121819,   1015.2,   1018.8,     20.1,     18.1,       88,      3.1,    100.0,      8.7,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121820,   1015.1,   1018.7,     20.4,     18.0,       86,      2.7,    100.0,      7.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121821,   1015.1,   1018.7,     20.5,     18.3,       87,      3.3,    100.0,      8.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121822,   1014.7,   1018.3,     20.6,     18.4,       87,      3.7,    100.0,      8.1,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121823,   1014.3,   1017.9,     20.9,     18.1,       84,      2.6,     90.0,      8.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121824,   1014.0,   1017.6,     20.6,     18.4,       87,      2.4,    100.0,      6.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121901,   1013.9,   1017.5,     20.7,     18.5,       87,      1.4,     80.0,      6.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121902,   1013.6,   1017.2,     20.2,     18.3,       89,      1.1,    160.0,      4.0,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121903,   1013.6,   1017.2,     20.0,     18.1,       89,      1.4,    190.0,      2.0,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121904,   1013.4,   1017.0,     19.7,     18.0,       90,      0.3,    200.0,      2.7,    180.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121905,   1013.8,   1017.4,     19.4,     17.7,       90,      1.2,    180.0,      2.0,    170.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121906,   1014.2,   1017.8,     19.0,     17.5,       91,      0.4,    310.0,      2.3,    350.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121907,   1014.7,   1018.3,     19.5,     17.5,       88,      0.5,    130.0,      2.3,    270.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121908,   1015.2,   1018.8,     20.1,     17.3,       84,      0.6,    150.0,      2.5,    150.0,      0.0,      0.0,      0.0,     0.20,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121909,   1015.5,   1019.1,     20.8,     17.2,       80,      0.3,    150.0,      2.2,     20.0,      0.0,      0.0,      0.0,     0.37,     None,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121910,   1015.5,   1019.1,     21.3,     17.7,       80,      1.1,    230.0,      2.3,    210.0,      0.0,      0.0,      0.0,     0.55,     None,     1.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121911,   1014.8,   1018.4,     22.4,     17.3,       73,      1.0,    180.0,      2.5,    280.0,      0.0,      0.0,      0.1,     0.98,     None,     2.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121912,   1013.6,   1017.1,     23.2,     17.2,       69,      0.4,    140.0,      3.1,    160.0,      0.0,      0.0,      0.3,     1.49,     None,     3.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121913,   1012.8,   1016.3,     24.2,     17.7,       67,      0.5,    300.0,      2.4,    330.0,      0.0,      0.0,      0.4,     1.70,     None,     3.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121914,   1012.6,   1016.1,     23.3,     19.1,       77,      3.3,    340.0,      6.5,    330.0,      0.0,      0.0,      0.0,     0.91,     None,     2.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121915,   1012.1,   1015.6,     22.9,     19.1,       79,      1.2,    360.0,      5.4,    330.0,     -9.8,      0.1,      0.0,     0.62,     None,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121916,   1012.5,   1016.0,     22.9,     18.9,       78,      0.6,    340.0,      2.6,    340.0,      0.0,      0.0,      0.0,     0.23,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121917,   1013.5,   1017.1,     22.1,     19.3,       84,      1.7,    330.0,      6.1,    330.0,     -9.8,      0.1,      0.0,     0.04,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121918,   1013.9,   1017.5,     21.5,     18.9,       85,      1.4,    300.0,      4.9,    330.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121919,   1014.3,   1017.9,     21.3,     18.7,       85,      1.3,    320.0,      4.4,    310.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121920,   1014.2,   1017.8,     21.0,     18.8,       87,      0.3,    320.0,      3.0,    360.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121921,   1013.9,   1017.5,     20.8,     18.9,       89,      0.8,    140.0,      2.3,     30.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121922,   1014.3,   1017.9,     21.3,     18.7,       85,      1.2,    340.0,      3.1,    310.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121923,   1014.2,   1017.8,     20.9,     18.7,       87,      0.3,    110.0,      5.4,    340.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025121924,   1013.5,   1017.1,     20.8,     18.6,       87,      1.9,    100.0,      4.7,    100.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122001,   1013.5,   1017.1,     20.7,     18.5,       87,      1.6,     20.0,      4.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122002,   1013.2,   1016.8,     20.4,     18.4,       88,      0.8,     60.0,      3.8,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122003,   1013.2,   1016.8,     20.2,     18.2,       88,      0.1,      0.0,      4.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122004,   1013.2,   1016.8,     20.2,     18.3,       89,      0.9,     20.0,      2.8,    360.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122005,   1013.5,   1017.1,     20.1,     18.4,       90,      0.5,    180.0,      2.2,     10.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122006,   1013.8,   1017.4,     20.0,     18.5,       91,      0.1,      0.0,      2.5,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122007,   1013.9,   1017.5,     20.5,     18.3,       87,      1.7,    110.0,      4.0,     90.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122008,   1014.6,   1018.2,     20.8,     18.4,       86,      1.5,    110.0,      4.9,     70.0,      0.0,      0.0,      0.0,     0.13,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122009,   1015.4,   1019.0,     21.2,     18.4,       84,      0.8,     60.0,      4.8,    100.0,      0.0,      0.0,      0.0,     0.40,     None,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122010,   1015.3,   1018.9,     22.2,     18.4,       79,      0.5,    120.0,      2.6,    330.0,      0.0,      0.0,      0.0,     0.74,     None,     1.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122011,   1014.7,   1018.3,     22.7,     18.5,       77,      1.8,    110.0,      6.0,    100.0,      0.0,      0.0,      0.0,     0.71,     None,     1.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122012,   1013.9,   1017.4,     23.2,     18.3,       74,      1.7,    100.0,      5.2,    100.0,      0.0,      0.0,      0.0,     0.98,     None,     2.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122013,   1013.1,   1016.6,     23.7,     18.6,       73,      1.7,    100.0,      4.4,     80.0,      0.0,      0.0,      0.2,     1.46,     None,     3.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122014,   1012.6,   1016.1,     24.3,     18.0,       68,      1.7,    140.0,      4.9,    140.0,      0.0,      0.0,      0.4,     1.44,     None,     3.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122015,   1012.4,   1015.9,     24.5,     18.9,       71,      2.3,     50.0,      4.7,     70.0,      0.0,      0.0,      0.3,     0.98,     None,     1.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122016,   1012.6,   1016.1,     24.0,     18.9,       73,      1.7,    110.0,      5.0,    100.0,      0.0,      0.0,      1.0,     0.99,     None,     0.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122017,   1013.1,   1016.6,     23.2,     18.7,       76,      1.8,    100.0,      4.9,     20.0,      0.0,      0.0,      0.8,     0.29,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122018,   1013.5,   1017.1,     22.9,     18.7,       77,      1.4,     90.0,      4.2,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122019,   1013.7,   1017.3,     21.7,     19.3,       86,      0.7,    360.0,      3.5,     40.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122020,   1014.3,   1017.9,     21.0,     19.3,       90,      0.2,      0.0,      2.2,     20.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122021,   1014.7,   1018.3,     21.1,     18.5,       85,      1.9,    130.0,      4.3,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122022,   1014.5,   1018.1,     20.4,     18.0,       86,      1.1,    170.0,      3.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122023,   1014.3,   1017.9,     20.2,     17.8,       86,      1.2,    160.0,      3.2,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122024,   1014.6,   1018.2,     20.5,     18.3,       87,      1.7,    100.0,      3.5,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122101,   1014.9,   1018.5,     20.1,     17.9,       87,      0.8,    160.0,      3.3,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122102,   1014.9,   1018.5,     20.1,     17.9,       87,      1.0,    210.0,      3.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122103,   1015.2,   1018.8,     20.1,     17.7,       86,      0.7,    210.0,      1.9,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122104,   1015.5,   1019.1,     20.6,     17.6,       83,      1.2,     70.0,      4.8,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122105,   1016.1,   1019.7,     20.8,     17.0,       79,      1.9,     70.0,      6.8,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122106,   1016.7,   1020.3,     20.7,     16.7,       78,      2.4,     60.0,      8.4,     80.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122107,   1017.5,   1021.1,     20.6,     16.8,       79,      2.4,     40.0,      7.8,     60.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122108,   1018.2,   1021.8,     20.5,     16.5,       78,      1.7,    100.0,      5.3,     90.0,      0.0,      0.0,      0.0,     0.16,     None,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122109,   1018.6,   1022.2,     20.5,     16.3,       77,      2.6,    100.0,      8.2,     80.0,      0.0,      0.0,      0.0,     0.38,     None,     0.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025122110,   1019.0,   1022.6,     20.7,     15.9,       74,      2.2,     70.0,      9.5,     60.0,      0.0,      0.0,      0.0,     0.61,     None,     1.26,     None,     None,     None,     None,     None,     None,     None,     None
