﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025050815,   1004.4,   1007.8,     30.9,     21.4,       57,      1.9,    150.0,      5.2,    140.0,      0.0,      0.0,      0.3,     1.87,     None,     4.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050816,   1004.1,   1007.5,     30.1,     21.2,       59,      1.7,    150.0,      4.5,    120.0,      0.0,      0.0,      0.1,     0.89,     None,     2.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050817,   1004.3,   1007.7,     29.7,     21.4,       61,      1.3,    210.0,      4.0,    170.0,      0.0,      0.0,      0.1,     0.65,     None,     0.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050818,   1004.4,   1007.9,     28.7,     21.2,       64,      2.0,    180.0,      3.6,    180.0,      0.0,      0.0,      0.3,     0.48,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050819,   1005.4,   1008.9,     27.7,     22.0,       71,      0.9,     10.0,      3.0,    330.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050820,   1005.8,   1009.3,     27.3,     21.1,       69,      1.0,    150.0,      4.1,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050821,   1006.3,   1009.8,     27.0,     21.1,       70,      0.5,    150.0,      3.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050822,   1007.0,   1010.5,     26.7,     21.0,       71,      1.2,    210.0,      2.3,    230.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050823,   1006.7,   1010.2,     26.3,     21.1,       73,      1.5,    170.0,      3.7,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050824,   1006.1,   1009.6,     25.7,     21.0,       75,      1.9,    170.0,      4.0,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050901,   1005.8,   1009.3,     25.4,     20.7,       75,      1.8,    180.0,      5.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050902,   1005.2,   1008.7,     25.0,     20.9,       78,      1.9,    160.0,      3.9,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050903,   1004.4,   1007.9,     24.5,     20.8,       80,      1.2,    160.0,      3.8,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050904,   1004.1,   1007.6,     24.2,     20.9,       82,      1.9,    180.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050905,   1004.1,   1007.6,     24.2,     20.9,       82,      1.9,    180.0,      3.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050906,   1004.6,   1008.1,     24.4,     20.7,       80,      1.0,    170.0,      3.1,    170.0,      0.0,      0.0,      0.0,     0.08,     None,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050907,   1005.0,   1008.5,     24.9,     21.0,       79,      1.2,    170.0,      2.9,    200.0,      0.0,      0.0,      0.0,     0.44,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050908,   1005.3,   1008.8,     26.1,     21.8,       77,      1.1,    110.0,      3.2,    130.0,      0.0,      0.0,      0.6,     0.96,     None,     1.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050909,   1005.3,   1008.8,     28.2,     22.0,       69,      0.5,    150.0,      2.7,    120.0,      0.0,      0.0,      0.8,     1.87,     None,     3.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050910,   1005.2,   1008.6,     29.8,     22.8,       66,      1.3,    230.0,      3.1,    230.0,      0.0,      0.0,      1.0,     2.34,     None,     6.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050911,   1005.1,   1008.5,     31.6,     23.7,       63,      1.2,    180.0,      3.3,    180.0,      0.0,      0.0,      1.0,     2.89,     None,     8.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050912,   1004.7,   1008.1,     32.8,     22.3,       54,      1.8,    190.0,      4.6,    160.0,      0.0,      0.0,      1.0,     3.42,     None,    10.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050913,   1004.5,   1007.9,     31.7,     23.0,       60,      1.4,    340.0,      4.2,    350.0,      0.0,      0.0,      0.2,     1.45,     None,     4.82,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050914,   1004.1,   1007.5,     31.6,     23.5,       62,      1.2,     30.0,      4.7,    340.0,      0.0,      0.0,      0.1,     1.48,     None,     4.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050915,   1003.4,   1006.8,     31.4,     23.5,       63,      0.9,    130.0,      3.4,     90.0,      0.0,      0.0,      0.0,     0.54,     None,     1.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050916,   1003.5,   1006.9,     29.9,     23.6,       69,      2.1,    130.0,      5.9,    120.0,      0.0,      0.0,      0.0,     0.22,     None,     0.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050917,   1004.6,   1008.1,     28.2,     25.0,       83,      1.7,    100.0,      4.8,    140.0,      0.0,      0.0,      0.0,     0.17,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050918,   1005.0,   1008.5,     28.5,     24.5,       79,      1.2,     80.0,      3.7,     70.0,      0.0,      0.0,      0.0,     0.10,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050919,   1006.1,   1009.6,     27.9,     24.8,       83,      1.3,    120.0,      4.2,     90.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050920,   1006.3,   1009.8,     27.7,     25.2,       86,      0.4,    210.0,      2.8,    120.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050921,   1005.9,   1009.4,     28.2,     24.4,       80,      0.6,    280.0,      4.6,    300.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050922,   1005.4,   1008.9,     27.3,     24.6,       85,      2.2,    130.0,      4.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050923,   1006.4,   1009.9,     27.4,     24.5,       84,      0.8,    360.0,      3.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025050924,   1006.1,   1009.6,     27.3,     24.6,       85,      0.7,    160.0,      1.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051001,   1006.0,   1009.5,     26.6,     24.1,       86,      2.3,    340.0,      7.2,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051002,   1005.9,   1009.4,     25.6,     24.0,       91,      0.4,    360.0,      5.5,    340.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051003,   1005.6,   1009.1,     25.8,     23.9,       89,      0.8,    330.0,      3.2,    350.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051004,   1005.1,   1008.6,     25.7,     23.9,       90,      1.4,    180.0,      2.7,    170.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051005,   1005.4,   1008.9,     25.2,     24.3,       95,      0.6,    150.0,      3.0,    150.0,      0.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051006,   1005.7,   1009.2,     25.3,     24.4,       95,      0.5,    210.0,      1.6,    190.0,      2.0,      0.4,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051007,   1005.4,   1008.9,     25.6,     24.7,       95,      0.9,    150.0,      1.8,    170.0,      0.5,      0.1,      0.0,     0.28,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051008,   1006.0,   1009.5,     26.2,     25.0,       93,      0.5,    160.0,      2.6,    160.0,      0.0,      0.0,      0.0,     0.35,     None,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051009,   1007.5,   1011.0,     22.7,     21.9,       95,      0.7,    250.0,     13.2,    320.0,     24.0,      0.7,      0.0,     0.09,     None,     0.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051010,   1007.8,   1011.3,     22.4,     21.7,       96,      1.7,    200.0,      6.6,    190.0,     18.0,      1.0,      0.0,     0.06,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051011,   1007.2,   1010.7,     22.7,     22.0,       96,      0.5,    220.0,      3.7,    180.0,      4.0,      0.9,      0.0,     0.12,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051012,   1007.3,   1010.8,     23.2,     22.4,       95,      1.0,    170.0,      2.5,    260.0,      3.0,      0.8,      0.0,     0.48,     None,     1.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051013,   1006.9,   1010.4,     23.7,     22.9,       95,      1.2,     90.0,      3.3,     90.0,      1.0,      0.4,      0.0,     0.72,     None,     2.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051014,   1006.4,   1009.9,     24.5,     23.3,       93,      1.2,    210.0,      3.3,    130.0,     -9.8,      0.1,      0.0,     0.74,     None,     2.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051015,   1006.6,   1010.1,     24.9,     22.2,       85,      2.4,    110.0,      6.3,    100.0,      0.0,      0.0,      0.0,     0.44,     None,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051016,   1006.2,   1009.7,     25.1,     21.4,       80,      2.5,    100.0,      7.3,     90.0,      0.0,      0.0,      0.3,     1.20,     None,     2.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051017,   1006.5,   1010.0,     24.8,     17.6,       64,      3.4,    100.0,      8.9,     70.0,      0.0,      0.0,      0.0,     0.76,     None,     0.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051018,   1007.0,   1010.5,     24.5,     18.5,       69,      2.8,    130.0,      7.5,     80.0,      0.0,      0.0,      0.0,     0.13,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051019,   1007.5,   1011.0,     24.2,     18.6,       71,      2.6,    150.0,      6.0,    140.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051020,   1007.8,   1011.3,     24.3,     18.9,       72,      3.3,    130.0,      5.9,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051021,   1008.4,   1011.9,     24.5,     18.7,       70,      2.0,    140.0,      6.3,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051022,   1008.5,   1012.0,     24.3,     18.7,       71,      1.9,    120.0,      6.1,    120.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051023,   1007.5,   1011.0,     24.2,     19.1,       73,      2.9,    100.0,      6.6,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051024,   1006.4,   1009.9,     24.2,     19.7,       76,      2.8,    100.0,      8.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051101,   1005.9,   1009.4,     24.2,     19.9,       77,      2.6,    100.0,      7.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051102,   1005.8,   1009.3,     24.3,     20.0,       77,      2.3,    100.0,      7.3,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051103,   1005.5,   1009.0,     22.2,     18.0,       77,      1.7,    170.0,      6.9,    190.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051104,   1005.3,   1008.8,     21.3,     18.9,       86,      2.0,    120.0,      5.9,    190.0,      0.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051105,   1005.7,   1009.3,     20.5,     19.2,       92,      2.3,    140.0,      4.9,     90.0,      3.0,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051106,   1006.2,   1009.8,     20.5,     19.8,       96,      0.7,    180.0,      4.0,    130.0,      7.0,      0.9,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051107,   1006.1,   1009.7,     20.4,     19.9,       97,      1.8,    150.0,      3.8,    180.0,     12.0,      1.0,      0.0,     0.05,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051108,   1006.6,   1010.1,     21.1,     20.4,       96,      1.3,    100.0,      4.5,    110.0,      7.5,      0.9,      0.0,     0.11,     None,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051109,   1007.3,   1010.9,     20.8,     20.1,       96,      1.6,    100.0,      4.9,    110.0,     10.0,      1.0,      0.0,     0.18,     None,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051110,   1007.4,   1011.0,     20.7,     19.5,       93,      2.4,    100.0,      7.8,    100.0,      2.5,      0.6,      0.0,     0.43,     None,     1.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051111,   1007.8,   1011.4,     20.5,     19.3,       93,      1.4,    110.0,      6.7,    100.0,      3.0,      0.8,      0.0,     0.36,     None,     1.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051112,   1007.7,   1011.3,     20.4,     19.4,       94,      1.0,    330.0,      4.6,     60.0,      5.0,      1.0,      0.0,     0.24,     None,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051113,   1007.6,   1011.2,     20.2,     19.4,       95,      1.5,    220.0,      3.4,    210.0,      3.5,      0.8,      0.0,     0.24,     None,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051114,   1007.1,   1010.7,     20.5,     19.5,       94,      1.0,    130.0,      2.8,    140.0,      1.5,      0.9,      0.0,     0.37,     None,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051115,   1006.7,   1010.3,     19.9,     18.2,       90,      2.5,    120.0,      5.3,    120.0,      2.0,      0.8,      0.0,     0.54,     None,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051116,   1006.6,   1010.2,     20.0,     18.7,       92,      1.9,    120.0,      6.2,    130.0,      1.5,      0.7,      0.0,     0.30,     None,     0.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051117,   1007.0,   1010.6,     19.7,     18.5,       93,      1.4,    130.0,      5.3,    140.0,      1.0,      0.7,      0.0,     0.10,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051118,   1007.3,   1010.9,     19.4,     18.6,       95,      2.6,    140.0,      4.7,    110.0,      3.0,      0.7,      0.0,     0.04,     None,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051119,   1008.0,   1011.6,     19.4,     18.6,       95,      1.4,    140.0,      4.5,    130.0,      0.5,      0.3,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051120,   1009.0,   1012.6,     19.3,     18.6,       96,      1.1,    120.0,      3.6,    160.0,      1.0,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051121,   1009.0,   1012.6,     19.5,     18.7,       95,      1.5,    140.0,      4.9,     70.0,      0.5,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051122,   1009.1,   1012.7,     19.2,     18.2,       94,      3.3,    150.0,      5.7,    160.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051123,   1009.1,   1012.7,     19.3,     18.3,       94,      1.8,    150.0,      4.6,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051124,   1008.7,   1012.3,     19.5,     17.6,       89,      1.9,    150.0,      4.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051201,   1008.3,   1011.9,     19.5,     17.6,       89,      1.6,    140.0,      5.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051202,   1008.1,   1011.7,     19.6,     17.7,       89,      1.8,    140.0,      4.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051203,   1007.7,   1011.3,     19.6,     17.6,       88,      2.1,    160.0,      4.6,    150.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051204,   1007.8,   1011.4,     19.4,     17.9,       91,      1.0,    100.0,      3.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051205,   1007.5,   1011.1,     19.8,     17.2,       85,      1.8,    120.0,      3.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051206,   1008.4,   1012.0,     20.8,     16.2,       75,      1.9,    140.0,      5.1,    120.0,      0.0,      0.0,      0.0,     0.03,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051207,   1009.0,   1012.6,     21.6,     15.9,       70,      2.0,    130.0,      5.9,    130.0,     -9.8,      0.1,      0.0,     0.23,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051208,   1009.0,   1012.5,     22.3,     15.2,       64,      2.4,    140.0,      7.2,    130.0,      0.0,      0.0,      0.0,     0.49,     None,     0.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051209,   1009.3,   1012.8,     23.8,     14.8,       57,      4.3,    140.0,      8.6,    130.0,      0.0,      0.0,      0.3,     1.27,     None,     2.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051210,   1009.0,   1012.5,     24.6,     14.1,       52,      3.6,    130.0,      9.9,    140.0,      0.0,      0.0,      0.3,     1.81,     None,     4.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051211,   1008.7,   1012.2,     25.0,     13.3,       48,      3.5,    110.0,     10.6,    100.0,      0.0,      0.0,      0.3,     2.26,     None,     5.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051212,   1008.4,   1011.9,     25.3,     13.9,       49,      3.9,    110.0,      9.7,    100.0,      0.0,      0.0,      0.0,     1.88,     None,     5.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051213,   1007.6,   1011.1,     25.5,     14.0,       49,      3.0,    110.0,     10.2,    100.0,      0.0,      0.0,      0.2,     2.07,     None,     5.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051214,   1007.2,   1010.7,     26.4,     13.2,       44,      3.9,    100.0,     10.4,     90.0,      0.0,      0.0,      0.5,     2.29,     None,     5.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051215,   1006.7,   1010.2,     25.9,     13.4,       46,      3.6,    100.0,      9.8,     90.0,      0.0,      0.0,      0.3,     1.82,     None,     4.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051216,   1007.0,   1010.5,     25.4,     13.9,       49,      4.9,    100.0,     10.7,    100.0,      0.0,      0.0,      0.4,     1.52,     None,     2.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051217,   1007.4,   1010.9,     25.1,     14.6,       52,      3.4,    100.0,     10.7,    120.0,      0.0,      0.0,      0.4,     1.05,     None,     1.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051218,   1007.7,   1011.2,     24.5,     14.0,       52,      3.6,    100.0,     11.4,    110.0,      0.0,      0.0,      0.7,     0.54,     None,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051219,   1008.5,   1012.0,     24.1,     14.2,       54,      3.1,    110.0,      9.7,     90.0,      0.0,      0.0,      0.0,     0.06,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051220,   1008.9,   1012.4,     23.5,     14.5,       57,      2.5,    110.0,      8.4,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051221,   1009.3,   1012.8,     23.3,     14.6,       58,      2.6,    100.0,      8.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051222,   1009.8,   1013.3,     23.1,     14.9,       60,      2.7,    100.0,      8.1,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051223,   1009.4,   1012.9,     22.8,     15.2,       62,      2.6,    100.0,      6.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051224,   1009.0,   1012.5,     22.6,     15.7,       65,      2.3,    100.0,      6.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051301,   1008.4,   1011.9,     22.5,     15.9,       66,      2.2,    100.0,      6.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051302,   1008.5,   1012.0,     22.6,     15.9,       66,      2.0,    120.0,      6.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051303,   1008.5,   1012.0,     21.8,     16.5,       72,      1.0,    120.0,      4.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051304,   1008.6,   1012.2,     21.4,     16.8,       75,      0.9,    140.0,      3.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051305,   1008.7,   1012.3,     21.1,     16.9,       77,      0.8,    160.0,      2.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051306,   1009.5,   1013.1,     21.4,     16.8,       75,      1.0,    210.0,      2.9,    190.0,      0.0,      0.0,      0.4,     0.12,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051307,   1010.1,   1013.6,     23.0,     16.8,       68,      2.0,    190.0,      3.7,    180.0,      0.0,      0.0,      1.0,     0.76,     None,     0.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051308,   1010.2,   1013.7,     25.1,     18.1,       65,      1.2,    140.0,      3.8,    180.0,      0.0,      0.0,      1.0,     1.56,     None,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051309,   1010.1,   1013.6,     27.5,     18.5,       58,      0.7,     20.0,      2.2,    190.0,      0.0,      0.0,      1.0,     2.31,     None,     4.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051310,   1010.2,   1013.7,     28.5,     18.3,       54,      1.2,    270.0,      4.1,    330.0,      0.0,      0.0,      1.0,     2.99,     None,     6.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051311,   1010.0,   1013.5,     30.3,     20.6,       56,      1.4,    330.0,      3.8,     10.0,      0.0,      0.0,      1.0,     3.42,     None,     8.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051312,   1009.5,   1012.9,     31.5,     21.1,       54,      2.5,    330.0,      5.6,    340.0,      0.0,      0.0,      0.9,     3.47,     None,     9.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051313,   1009.0,   1012.4,     31.3,     20.6,       53,      2.7,    340.0,      6.1,    340.0,      0.0,      0.0,      1.0,     3.63,     None,     9.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025051314,   1008.4,   1011.8,     31.2,     20.2,       52,      2.9,    330.0,      6.2,    340.0,      0.0,      0.0,      1.0,     3.28,     None,     7.58,     None,     None,     None,     None,     None,     None,     None,     None
