﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025011617,   1022.4,   1026.1,     13.4,      8.5,       72,      2.0,    130.0,      5.8,     40.0,      0.0,      0.0,      0.0,     0.03,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011618,   1022.7,   1026.4,     13.4,      8.5,       72,      2.3,    110.0,      5.3,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011619,   1023.0,   1026.7,     13.6,      8.9,       73,      2.1,    130.0,      5.9,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011620,   1023.2,   1026.9,     13.4,      8.9,       74,      2.3,    160.0,      5.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011621,   1023.2,   1026.9,     13.4,      8.9,       74,      1.6,    150.0,      4.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011622,   1023.3,   1027.0,     13.8,      9.3,       74,      2.0,    100.0,      5.5,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011623,   1023.0,   1026.7,     13.6,      8.0,       69,      2.0,    100.0,      6.6,     90.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011624,   1022.8,   1026.5,     13.4,      8.5,       72,      1.1,    120.0,      5.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011701,   1022.4,   1026.1,     13.3,      7.7,       69,      1.4,    120.0,      5.7,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011702,   1022.0,   1025.7,     13.8,      6.2,       60,      1.8,    100.0,      5.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011703,   1021.8,   1025.5,     13.9,      5.8,       58,      1.3,    100.0,      5.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011704,   1021.8,   1025.5,     13.7,      5.6,       58,      1.4,     80.0,      4.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011705,   1022.0,   1025.7,     13.6,      5.3,       57,      1.3,    100.0,      6.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011706,   1022.6,   1026.3,     13.5,      4.4,       54,      2.1,     90.0,      6.7,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011707,   1023.0,   1026.7,     13.4,      4.3,       54,      1.7,    110.0,      7.3,     50.0,      0.0,      0.0,      0.0,     0.00,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011708,   1022.8,   1026.5,     13.6,      4.0,       52,      2.8,    100.0,      7.8,    110.0,      0.0,      0.0,      0.0,     0.15,     None,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011709,   1023.0,   1026.7,     14.1,      3.6,       49,      2.5,     80.0,     10.4,    100.0,      0.0,      0.0,      0.0,     0.48,     None,     0.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011710,   1022.6,   1026.3,     14.4,      4.7,       52,      4.6,    100.0,     11.1,    100.0,      0.0,      0.0,      0.0,     1.01,     None,     2.31,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011711,   1021.8,   1025.5,     14.8,      4.8,       51,      3.4,     90.0,     11.5,    100.0,      0.0,      0.0,      0.0,     1.31,     None,     3.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011712,   1020.9,   1024.6,     15.0,      4.7,       50,      3.5,    100.0,     10.7,     90.0,      0.0,      0.0,      0.0,     1.28,     None,     3.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011713,   1019.7,   1023.4,     15.1,      5.3,       52,      4.5,    100.0,     11.3,    120.0,      0.0,      0.0,      0.0,     1.30,     None,     3.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011714,   1019.5,   1023.2,     15.0,      5.5,       53,      4.3,    100.0,     12.9,    110.0,      0.0,      0.0,      0.1,     1.32,     None,     3.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011715,   1019.1,   1022.8,     15.0,      5.2,       52,      4.4,    100.0,     11.2,    100.0,      0.0,      0.0,      0.1,     1.01,     None,     2.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011716,   1019.2,   1022.9,     14.9,      5.2,       52,      4.8,    100.0,     12.0,    130.0,      0.0,      0.0,      0.0,     0.59,     None,     1.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011717,   1019.8,   1023.5,     14.9,      6.2,       56,      3.7,    100.0,     12.4,    100.0,      0.0,      0.0,      0.0,     0.22,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011718,   1020.2,   1023.9,     14.7,      6.0,       56,      3.5,    130.0,      9.8,     70.0,      0.0,      0.0,      0.2,     0.03,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011719,   1020.2,   1023.9,     14.3,      5.7,       56,      3.4,    120.0,      9.8,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011720,   1020.3,   1024.0,     13.8,      5.9,       59,      2.8,    110.0,      7.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011721,   1019.9,   1023.6,     13.8,      6.4,       61,      2.4,    110.0,      8.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011722,   1019.6,   1023.3,     13.9,      5.8,       58,      2.9,    110.0,      8.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011723,   1019.1,   1022.8,     14.3,      6.9,       61,      3.6,    110.0,     10.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011724,   1018.6,   1022.3,     14.0,      6.6,       61,      3.0,    100.0,      9.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011801,   1018.9,   1022.6,     14.2,      6.8,       61,      2.1,    130.0,      9.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011802,   1018.2,   1021.9,     14.1,      7.4,       64,      2.7,    120.0,      6.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011803,   1017.9,   1021.6,     14.1,      7.4,       64,      2.2,    110.0,      6.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011804,   1017.7,   1021.4,     14.1,      7.4,       64,      2.2,    110.0,      7.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011805,   1017.9,   1021.6,     13.9,      7.7,       66,      1.7,    110.0,      7.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011806,   1018.2,   1021.9,     14.2,      8.2,       67,      1.9,    120.0,      5.5,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011807,   1018.1,   1021.8,     14.4,      8.4,       67,      2.4,    100.0,      4.9,    100.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011808,   1018.3,   1022.0,     15.3,      8.5,       64,      2.6,    100.0,      5.7,     80.0,      0.0,      0.0,      0.6,     0.38,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011809,   1018.4,   1022.0,     17.1,      9.0,       59,      3.3,    120.0,      7.3,    130.0,      0.0,      0.0,      1.0,     1.07,     None,     1.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011810,   1017.7,   1021.3,     18.8,     10.1,       57,      4.1,    110.0,     10.8,    120.0,      0.0,      0.0,      1.0,     1.76,     None,     3.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011811,   1016.7,   1020.3,     19.9,     10.1,       53,      4.2,    120.0,     10.6,    120.0,      0.0,      0.0,      1.0,     2.33,     None,     5.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011812,   1015.5,   1019.1,     20.3,      9.0,       48,      3.6,    100.0,     10.5,    110.0,     -9.8,      0.1,      0.3,     1.97,     None,     5.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011813,   1014.4,   1018.0,     20.0,      8.7,       48,      2.8,    110.0,      8.6,     90.0,     -9.8,      0.2,      0.0,     1.31,     None,     3.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011814,   1013.7,   1017.3,     19.8,      9.1,       50,      2.8,    120.0,      8.5,     90.0,      0.0,      0.0,      0.0,     0.61,     None,     1.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011815,   1013.2,   1016.8,     19.3,      9.2,       52,      3.3,    100.0,      7.0,    100.0,      0.0,      0.0,      0.0,     0.38,     None,     1.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011816,   1013.4,   1017.0,     19.1,      9.6,       54,      3.2,    100.0,      8.1,    180.0,      0.0,      0.0,      0.0,     0.28,     None,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011817,   1013.5,   1017.1,     18.8,     10.1,       57,      2.6,    110.0,      6.6,    120.0,      0.0,      0.0,      0.0,     0.13,     None,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011818,   1013.8,   1017.4,     18.5,     10.1,       58,      2.5,    110.0,      6.3,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011819,   1013.9,   1017.5,     18.4,     10.3,       59,      2.1,    100.0,      5.9,     70.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011820,   1014.1,   1017.7,     18.4,     10.3,       59,      1.8,    110.0,      4.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011821,   1014.0,   1017.6,     17.7,     10.3,       62,      0.9,    170.0,      5.0,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011822,   1014.2,   1017.8,     17.8,      9.7,       59,      0.9,    160.0,      2.3,    200.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011823,   1014.3,   1017.9,     17.2,     11.3,       68,      1.7,    220.0,      4.1,    290.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011824,   1014.1,   1017.7,     16.8,     12.4,       75,      1.0,    290.0,      4.2,    300.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011901,   1013.6,   1017.2,     15.9,     13.4,       85,      0.4,    260.0,      3.6,    330.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011902,   1013.6,   1017.2,     15.8,     13.3,       85,      0.9,    300.0,      3.4,    330.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011903,   1013.7,   1017.3,     15.7,     14.1,       90,      1.0,    300.0,      4.2,    320.0,     -9.8,      0.7,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011904,   1013.3,   1016.9,     15.3,     14.2,       93,      1.1,    240.0,      2.9,    280.0,      0.5,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011905,   1013.3,   1016.9,     15.2,     13.6,       90,      0.9,    300.0,      2.5,    290.0,      0.5,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011906,   1014.0,   1017.6,     15.2,     14.1,       93,      1.0,    310.0,      2.6,    320.0,     -9.8,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011907,   1014.5,   1018.2,     14.8,     13.0,       89,      3.4,    320.0,      8.0,    340.0,      0.5,      0.5,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011908,   1014.8,   1018.5,     14.5,     12.9,       90,      1.2,    350.0,      7.0,    320.0,     -9.8,      0.1,      0.0,     0.03,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011909,   1015.1,   1018.8,     14.7,     13.3,       91,      1.0,    200.0,      2.9,    340.0,     -9.8,      0.2,      0.0,     0.06,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011910,   1015.1,   1018.8,     14.9,     13.1,       89,      0.7,    220.0,      2.1,    250.0,      0.0,      0.0,      0.0,     0.12,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011911,   1014.9,   1018.6,     15.0,     12.9,       87,      1.1,    180.0,      2.1,    310.0,     -9.8,      0.1,      0.0,     0.14,     None,     0.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011912,   1014.1,   1017.8,     14.9,     13.4,       91,      1.6,    210.0,      3.2,    190.0,     -9.8,      0.1,      0.0,     0.31,     None,     1.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011913,   1013.0,   1016.6,     15.3,     13.2,       87,      1.7,    200.0,      3.0,    230.0,      0.0,      0.0,      0.0,     0.53,     None,     1.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011914,   1012.3,   1015.9,     15.8,     12.7,       82,      0.7,    210.0,      3.0,    230.0,      0.0,      0.0,      0.0,     0.42,     None,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011915,   1011.9,   1015.5,     16.3,     12.5,       78,      1.0,    200.0,      2.2,    270.0,      0.0,      0.0,      0.0,     0.31,     None,     0.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011916,   1011.6,   1015.2,     16.4,     12.2,       76,      1.8,    230.0,      3.0,    230.0,      0.0,      0.0,      0.0,     0.54,     None,     1.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011917,   1012.1,   1015.7,     16.0,     12.4,       79,      1.0,    200.0,      2.4,    250.0,      0.0,      0.0,      0.0,     0.30,     None,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011918,   1012.7,   1016.3,     15.2,     12.7,       85,      1.1,    180.0,      3.0,    180.0,      0.0,      0.0,      0.0,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011919,   1013.3,   1016.9,     15.3,     10.3,       72,      1.9,     80.0,      4.9,     60.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011920,   1013.7,   1017.4,     14.4,     11.4,       82,      0.8,    200.0,      2.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011921,   1013.7,   1017.4,     13.6,     11.5,       87,      1.1,    190.0,      2.2,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011922,   1014.0,   1017.7,     13.3,     10.8,       85,      0.9,    190.0,      2.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011923,   1014.1,   1017.8,     12.8,     10.9,       88,      0.7,    180.0,      1.7,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025011924,   1014.3,   1018.0,     12.5,     10.6,       88,      1.3,    180.0,      2.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012001,   1014.4,   1018.1,     12.5,     10.4,       87,      0.8,    160.0,      3.6,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012002,   1014.4,   1018.1,     12.2,     10.1,       87,      1.1,    180.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012003,   1014.2,   1017.9,     12.1,      9.8,       86,      1.9,    180.0,      3.7,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012004,   1013.4,   1017.1,     12.3,      9.5,       83,      2.0,    180.0,      4.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012005,   1013.4,   1017.1,     11.6,      9.5,       87,      0.9,    140.0,      4.3,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012006,   1013.3,   1017.0,     11.1,      9.2,       88,      0.7,    190.0,      1.6,    130.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012007,   1013.1,   1016.8,     11.3,      9.4,       88,      0.9,    140.0,      1.5,    160.0,      0.0,      0.0,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012008,   1012.9,   1016.5,     15.3,      7.8,       61,      2.8,    130.0,      5.4,    130.0,      0.0,      0.0,      1.0,     0.37,     None,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012009,   1013.0,   1016.6,     17.6,      8.5,       55,      2.7,    100.0,      7.8,    120.0,      0.0,      0.0,      1.0,     1.08,     None,     1.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012010,   1013.2,   1016.8,     19.0,      8.4,       50,      4.0,    100.0,     10.6,     90.0,      0.0,      0.0,      1.0,     1.75,     None,     3.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012011,   1012.9,   1016.5,     20.2,      8.6,       47,      3.6,    100.0,     11.2,    100.0,      0.0,      0.0,      1.0,     2.25,     None,     4.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012012,   1012.3,   1015.9,     20.5,      7.5,       43,      4.1,     60.0,     11.1,     50.0,      0.0,      0.0,      1.0,     2.53,     None,     6.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012013,   1012.0,   1015.6,     19.7,      7.1,       44,      4.4,     60.0,     10.7,     50.0,      0.0,      0.0,      0.9,     2.41,     None,     5.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012014,   1012.1,   1015.7,     18.8,      7.6,       48,      3.0,     90.0,     10.7,     70.0,      0.0,      0.0,      0.2,     1.43,     None,     3.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012015,   1012.3,   1015.9,     18.2,      7.3,       49,      3.1,    100.0,     10.9,    100.0,      0.0,      0.0,      0.2,     1.12,     None,     2.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012016,   1012.7,   1016.3,     17.9,      7.6,       51,      3.1,     70.0,     11.5,     80.0,      0.0,      0.0,      0.0,     0.59,     None,     1.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012017,   1013.2,   1016.8,     17.5,      7.6,       52,      3.2,    100.0,      9.1,     60.0,      0.0,      0.0,      0.0,     0.20,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012018,   1013.7,   1017.3,     17.4,      7.7,       53,      3.1,    100.0,      8.4,    120.0,      0.0,      0.0,      0.0,     0.02,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012019,   1014.3,   1017.9,     17.2,      8.6,       57,      2.2,    120.0,      7.4,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012020,   1014.8,   1018.4,     17.1,      8.8,       58,      2.3,    110.0,      7.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012021,   1015.1,   1018.7,     17.1,      8.8,       58,      2.5,    110.0,      6.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012022,   1015.3,   1018.9,     17.1,      9.0,       59,      2.3,    140.0,      6.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012023,   1015.5,   1019.1,     16.9,      9.4,       61,      3.1,    130.0,      5.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012024,   1015.2,   1018.8,     16.5,      9.5,       63,      2.3,    110.0,      6.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012101,   1015.1,   1018.7,     16.2,      9.6,       65,      2.3,    100.0,      6.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012102,   1014.7,   1018.3,     15.8,      9.7,       67,      2.5,    100.0,      5.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012103,   1015.8,   1019.4,     15.7,      9.6,       67,      2.7,     90.0,      6.6,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012104,   1015.5,   1019.1,     15.6,      9.5,       67,      2.5,    100.0,      8.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012105,   1015.5,   1019.1,     15.7,      9.4,       66,      2.7,    100.0,      6.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012106,   1015.6,   1019.2,     15.7,      9.4,       66,      3.0,    100.0,      7.1,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012107,   1016.1,   1019.7,     15.8,      9.5,       66,      2.5,    110.0,      7.1,    120.0,      0.0,      0.0,      0.0,     0.01,     None,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012108,   1016.5,   1020.1,     16.3,      9.7,       65,      3.2,    110.0,      7.5,    120.0,      0.0,      0.0,      0.7,     0.31,     None,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012109,   1016.5,   1020.1,     17.7,      9.9,       60,      4.6,    100.0,     10.8,     80.0,      0.0,      0.0,      1.0,     0.94,     None,     1.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012110,   1016.1,   1019.7,     19.1,      9.9,       55,      4.2,    100.0,     10.7,     80.0,      0.0,      0.0,      1.0,     1.62,     None,     2.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012111,   1015.2,   1018.8,     19.9,     10.1,       53,      5.6,    100.0,     11.6,     90.0,      0.0,      0.0,      1.0,     2.17,     None,     4.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012112,   1014.2,   1017.8,     20.9,     10.1,       50,      3.3,    100.0,     12.0,     90.0,      0.0,      0.0,      1.0,     2.47,     None,     5.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012113,   1013.1,   1016.7,     21.6,     10.8,       50,      4.8,    130.0,     10.8,    130.0,      0.0,      0.0,      1.0,     2.52,     None,     5.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012114,   1012.6,   1016.2,     21.9,     10.7,       49,      3.8,    140.0,     11.4,    160.0,      0.0,      0.0,      1.0,     2.38,     None,     5.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012115,   1012.5,   1016.1,     20.9,     10.7,       52,      4.6,    110.0,     12.9,    130.0,      0.0,      0.0,      1.0,     1.97,     None,     3.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025012116,   1012.9,   1016.5,     19.6,     10.9,       57,      5.4,    110.0,     13.3,    140.0,      0.0,      0.0,      0.9,     1.05,     None,     1.52,     None,     None,     None,     None,     None,     None,     None,     None
