Time,kW,Building,Temperature,Hour,Month,Is_Weekend
2025-01-01 00:00:00,27.94,共同教學館,16.0,0,1,0
2025-01-01 01:00:00,26.92,共同教學館,16.0,1,1,0
2025-01-01 02:00:00,29.12,共同教學館,16.1,2,1,0
2025-01-01 03:00:00,28.23,共同教學館,16.3,3,1,0
2025-01-01 04:00:00,27.91,共同教學館,16.2,4,1,0
2025-01-01 05:00:00,28.42,共同教學館,16.5,5,1,0
2025-01-01 06:00:00,30.56,共同教學館,16.6,6,1,0
2025-01-01 07:00:00,31.62,共同教學館,16.6,7,1,0
2025-01-01 08:00:00,29.25,共同教學館,17.0,8,1,0
2025-01-01 09:00:00,27.98,共同教學館,17.4,9,1,0
2025-01-01 10:00:00,29.48,共同教學館,17.6,10,1,0
2025-01-01 11:00:00,25.73,共同教學館,17.1,11,1,0
2025-01-01 12:00:00,26.99,共同教學館,16.2,12,1,0
2025-01-01 13:00:00,27.99,共同教學館,16.7,13,1,0
2025-01-01 14:00:00,29.97,共同教學館,16.9,14,1,0
2025-01-01 15:00:00,30.8,共同教學館,16.3,15,1,0
2025-01-01 16:00:00,28.24,共同教學館,16.2,16,1,0
2025-01-01 17:00:00,27.19,共同教學館,15.9,17,1,0
2025-01-01 18:00:00,27.47,共同教學館,16.2,18,1,0
2025-01-01 19:00:00,29.75,共同教學館,16.2,19,1,0
2025-01-01 20:00:00,30.08,共同教學館,16.4,20,1,0
2025-01-01 21:00:00,27.02,共同教學館,16.3,21,1,0
2025-01-01 22:00:00,30.97,共同教學館,16.4,22,1,0
2025-01-01 23:00:00,32.19,共同教學館,16.6,23,1,0
2025-01-02 00:00:00,27.47,共同教學館,16.6,0,1,0
2025-01-02 01:00:00,27.82,共同教學館,16.7,1,1,0
2025-01-02 02:00:00,27.67,共同教學館,16.7,2,1,0
2025-01-02 03:00:00,28.27,共同教學館,16.6,3,1,0
2025-01-02 04:00:00,27.96,共同教學館,16.5,4,1,0
2025-01-02 05:00:00,32.25,共同教學館,16.0,5,1,0
2025-01-02 06:00:00,31.1,共同教學館,15.8,6,1,0
2025-01-02 07:00:00,28.77,共同教學館,15.8,7,1,0
2025-01-02 08:00:00,29.54,共同教學館,16.2,8,1,0
2025-01-02 09:00:00,28.98,共同教學館,16.6,9,1,0
2025-01-02 10:00:00,30.74,共同教學館,16.7,10,1,0
2025-01-02 11:00:00,28.68,共同教學館,17.7,11,1,0
2025-01-02 12:00:00,31.02,共同教學館,19.0,12,1,0
2025-01-02 13:00:00,31.29,共同教學館,18.9,13,1,0
2025-01-02 14:00:00,31.94,共同教學館,18.7,14,1,0
2025-01-02 15:00:00,31.72,共同教學館,19.0,15,1,0
2025-01-02 16:00:00,29.26,共同教學館,18.7,16,1,0
2025-01-02 17:00:00,29.19,共同教學館,18.6,17,1,0
2025-01-02 18:00:00,28.11,共同教學館,18.3,18,1,0
2025-01-02 19:00:00,29.59,共同教學館,18.4,19,1,0
2025-01-02 20:00:00,28.6,共同教學館,17.9,20,1,0
2025-01-02 21:00:00,28.9,共同教學館,17.1,21,1,0
2025-01-02 22:00:00,29.22,共同教學館,16.8,22,1,0
2025-01-02 23:00:00,28.2,共同教學館,16.8,23,1,0
2025-01-03 00:00:00,27.25,共同教學館,16.6,0,1,0
2025-01-03 01:00:00,27.69,共同教學館,16.5,1,1,0
2025-01-03 02:00:00,27.95,共同教學館,16.2,2,1,0
2025-01-03 03:00:00,27.61,共同教學館,16.0,3,1,0
2025-01-03 04:00:00,27.61,共同教學館,16.5,4,1,0
2025-01-03 05:00:00,29.3,共同教學館,16.6,5,1,0
2025-01-03 06:00:00,32.02,共同教學館,16.6,6,1,0
2025-01-03 07:00:00,29.16,共同教學館,16.6,7,1,0
2025-01-03 08:00:00,32.1,共同教學館,16.8,8,1,0
2025-01-03 09:00:00,28.33,共同教學館,16.9,9,1,0
2025-01-03 10:00:00,29.75,共同教學館,17.2,10,1,0
2025-01-03 11:00:00,31.35,共同教學館,17.1,11,1,0
2025-01-03 12:00:00,29.81,共同教學館,16.6,12,1,0
2025-01-03 13:00:00,29.61,共同教學館,16.5,13,1,0
2025-01-03 14:00:00,29.56,共同教學館,16.9,14,1,0
2025-01-03 15:00:00,29.54,共同教學館,17.0,15,1,0
2025-01-03 16:00:00,28.74,共同教學館,17.1,16,1,0
2025-01-03 17:00:00,28.34,共同教學館,16.5,17,1,0
2025-01-03 18:00:00,28.95,共同教學館,16.8,18,1,0
2025-01-03 19:00:00,28.32,共同教學館,16.9,19,1,0
2025-01-03 20:00:00,28.67,共同教學館,16.5,20,1,0
2025-01-03 21:00:00,27.48,共同教學館,16.4,21,1,0
2025-01-03 22:00:00,27.76,共同教學館,16.5,22,1,0
2025-01-03 23:00:00,28.4,共同教學館,17.0,23,1,0
2025-01-04 00:00:00,27.09,共同教學館,16.8,0,1,1
2025-01-04 01:00:00,27.91,共同教學館,16.6,1,1,1
2025-01-04 02:00:00,27.77,共同教學館,16.4,2,1,1
2025-01-04 03:00:00,26.36,共同教學館,16.4,3,1,1
2025-01-04 04:00:00,26.63,共同教學館,16.4,4,1,1
2025-01-04 05:00:00,28.17,共同教學館,16.5,5,1,1
2025-01-04 06:00:00,27.05,共同教學館,16.9,6,1,1
2025-01-04 07:00:00,26.07,共同教學館,17.3,7,1,1
2025-01-04 08:00:00,32.01,共同教學館,16.8,8,1,1
2025-01-04 09:00:00,35.65,共同教學館,17.2,9,1,1
2025-01-04 10:00:00,35.52,共同教學館,18.0,10,1,1
2025-01-04 11:00:00,38.56,共同教學館,18.6,11,1,1
2025-01-04 12:00:00,39.37,共同教學館,19.5,12,1,1
2025-01-04 13:00:00,39.23,共同教學館,19.0,13,1,1
2025-01-04 14:00:00,41.19,共同教學館,19.4,14,1,1
2025-01-04 15:00:00,37.82,共同教學館,19.5,15,1,1
2025-01-04 16:00:00,38.91,共同教學館,18.7,16,1,1
2025-01-04 17:00:00,40.61,共同教學館,18.2,17,1,1
2025-01-04 18:00:00,28.39,共同教學館,17.8,18,1,1
2025-01-04 19:00:00,26.91,共同教學館,17.8,19,1,1
2025-01-04 20:00:00,27.49,共同教學館,18.1,20,1,1
2025-01-04 21:00:00,29.24,共同教學館,18.4,21,1,1
2025-01-04 22:00:00,27.62,共同教學館,18.5,22,1,1
2025-01-04 23:00:00,29.05,共同教學館,18.6,23,1,1
2025-01-05 00:00:00,28.26,共同教學館,18.7,0,1,1
2025-01-05 01:00:00,27.15,共同教學館,18.7,1,1,1
2025-01-05 02:00:00,27.07,共同教學館,18.6,2,1,1
2025-01-05 03:00:00,26.76,共同教學館,18.4,3,1,1
2025-01-05 04:00:00,28.33,共同教學館,17.6,4,1,1
2025-01-05 05:00:00,28.52,共同教學館,17.1,5,1,1
2025-01-05 06:00:00,28.25,共同教學館,17.0,6,1,1
2025-01-05 07:00:00,26.9,共同教學館,16.8,7,1,1
2025-01-05 08:00:00,27.82,共同教學館,17.2,8,1,1
2025-01-05 09:00:00,28.49,共同教學館,18.5,9,1,1
2025-01-05 10:00:00,28.87,共同教學館,19.7,10,1,1
2025-01-05 11:00:00,30.98,共同教學館,20.8,11,1,1
2025-01-05 12:00:00,29.69,共同教學館,22.5,12,1,1
2025-01-05 13:00:00,30.58,共同教學館,19.9,13,1,1
2025-01-05 14:00:00,32.07,共同教學館,19.4,14,1,1
2025-01-05 15:00:00,31.31,共同教學館,18.5,15,1,1
2025-01-05 16:00:00,30.93,共同教學館,18.8,16,1,1
2025-01-05 17:00:00,28.73,共同教學館,18.3,17,1,1
2025-01-05 18:00:00,28.8,共同教學館,18.0,18,1,1
2025-01-05 19:00:00,27.55,共同教學館,17.7,19,1,1
2025-01-05 20:00:00,28.53,共同教學館,17.6,20,1,1
2025-01-05 21:00:00,28.46,共同教學館,17.7,21,1,1
2025-01-05 22:00:00,27.97,共同教學館,17.7,22,1,1
2025-01-05 23:00:00,30.6,共同教學館,17.7,23,1,1
2025-01-06 00:00:00,28.49,共同教學館,17.4,0,1,0
2025-01-06 01:00:00,30.13,共同教學館,16.5,1,1,0
2025-01-06 02:00:00,29.15,共同教學館,16.6,2,1,0
2025-01-06 03:00:00,27.86,共同教學館,16.7,3,1,0
2025-01-06 04:00:00,29.48,共同教學館,15.4,4,1,0
2025-01-06 05:00:00,30.13,共同教學館,15.2,5,1,0
2025-01-06 06:00:00,33.43,共同教學館,15.4,6,1,0
2025-01-06 07:00:00,32.44,共同教學館,14.9,7,1,0
2025-01-06 08:00:00,30.56,共同教學館,16.8,8,1,0
2025-01-06 09:00:00,29.73,共同教學館,17.7,9,1,0
2025-01-06 10:00:00,29.73,共同教學館,18.4,10,1,0
2025-01-06 11:00:00,30.49,共同教學館,18.9,11,1,0
2025-01-06 12:00:00,31.36,共同教學館,18.7,12,1,0
2025-01-06 13:00:00,30.87,共同教學館,18.3,13,1,0
2025-01-06 14:00:00,30.52,共同教學館,18.3,14,1,0
2025-01-06 15:00:00,30.26,共同教學館,18.4,15,1,0
2025-01-06 16:00:00,27.71,共同教學館,17.3,16,1,0
2025-01-06 17:00:00,29.19,共同教學館,17.0,17,1,0
2025-01-06 18:00:00,29.31,共同教學館,16.8,18,1,0
2025-01-06 19:00:00,30.3,共同教學館,16.8,19,1,0
2025-01-06 20:00:00,31.99,共同教學館,16.5,20,1,0
2025-01-06 21:00:00,27.7,共同教學館,15.9,21,1,0
2025-01-06 22:00:00,30.34,共同教學館,15.6,22,1,0
2025-01-06 23:00:00,31.83,共同教學館,15.4,23,1,0
2025-01-07 00:00:00,30.21,共同教學館,15.1,0,1,0
2025-01-07 01:00:00,27.48,共同教學館,15.1,1,1,0
2025-01-07 02:00:00,27.37,共同教學館,14.9,2,1,0
2025-01-07 03:00:00,27.93,共同教學館,14.7,3,1,0
2025-01-07 04:00:00,28.23,共同教學館,14.5,4,1,0
2025-01-07 05:00:00,28.95,共同教學館,14.4,5,1,0
2025-01-07 06:00:00,30.81,共同教學館,14.5,6,1,0
2025-01-07 07:00:00,30.26,共同教學館,14.6,7,1,0
2025-01-07 08:00:00,32.88,共同教學館,15.1,8,1,0
2025-01-07 09:00:00,33.2,共同教學館,16.6,9,1,0
2025-01-07 10:00:00,33.16,共同教學館,17.4,10,1,0
2025-01-07 11:00:00,29.36,共同教學館,17.7,11,1,0
2025-01-07 12:00:00,32.77,共同教學館,18.1,12,1,0
2025-01-07 13:00:00,30.9,共同教學館,17.4,13,1,0
2025-01-07 14:00:00,31.11,共同教學館,17.0,14,1,0
2025-01-07 15:00:00,32.36,共同教學館,17.2,15,1,0
2025-01-07 16:00:00,29.79,共同教學館,16.7,16,1,0
2025-01-07 17:00:00,34.59,共同教學館,16.4,17,1,0
2025-01-07 18:00:00,34.01,共同教學館,16.4,18,1,0
2025-01-07 19:00:00,31.65,共同教學館,16.3,19,1,0
2025-01-07 20:00:00,28.97,共同教學館,16.2,20,1,0
2025-01-07 21:00:00,32.43,共同教學館,16.1,21,1,0
2025-01-07 22:00:00,30.67,共同教學館,16.0,22,1,0
2025-01-07 23:00:00,31.12,共同教學館,15.9,23,1,0
2025-01-08 00:00:00,29.78,共同教學館,15.9,0,1,0
2025-01-08 01:00:00,27.99,共同教學館,15.7,1,1,0
2025-01-08 02:00:00,27.96,共同教學館,15.4,2,1,0
2025-01-08 03:00:00,27.68,共同教學館,15.5,3,1,0
2025-01-08 04:00:00,27.92,共同教學館,15.6,4,1,0
2025-01-08 05:00:00,29.04,共同教學館,15.7,5,1,0
2025-01-08 06:00:00,32.24,共同教學館,15.8,6,1,0
2025-01-08 07:00:00,30.48,共同教學館,15.6,7,1,0
2025-01-08 08:00:00,36.16,共同教學館,15.5,8,1,0
2025-01-08 09:00:00,35.89,共同教學館,15.3,9,1,0
2025-01-08 10:00:00,30.67,共同教學館,15.1,10,1,0
2025-01-08 11:00:00,28.2,共同教學館,16.2,11,1,0
2025-01-08 12:00:00,31.11,共同教學館,16.7,12,1,0
2025-01-08 13:00:00,29.51,共同教學館,16.5,13,1,0
2025-01-08 14:00:00,30.22,共同教學館,16.8,14,1,0
2025-01-08 15:00:00,28.81,共同教學館,17.0,15,1,0
2025-01-08 16:00:00,27.92,共同教學館,17.1,16,1,0
2025-01-08 17:00:00,28.88,共同教學館,16.4,17,1,0
2025-01-08 18:00:00,27.97,共同教學館,15.9,18,1,0
2025-01-08 19:00:00,29.39,共同教學館,16.2,19,1,0
2025-01-08 20:00:00,30.08,共同教學館,16.7,20,1,0
2025-01-08 21:00:00,27.78,共同教學館,16.7,21,1,0
2025-01-08 22:00:00,30.4,共同教學館,16.8,22,1,0
2025-01-08 23:00:00,32.2,共同教學館,16.7,23,1,0
2025-01-09 00:00:00,28.17,共同教學館,16.5,0,1,0
2025-01-09 01:00:00,27.78,共同教學館,16.2,1,1,0
2025-01-09 02:00:00,27.07,共同教學館,15.7,2,1,0
2025-01-09 03:00:00,27.51,共同教學館,15.5,3,1,0
2025-01-09 04:00:00,27.75,共同教學館,15.3,4,1,0
2025-01-09 05:00:00,29.08,共同教學館,15.7,5,1,0
2025-01-09 06:00:00,32.43,共同教學館,15.9,6,1,0
2025-01-09 07:00:00,32.34,共同教學館,16.0,7,1,0
2025-01-09 08:00:00,28.92,共同教學館,16.1,8,1,0
2025-01-09 09:00:00,36.09,共同教學館,15.9,9,1,0
2025-01-09 10:00:00,32.0,共同教學館,15.8,10,1,0
2025-01-09 11:00:00,29.78,共同教學館,15.9,11,1,0
2025-01-09 12:00:00,31.64,共同教學館,15.6,12,1,0
2025-01-09 13:00:00,29.89,共同教學館,15.3,13,1,0
2025-01-09 14:00:00,31.62,共同教學館,14.9,14,1,0
2025-01-09 15:00:00,31.38,共同教學館,14.5,15,1,0
2025-01-09 16:00:00,27.77,共同教學館,14.0,16,1,0
2025-01-09 17:00:00,28.5,共同教學館,13.7,17,1,0
2025-01-09 18:00:00,28.41,共同教學館,13.3,18,1,0
2025-01-09 19:00:00,29.11,共同教學館,13.0,19,1,0
2025-01-09 20:00:00,29.09,共同教學館,13.0,20,1,0
2025-01-09 21:00:00,30.37,共同教學館,13.0,21,1,0
2025-01-09 22:00:00,26.76,共同教學館,12.6,22,1,0
2025-01-09 23:00:00,25.83,共同教學館,12.8,23,1,0
2025-01-10 00:00:00,26.68,共同教學館,12.9,0,1,0
2025-01-10 01:00:00,27.32,共同教學館,12.5,1,1,0
2025-01-10 02:00:00,27.76,共同教學館,12.0,2,1,0
2025-01-10 03:00:00,27.93,共同教學館,12.1,3,1,0
2025-01-10 04:00:00,28.4,共同教學館,12.2,4,1,0
2025-01-10 05:00:00,31.33,共同教學館,12.3,5,1,0
2025-01-10 06:00:00,30.83,共同教學館,12.4,6,1,0
2025-01-10 07:00:00,27.73,共同教學館,11.9,7,1,0
2025-01-10 08:00:00,26.49,共同教學館,12.0,8,1,0
2025-01-10 09:00:00,29.35,共同教學館,11.7,9,1,0
2025-01-10 10:00:00,27.72,共同教學館,11.9,10,1,0
2025-01-10 11:00:00,27.61,共同教學館,12.1,11,1,0
2025-01-10 12:00:00,27.67,共同教學館,12.0,12,1,0
2025-01-10 13:00:00,27.88,共同教學館,11.7,13,1,0
2025-01-10 14:00:00,30.35,共同教學館,11.9,14,1,0
2025-01-10 15:00:00,28.84,共同教學館,11.8,15,1,0
2025-01-10 16:00:00,27.36,共同教學館,11.8,16,1,0
2025-01-10 17:00:00,27.15,共同教學館,11.9,17,1,0
2025-01-10 18:00:00,28.91,共同教學館,12.3,18,1,0
2025-01-10 19:00:00,27.36,共同教學館,12.2,19,1,0
2025-01-10 20:00:00,29.03,共同教學館,12.1,20,1,0
2025-01-10 21:00:00,28.04,共同教學館,12.2,21,1,0
2025-01-10 22:00:00,28.14,共同教學館,12.6,22,1,0
2025-01-10 23:00:00,28.75,共同教學館,12.1,23,1,0
2025-01-11 00:00:00,26.56,共同教學館,12.4,0,1,1
2025-01-11 01:00:00,26.78,共同教學館,12.5,1,1,1
2025-01-11 02:00:00,28.33,共同教學館,12.7,2,1,1
2025-01-11 03:00:00,26.47,共同教學館,12.7,3,1,1
2025-01-11 04:00:00,26.98,共同教學館,12.8,4,1,1
2025-01-11 05:00:00,27.61,共同教學館,12.4,5,1,1
2025-01-11 06:00:00,26.61,共同教學館,11.5,6,1,1
2025-01-11 07:00:00,27.11,共同教學館,11.6,7,1,1
2025-01-11 08:00:00,33.57,共同教學館,12.5,8,1,1
2025-01-11 09:00:00,33.63,共同教學館,12.7,9,1,1
2025-01-11 10:00:00,33.44,共同教學館,13.1,10,1,1
2025-01-11 11:00:00,32.66,共同教學館,13.6,11,1,1
2025-01-11 12:00:00,39.31,共同教學館,13.9,12,1,1
2025-01-11 13:00:00,40.76,共同教學館,13.3,13,1,1
2025-01-11 14:00:00,37.62,共同教學館,13.1,14,1,1
2025-01-11 15:00:00,39.14,共同教學館,12.4,15,1,1
2025-01-11 16:00:00,38.91,共同教學館,12.4,16,1,1
2025-01-11 17:00:00,31.21,共同教學館,12.6,17,1,1
2025-01-11 18:00:00,27.36,共同教學館,12.2,18,1,1
2025-01-11 19:00:00,28.12,共同教學館,12.2,19,1,1
2025-01-11 20:00:00,27.55,共同教學館,11.9,20,1,1
2025-01-11 21:00:00,28.62,共同教學館,12.0,21,1,1
2025-01-11 22:00:00,26.86,共同教學館,12.0,22,1,1
2025-01-11 23:00:00,27.95,共同教學館,12.0,23,1,1
2025-01-12 00:00:00,26.64,共同教學館,12.1,0,1,1
2025-01-12 01:00:00,26.84,共同教學館,12.1,1,1,1
2025-01-12 02:00:00,29.17,共同教學館,12.1,2,1,1
2025-01-12 03:00:00,27.83,共同教學館,12.0,3,1,1
2025-01-12 04:00:00,28.12,共同教學館,12.0,4,1,1
2025-01-12 05:00:00,27.95,共同教學館,12.1,5,1,1
2025-01-12 06:00:00,28.55,共同教學館,12.1,6,1,1
2025-01-12 07:00:00,26.22,共同教學館,11.2,7,1,1
2025-01-12 08:00:00,26.63,共同教學館,12.2,8,1,1
2025-01-12 09:00:00,26.72,共同教學館,14.1,9,1,1
2025-01-12 10:00:00,28.84,共同教學館,14.0,10,1,1
2025-01-12 11:00:00,26.94,共同教學館,15.2,11,1,1
2025-01-12 12:00:00,29.23,共同教學館,16.0,12,1,1
2025-01-12 13:00:00,27.44,共同教學館,16.5,13,1,1
2025-01-12 14:00:00,29.37,共同教學館,17.4,14,1,1
2025-01-12 15:00:00,27.82,共同教學館,17.0,15,1,1
2025-01-12 16:00:00,27.04,共同教學館,15.8,16,1,1
2025-01-12 17:00:00,27.41,共同教學館,14.7,17,1,1
2025-01-12 18:00:00,27.99,共同教學館,14.1,18,1,1
2025-01-12 19:00:00,26.98,共同教學館,13.6,19,1,1
2025-01-12 20:00:00,27.99,共同教學館,12.9,20,1,1
2025-01-12 21:00:00,28.03,共同教學館,12.6,21,1,1
2025-01-12 22:00:00,27.76,共同教學館,11.8,22,1,1
2025-01-12 23:00:00,32.85,共同教學館,12.8,23,1,1
2025-01-13 00:00:00,27.04,共同教學館,13.3,0,1,0
2025-01-13 01:00:00,27.25,共同教學館,13.2,1,1,0
2025-01-13 02:00:00,28.47,共同教學館,12.9,2,1,0
2025-01-13 03:00:00,27.52,共同教學館,12.8,3,1,0
2025-01-13 04:00:00,27.24,共同教學館,12.5,4,1,0
2025-01-13 05:00:00,29.33,共同教學館,12.6,5,1,0
2025-01-13 06:00:00,33.57,共同教學館,12.6,6,1,0
2025-01-13 07:00:00,30.81,共同教學館,12.7,7,1,0
2025-01-13 08:00:00,30.76,共同教學館,13.4,8,1,0
2025-01-13 09:00:00,30.6,共同教學館,15.8,9,1,0
2025-01-13 10:00:00,30.44,共同教學館,17.4,10,1,0
2025-01-13 11:00:00,29.24,共同教學館,19.0,11,1,0
2025-01-13 12:00:00,29.3,共同教學館,18.8,12,1,0
2025-01-13 13:00:00,31.4,共同教學館,19.2,13,1,0
2025-01-13 14:00:00,31.43,共同教學館,19.1,14,1,0
2025-01-13 15:00:00,29.97,共同教學館,19.0,15,1,0
2025-01-13 16:00:00,29.45,共同教學館,18.2,16,1,0
2025-01-13 17:00:00,29.63,共同教學館,17.3,17,1,0
2025-01-13 18:00:00,32.39,共同教學館,16.6,18,1,0
2025-01-13 19:00:00,31.34,共同教學館,16.1,19,1,0
2025-01-13 20:00:00,28.33,共同教學館,16.0,20,1,0
2025-01-13 21:00:00,27.91,共同教學館,16.0,21,1,0
2025-01-13 22:00:00,30.7,共同教學館,16.0,22,1,0
2025-01-13 23:00:00,31.94,共同教學館,15.9,23,1,0
2025-01-14 00:00:00,27.75,共同教學館,16.0,0,1,0
2025-01-14 01:00:00,27.93,共同教學館,16.0,1,1,0
2025-01-14 02:00:00,27.42,共同教學館,16.1,2,1,0
2025-01-14 03:00:00,27.03,共同教學館,16.2,3,1,0
2025-01-14 04:00:00,28.45,共同教學館,16.1,4,1,0
2025-01-14 05:00:00,28.6,共同教學館,16.2,5,1,0
2025-01-14 06:00:00,31.32,共同教學館,15.9,6,1,0
2025-01-14 07:00:00,30.43,共同教學館,15.3,7,1,0
2025-01-14 08:00:00,30.92,共同教學館,16.3,8,1,0
2025-01-14 09:00:00,31.27,共同教學館,18.7,9,1,0
2025-01-14 10:00:00,30.47,共同教學館,20.9,10,1,0
2025-01-14 11:00:00,28.88,共同教學館,22.6,11,1,0
2025-01-14 12:00:00,29.62,共同教學館,24.0,12,1,0
2025-01-14 13:00:00,31.16,共同教學館,24.1,13,1,0
2025-01-14 14:00:00,34.8,共同教學館,23.5,14,1,0
2025-01-14 15:00:00,33.6,共同教學館,23.0,15,1,0
2025-01-14 16:00:00,31.97,共同教學館,22.1,16,1,0
2025-01-14 17:00:00,30.01,共同教學館,20.4,17,1,0
2025-01-14 18:00:00,31.0,共同教學館,19.2,18,1,0
2025-01-14 19:00:00,29.06,共同教學館,18.6,19,1,0
2025-01-14 20:00:00,28.95,共同教學館,18.2,20,1,0
2025-01-14 21:00:00,33.09,共同教學館,18.2,21,1,0
2025-01-14 22:00:00,28.28,共同教學館,18.1,22,1,0
2025-01-14 23:00:00,31.29,共同教學館,17.8,23,1,0
2025-01-15 00:00:00,28.2,共同教學館,17.9,0,1,0
2025-01-15 01:00:00,28.18,共同教學館,17.4,1,1,0
2025-01-15 02:00:00,28.69,共同教學館,17.2,2,1,0
2025-01-15 03:00:00,28.84,共同教學館,16.6,3,1,0
2025-01-15 04:00:00,28.21,共同教學館,15.4,4,1,0
2025-01-15 05:00:00,30.9,共同教學館,15.3,5,1,0
2025-01-15 06:00:00,32.32,共同教學館,15.4,6,1,0
2025-01-15 07:00:00,30.33,共同教學館,15.4,7,1,0
2025-01-15 08:00:00,31.01,共同教學館,15.4,8,1,0
2025-01-15 09:00:00,32.02,共同教學館,15.6,9,1,0
2025-01-15 10:00:00,31.23,共同教學館,15.1,10,1,0
2025-01-15 11:00:00,29.6,共同教學館,15.0,11,1,0
2025-01-15 12:00:00,31.72,共同教學館,15.2,12,1,0
2025-01-15 13:00:00,35.62,共同教學館,14.8,13,1,0
2025-01-15 14:00:00,32.67,共同教學館,14.8,14,1,0
2025-01-15 15:00:00,33.98,共同教學館,14.5,15,1,0
2025-01-15 16:00:00,31.3,共同教學館,14.2,16,1,0
2025-01-15 17:00:00,28.5,共同教學館,14.1,17,1,0
2025-01-15 18:00:00,29.26,共同教學館,14.2,18,1,0
2025-01-15 19:00:00,29.26,共同教學館,13.7,19,1,0
2025-01-15 20:00:00,30.58,共同教學館,13.6,20,1,0
2025-01-15 21:00:00,36.2,共同教學館,13.5,21,1,0
2025-01-15 22:00:00,33.45,共同教學館,13.0,22,1,0
2025-01-15 23:00:00,33.44,共同教學館,12.9,23,1,0
2025-01-16 00:00:00,28.26,共同教學館,12.9,0,1,0
2025-01-16 01:00:00,30.81,共同教學館,12.9,1,1,0
2025-01-16 02:00:00,29.62,共同教學館,13.0,2,1,0
2025-01-16 03:00:00,28.81,共同教學館,13.0,3,1,0
2025-01-16 04:00:00,28.64,共同教學館,12.8,4,1,0
2025-01-16 05:00:00,31.76,共同教學館,12.8,5,1,0
2025-01-16 06:00:00,31.88,共同教學館,12.6,6,1,0
2025-01-16 07:00:00,31.49,共同教學館,12.9,7,1,0
2025-01-16 08:00:00,31.74,共同教學館,13.4,8,1,0
2025-01-16 09:00:00,29.54,共同教學館,14.0,9,1,0
2025-01-16 10:00:00,34.96,共同教學館,14.0,10,1,0
2025-01-16 11:00:00,30.0,共同教學館,16.5,11,1,0
2025-01-16 12:00:00,30.27,共同教學館,15.9,12,1,0
2025-01-16 13:00:00,29.08,共同教學館,16.1,13,1,0
2025-01-16 14:00:00,30.36,共同教學館,15.6,14,1,0
2025-01-16 15:00:00,31.04,共同教學館,14.9,15,1,0
2025-01-16 16:00:00,30.84,共同教學館,14.2,16,1,0
2025-01-16 17:00:00,28.64,共同教學館,13.4,17,1,0
2025-01-16 18:00:00,30.36,共同教學館,13.4,18,1,0
2025-01-16 19:00:00,30.45,共同教學館,13.6,19,1,0
2025-01-16 20:00:00,28.88,共同教學館,13.4,20,1,0
2025-01-16 21:00:00,28.75,共同教學館,13.4,21,1,0
2025-01-16 22:00:00,29.82,共同教學館,13.8,22,1,0
2025-01-16 23:00:00,27.94,共同教學館,13.6,23,1,0
2025-01-17 00:00:00,30.95,共同教學館,13.4,0,1,0
2025-01-17 01:00:00,28.32,共同教學館,13.3,1,1,0
2025-01-17 02:00:00,30.59,共同教學館,13.8,2,1,0
2025-01-17 03:00:00,27.91,共同教學館,13.9,3,1,0
2025-01-17 04:00:00,28.34,共同教學館,13.7,4,1,0
2025-01-17 05:00:00,31.01,共同教學館,13.6,5,1,0
2025-01-17 06:00:00,32.6,共同教學館,13.5,6,1,0
2025-01-17 07:00:00,32.59,共同教學館,13.4,7,1,0
2025-01-17 08:00:00,31.76,共同教學館,13.6,8,1,0
2025-01-17 09:00:00,31.22,共同教學館,14.1,9,1,0
2025-01-17 10:00:00,32.06,共同教學館,14.4,10,1,0
2025-01-17 11:00:00,30.36,共同教學館,14.8,11,1,0
2025-01-17 12:00:00,39.97,共同教學館,15.0,12,1,0
2025-01-17 13:00:00,39.51,共同教學館,15.1,13,1,0
2025-01-17 14:00:00,40.7,共同教學館,15.0,14,1,0
2025-01-17 15:00:00,39.39,共同教學館,15.0,15,1,0
2025-01-17 16:00:00,38.63,共同教學館,14.9,16,1,0
2025-01-17 17:00:00,31.51,共同教學館,14.9,17,1,0
2025-01-17 18:00:00,29.65,共同教學館,14.7,18,1,0
2025-01-17 19:00:00,31.63,共同教學館,14.3,19,1,0
2025-01-17 20:00:00,29.81,共同教學館,13.8,20,1,0
2025-01-17 21:00:00,31.85,共同教學館,13.8,21,1,0
2025-01-17 22:00:00,28.47,共同教學館,13.9,22,1,0
2025-01-17 23:00:00,30.78,共同教學館,14.3,23,1,0
2025-01-18 00:00:00,28.06,共同教學館,14.0,0,1,1
2025-01-18 01:00:00,29.06,共同教學館,14.2,1,1,1
2025-01-18 02:00:00,28.13,共同教學館,14.1,2,1,1
2025-01-18 03:00:00,29.33,共同教學館,14.1,3,1,1
2025-01-18 04:00:00,28.03,共同教學館,14.1,4,1,1
2025-01-18 05:00:00,30.66,共同教學館,13.9,5,1,1
2025-01-18 06:00:00,28.46,共同教學館,14.2,6,1,1
2025-01-18 07:00:00,29.45,共同教學館,14.4,7,1,1
2025-01-18 08:00:00,28.05,共同教學館,15.3,8,1,1
2025-01-18 09:00:00,29.9,共同教學館,17.1,9,1,1
2025-01-18 10:00:00,29.05,共同教學館,18.8,10,1,1
2025-01-18 11:00:00,28.88,共同教學館,19.9,11,1,1
2025-01-18 12:00:00,68.71,共同教學館,20.3,12,1,1
2025-01-18 13:00:00,50.54,共同教學館,20.0,13,1,1
2025-01-18 14:00:00,49.9,共同教學館,19.8,14,1,1
